,Abrangência/ Cobertura,Assunto/ palavras-chave,Autor,Data,Descrição,Identifier,Título
911,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,1943,,1977.16.049,"Fotografia||Villa-Lobos e José Vieira Brandão na 1ª fila, Arminda na 2ª fila, [professores e alunos] da 1ª série de canto orfeônico, em frente ao Conservatório Nacional de Canto Orfeônico - CNCO"
912,,10 Comunicação > 10.1 Documento,Não identificado,1942,,2004.16.066,Fotografia||Arminda e seus sobrinhos Julio Cesar e Lya e um senhora não identificada
913,,10 Comunicação > 10.1 Documento,Não identificado,1942,,2003.16.129,Fotografia||Concentração orfeônica no Estádio do Vasco da Gama com 35.000 escolares
914,,10 Comunicação > 10.1 Documento,Não identificado,1942,,2003.16.128,Fotografia||Villa-Lobos regendo concentração orfeônica de 35.000 escolares. Estádio do Vasco da Gama
915,,10 Comunicação > 10.1 Documento,Não identificado,1942,,2003.16.090,Fotografia||Villa-Lobos regendo concentração orfeônica no Colégio Militar do Rio de Janeiro
916,,10 Comunicação > 10.1 Documento,Não identificado,1942,,2002.16.085,Fotografia||Villa-Lobos regendo concentração orfeônica de 35.000 escolares. Estádio do Vasco da Gama
917,,10 Comunicação > 10.1 Documento,Não identificado,1942,,2002.16.056,Fotografia||Villa-Lobos regendo concentração orfeônica de 35.000 escolares. Estádio do Vasco da Gama
918,,10 Comunicação > 10.1 Documento,Não identificado,1942,,1983.16.037,"Fotografia||O pianista José Vieira Brandão, Villa-Lobos e o violinista Oscar Borgerth no Conservatório de Canto Orfeônico, na Praia Vermelha"
919,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,1942,"Nota de pesquisa: A informação “Concentração orfeônica no Estádio do Vasco da Gama com 35.000 escolares. Rio de Janeiro, 1942” que consta no verso desta foto está equivocada. Obs: Esta foto foi veiculada na revista O Cruzeiro de 21-10-1933, referente à apresentação de 2.500 crianças durante a visita do presidente da argentina à Escola Argentina, no Rio de Janeiro. Ver Livro de Recortes LR02.046.1.e.00 e LR02.114.1.b.0",1982.16.145,"Fotografia||Apresentação de 2.500 crianças sob a regência de Villa-Lobos durante a visita do presidente da Argentina, general Agustin Justo, à Escola Argentina, no bairro do Engenho Novo"
920,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,1942,,1982.16.144,Fotografia||Concentração orfeônica no Estádio do Vasco da Gama com 35.000 escolares
921,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,1942,,1982.16.143,"Fotografia||Parcial. Concentração orfeônica no Estádio do Vasco da Gama, 35.000 escolares"
922,,10 Comunicação > 10.1 Documento,Não identificado,1942,,1980.16.059,"Fotografia||Villa-Lobos tomando posse como diretor do Conservatório Nacional de Canto Orfeônico - CNCO e recebendo cumprimento do ministro da Educação e Cultura, Gustavo Capanema, no gabinete deste"
923,,10 Comunicação > 10.1 Documento,Não identificado,1942,,1977.16.096,Fotografia||Quadro de professores especializados em música e canto orfeônico. Turma de 1942
924,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,1942,,1977.16.068,Fotografia||Concentração Orfeônica no Estádio do Vasco da Gama
925,,10 Comunicação > 10.1 Documento,Não identificado,1942,,1982.16.079,Fotografia||Villa-Lobos regendo desenhado por L. Celli
926,,10 Comunicação > 10.1 Documento,Não identificado,1941,,2008.16.059,Fotografia||Concentração orfeônica no Estádio do Vasco da Gama
927,,10 Comunicação > 10.1 Documento,Não identificado,1941,,2008.16.057,Fotografia||Villa-Lobos regendo concentração orfeônica no Estádio do Vasco da Gama
928,,10 Comunicação > 10.1 Documento,Não identificado,1941,,2008.16.022,Fotografia||Villa-Lobos regendo concentração orfeônica no Estádio do Vasco da Gama
929,,10 Comunicação > 10.1 Documento,Não identificado,1941,,2008.16.021,Fotografia||Concentração orfeônica no Estádio do Vasco da Gama
930,,10 Comunicação > 10.1 Documento,Não identificado,1941,No verso do cartão: “The World of Classical Music. Heitor Villa-Lobos (Brasilian 1887 - 1959) captured by unknown photographer in Rio de Janeiro in 1941”.,2003.16.079,Fotografia||Villa-Lobos jogando bilhar. Cartão postal de Benjamin para Anna-Stella Schic
931,,10 Comunicação > 10.1 Documento,Não identificado,1941,"Da dir. para esq.: Getúlio Vargas, Iberê Gomes Grosso, Andrade Muricy, Arnaldo Estrella, Brasílio Itiberê, Radamés Gnattali, Oscar Lorenzo Fernandez, Paulina d’Ambrosio e Villa-Lobos.",1987.16.032,Fotografia||Entrega do memorial sobre os anseios da classe musicista para Getúlio Vargas. Palácio do Catete - Salão dos Banquetes
932,,10 Comunicação > 10.1 Documento,Não identificado,1941,,1987.16.031,"Fotografia||Getúlio Vargas, Lorenzo Fernandez, Paulina d’Ambrosio, Antonieta Rudge, Francisco Braga e Villa-Lobos. Entrega do memorial sobre os anseios da classe musicista. Palácio do Catete - Salão dos Banquetes"
933,,10 Comunicação > 10.1 Documento,Não identificado,1941,,1983.16.130,"Fotografia||Villa-Lobos, Arminda, em seu apartamento à Rua Araújo Porto Alegre, 56 ap 54, com duas moças não identificadas e a escultora argentina Martha Elsa Vinisky, atrás de busto do maestro esculpido por esta última"
934,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,1941,Manuscrito no verso “no Vasco da Gama em 1941” e “Coleção D. Arminda”,1977.16.062,"Fotografia||Concentração orfeônica. Villa-Lobos, falando ao microfone, Arminda e não identificado no Estádio do Vasco da Gama"
935,,10 Comunicação > 10.1 Documento,Não identificado,1941,,2002.16.052,Fotografia||Villa-Lobos e não identificadas. Formatura do curso de formação de professores especializados em Canto Orfeônico
936,,10 Comunicação > 10.1 Documento,Não identificado,1941,,1980.16.025,"Fotografia||Villa-Lobos com Walt Disney, de costas"
937,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.162,"Fotografia||Da dir. para esq.: Dr. Bittencourt, Arminda, Villa-Lobos e o maestro Ivo Cruz"
938,Portugal > Porto,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1980.16.035,Fotografia||Villa-Lobos e o maestro Ivo Cruz no Conservatório do Porto
939,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1983.16.114,"Fotografia||Arminda e Anna-Stella Schic, na residência desta"
940,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1983.16.106,"Fotografia||Villa-Lobos, Arminda e Anna-Stella Schic, na residência desta"
941,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.043,"Fotografia||Villa-Lobos, tocando um piano Gaveau, na casa da pianista Anna-Stella Schic"
942,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.003,Fotografia||Villa-Lobos e Arminda com uma das diretoras da editora Associeted Music Publishers
943,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.240,Fotografia||Villa-Lobos fumando charuto
944,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.157,Fotografia||Villa-Lobos
945,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1987.16.028,"Fotografia||Villa-Lobos e o maestro Sergei Koussevitzky, regente da Orquestra Sinfônica de Boston (Boston Symphony Orchestra)"
946,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.223,"Fotografia||Villa-Lobos e o maestro Sergei Koussevitzky, regente da Orquestra Sinfônica de Boston (Boston Symphony Orchestra)"
947,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.044,Fotografia||Villa-Lobos e Arminda de férias
948,,10 Comunicação > 10.1 Documento,Não identificado,[194-],"Da dir. para esq., sentados: José Vieira Brandão (4º), Lorenzo Fernandez (7º), Villa-Lobos (8º), Noêmia (mãe de VL) (9ª), Arminda (10ª).",2003.16.068,Fotografia||Homenagem a Villa-Lobos na Confeitaria Colombo
949,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2003.16.032,"Fotografia||Villa-Lobos, Arminda e José Vieira Brandão entre professores, em frente ao Conservatório Nacional de Canto Orfeônico"
950,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.090,Fotografia||Concentração Orfeônica. Vista Panorâmica de Estádio Vasco da Gama
951,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.088,Fotografia||Concentração Orfeônica. Vista Panorâmica de Estádio Vasco da Gama
952,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.087,Fotografia||Concentração Orfeônica no Estádio Vasco da Gama
953,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1987.16.055,Fotografia||Villa-Lobos com máscaras e instrumentos do bloco Sôdade do Cordão
954,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1987.16.054,Fotografia||Máscaras e instrumentos do bloco Sôdade do Cordão
955,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1987.16.045,"Fotografia||Villa-Lobos em sua residência, junto com escultura feita pelo artista plástico Mário Cravo"
956,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1987.16.044,"Fotografia||Villa-Lobos em sua residência, junto com escultura feita pelo artista plástico Mário Cravo"
957,,10 Comunicação > 10.1 Documento,Não identificado,[194-],"Nota de pesquisa: No verso, manuscrito tem o nome de “Francisco da Costa”, mas sem identificar quem é ele na foto. É provável que seja o senhor ao lado de Villa-Lobos, cujo nome completo é “Antônio Francisco da Costa e Silva (Amarante, 1885 - Rio de Janeiro, 1950) foi um poeta brasileiro. ...Exerceu função pública na Presidência da República do Brasil, entre 1931 e 1945, a pedido do então presidente Getúlio Vargas. É o autor da letra do hino do Piauí. Guilherme Luiz Leite Ribeiro disse que Costa e Silva era pavorosamente feio, o que influiu na sua carreira: ""Nos tempos do barão do Rio Branco não havia concurso para ingressar na carreira diplomática, e a seleção era feita pessoalmente por ele, que conversava com os candidatos, em geral pessoas de família conhecida, de preferência bonitos e falassem línguas estrangeiras. Antônio Francisco da Costa e Silva, ilustre poeta e pai do embaixador e acadêmico Alberto Vasconcellos da Costa e Silva, conversou com o barão sobre a possibilidade de ingresso na carreira, porém o chanceler foi taxativo: - Olha, o senhor é um homem inteligente, admiro-o como poeta, contudo não vou nomeá-lo porque o senhor é muito feio e não quero gente feia no Itamaraty..."" http: //pt.wikipedia.org/wiki/Ant%C3%B4nio_Francisco_da_Costa_e_Silva",1984.16.078,"Fotografia||Da dir. para esq., à frente: Villa-Lobos (2º), Ruth Valadares Correa(3ª), Andrade Muricy (5º); Atrás: Arnaldo Estrella (1º), Basílio Itiberê (2º) e professores de música no Conservatório Nacional de Canto Orfeônico - CNCO"
958,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.077,Fotografia||Villa-Lobos entre professores de música no Conservatório Nacional de Canto Orfeônico - CNCO
959,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.076,Fotografia||Villa-Lobos entre professoras de música no Conservatório Nacional de Canto Orfeônico - CNCO
960,,10 Comunicação > 10.1 Documento,Não identificado,[194-],"Foto superior, da esquerda para direita: Lorenzo Fernandez (5º), [Magdalena Tagliaferro (8ª)], Villa-Lobos (9º)Foto inferior, da esquerda para direita: Oscar Borghert (5º), Luiz Heitor Corrêa de Azevedo (8º), Arminda (9ª). Foto bipartida da mesma ocasião. No verso, existem anotação manuscrita: “Mstro Frances Wolf, Luiz Heitor e Sra., Oscar Borguete e Sra., Madalena Tania Ferro, Piergile e Sra.” Nota de pesquisa: Ao lado de Villa-Lobos parece ser a pianista Magdalena Tagliaferro",1984.16.052,Fotografia||Almoço de adesão no Clube Ginástico Português
961,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.037,"Fotografia||Villa-Lobos, Arminda, Sra. Tomás Terán"
962,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.036,"Fotografia||Villa-Lobos, Arminda e a Sra. Tomás Terán na Cascatinha de Taunay, Alto da Boa Vista"
963,,10 Comunicação > 10.1 Documento,Não identificado,[194-],A foto apresenta dois momentos distintos: a imagem acima retrata um grupo [de formandos] em traje de gala e a imagem abaixo outro grupo posando à frente de um altar.,1984.16.013,Fotografia||Villa-Lobos e Arminda entre alunos do Conservatório Nacional de Canto Orfeônico - CNCO
964,,10 Comunicação > 10.1 Documento,Não identificado,[194-],"Sentados da esquerda para direita: José Vieira Brandão (4º), Oscar Lorenzo Fernandez (7º), Villa-Lobos (8º), Noêmia (10ª), Arminda (11ª), entre outros não identificados.",1984.16.001,Fotografia||Homenagem a Villa-Lobos na Confeitaria Colombo
965,,10 Comunicação > 10.1 Documento,Não identificado,[194-],"Sentados da esquerda para direita: Oscar Lorenzo Fernandez (1º), Villa-Lobos (2º), Noêmia (4ª), Arminda (5ª), entre outros não identificados. “À esquerda, Villa-Lobos, Afrânio de Mello Franco (?), D. Noemia [Noêmia], D. Arminda, não identif., D. Darcy Vargas (?). Na cabeceira à dir., Andrade Muricy. Na mesma fila, de óculos, Albuquerque Costa e Sylvio Salema. Nota de pesquisa 1: no verso da foto existe a anotação manuscrita “Salão do Ginástico Português” que está equivocada. Trata-se do 2º andar da Confeitaria Colombo. Nota de pesquisa 2: Afrânio de Mello Franco morreu em 1934 e as imagens consultadas na internet não se parecem com ninguém da foto. Não foi possível identificar Darcy Vargas e Albuquerque Costa.",1983.16.151,Fotografia||Homenagem a Villa-Lobos na Confeitaria Colombo
966,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1983.16.128,"Fotografia||Villa-Lobos, Iberê Gomes Grosso, Ana Lamego de Moraes e [professores - alunos] da Bahia, em frente ao Conservatório Nacional de Canto Orfeônico - CNCO"
967,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1983.16.125,Fotografia||Villa-Lobos e Arminda entre não identificados no Conservatório Nacional de Canto Orfeônico - CNCO
968,,10 Comunicação > 10.1 Documento,Não identificado,[194-],"Da dir. para esq., de pé: Radamés Gnattali (2º), Andrade Muricy (3º), Fructuoso Viana (5º), Luiz Heitor Correia de Azevedo (7º), Lorenzo Fernandez (9º); sentados: Villa-Lobos (3º), João Itiberê da Cunha (4º), maestro Tabarin (5º) e não identificados",1983.16.002,Fotografia||Villa-Lobos e outros em reunião da Academia Brasileira de Música
969,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.272,Fotografia||Concentração orfeônica no Estádio do Vasco da Gama
970,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.271,Fotografia||Concentração orfeônica no Estádio do Vasco da Gama
971,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.270,Fotografia||Concentração orfeônica no Estádio do Vasco da Gama
972,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.269,Fotografia||Concentração orfeônica no Estádio do Vasco da Gama
973,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.264,Fotografia||Villa-Lobos regendo concentração orfeônica no Colégio Militar do Rio de Janeiro
974,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.229,Fotografia||Villa-Lobos regendo concentração orfeônica no Estádio do Vasco da Gama
975,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.150,Fotografia||Concentração cívica nas escadarias do Palácio Guanabara
976,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.102,Fotografia||Concentração cívica em frente ao Palácio Guanabara
977,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1980.16.161,Fotografia||Villa-Lobos com seus sobrinhos
978,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1980.16.061,"Fotografia||Villa-Lobos em sua residência, acompanhando ao piano a soprano Cristina Maristany"
979,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1980.16.060,"Fotografia||A soprano Cristina Maristany, na residência de Villa-Lobos, segurando um disco"
980,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1980.16.043,Fotografia||Concentração cívica. Estudantes em desfile cívico
981,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,[194-],"No verso, manuscrito “Concentração cívica Rio”, “Escadaria da Antiga Prefeitura”, “prefeito Henrique Dodsworth; sec de ed”, “Henrique Dodsworth 1895 - 1975”, “interventor no Rio de Janeiro de 11/11/1937 a 3 nov 1945”",1980.16.042,"Fotografia||Villa-Lobos e o prefeito Henrique Dodsworth, de terno escuro, em concentração cívica, na escadaria da antiga prefeitura, o Palácio Guanabara"
982,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1980.16.040,Fotografia||Villa-Lobos e Jascha Heifet
983,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1980.16.030,"Fotografia||Da dir. para esq.: a filha de Lorenzo Fernandez, Arminda, o pianista espanhol Tomás Terán, Villa-Lobos e Lorenzo Fernandez"
984,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,[194-],"[Nelson Rockfeller à direita, olhando para trás], Getúlio Vargas tendo à sua direita Darcy Vargas, Vindinha (Sra. Oswaldo Aranha), atrás à esq. de óculos o ministro da educação Gustavo Capanema",1977.16.069,Fotografia||Concentração Orfeônica. Palanque de autoridades
985,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1980.16.045,"Fotografia||Villa-Lobos, Arminda e criança não identificada montada à cavalo"
986,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1983.16.115,"Fotografia||Villa-Lobos, Arminda e a Sra.Otávio Vieira Brandão, na fazenda de Otávio Vieira Brandão"
987,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1980.16.049,Fotografia||Concentração orfeônica ou concentração cívica sem identificação
988,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.086,"Fotografia||Villa-Lobos e Arminda, entre outros não identificados, em homenagem oferecida ao compositor"
989,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.080,Fotografia||Villa-Lobos entre não identificados
990,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.066,"Fotografia||Villa-Lobos e Arminda, entre outros não identificados, em homenagem oferecida ao compositor"
991,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1980.16.038,Fotografia||Villa-Lobos e Arminda
992,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2003.16.119,Fotografia||Villa-Lobos regendo concentração orfeônica
993,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2003.16.011,Fotografia||Villa-Lobos e Arminda entre [formandos e professores]. De pé Helena Lorenzo Fernandez (4ª à esquerda) e José Vieira Brandão (último à direita)
994,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2003.16.009,"Fotografia||Villa-Lobos sentado entre Arminda e Ruth Valladares Corrêa. De pé da direita para a esquerda, Iberê Gomes Grosso, Arnaldo Estrella, Gazzi de Sá, José Vieira Brandão e Oscar Borgerth"
995,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2003.16.007,Fotografia||Villa-Lobos entre [professores de canto orfeônico]
996,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.166,"Fotografia||Parte lateral direita do tríptico, pintado por Dimitri Ismailovitch, retratando cinco ameríndios que participaram do bloco carnavalesco “Sôdade do Cordão” organizado por Villa-Lobos"
997,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.129,"Fotografia||Arminda e Ruth Valadares com não identificados, junto aos respiradouros do navio D. Pedro II"
998,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.128,"Fotografia||Arminda e Ruth Valadares, na escada do navio D. Pedro II"
999,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.127,"Fotografia||Villa-Lobos, Arminda, Oscar Borgerth, Ruth Valadares e não identificados no deque do navio D. Pedro II"
1000,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.126,"Fotografia||Villa-Lobos e Arminda, no deque do navio D. Pedro II"
1001,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.125,"Fotografia||Oscar Borgerth, Villa-Lobos, Arminda e Ruth Valadares com não identificados, no deque do navio D. Pedro II"
1002,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.124,"Fotografia||Villa-Lobos e Arminda, no deque do navio D. Pedro II"
1003,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.123,Fotografia||Arminda no deque do navio D. Pedro II
1004,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.121,"Fotografia||Villa-Lobos e Ruth Valadares com não identificados, no deck do navio D. Pedro II"
1005,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.120,"Fotografia||Villa-Lobos, Arminda, Oscar Borgerth, Ruth Valadares e não identificado, debuçados no guarda corpo do deck do navio D. Pedro II"
1006,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.068,Fotografia||Villa-Lobos e Arminda jogando argolas
1007,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.062,"Fotografia||Villa-Lobos, Ruth Valadares Corrêa jogando argolas e não identificado"
1008,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1987.16.048,Fotografia||Villa-Lobos cercado de instrumentos musicais
1009,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.058,Fotografia||Villa-Lobos e alunas de Canto Orfeônico
1010,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.057,Fotografia||Villa-Lobos e a cantora e letrista Ruth Valadares Correa
1011,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.040,"Fotografia||Villa-Lobos, Arminda, Sra. Otávio Vieira Brandão, entre o casal, José Vieira Brandão e não identificados na fazenda de Otávio Vieira Brandão"
1012,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.039,"Fotografia||Villa-Lobos, Arminda, Otávio Vieira Brandão, de pé, e Senhora e não identificados, na fazenda de Otávio Vieira Brandão"
1013,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.038,"Fotografia||Villa-Lobos, Arminda, José Vieira Brandão e não identificados na fazenda de Otávio Vieira Brandão"
1014,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.021,Fotografia||Villa-Lobos e não identificado
1015,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1983.16.155,Fotografia||Villa-Lobos em recepção no [clube Ginástico Português]
1016,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1983.16.136,Fotografia||Bailado Artístico. Escola Paulo de Frontin e João Alfredo
1017,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1983.16.036,Fotografia||Bidu Sayão
1018,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1983.16.030,Fotografia||Villa-Lobos sentado à mesa de trabalho
1019,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.182,Fotografia||Villa-Lobos com seus sobrinhos
1020,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.159,"Fotografia||Villa-Lobos, Arminda e o maestro Sergei Koussevitzky"
1021,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.142,Fotografia||Villa-Lobos e Arminda
1022,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.140,Fotografia||Villa-Lobos e a jornalista brasileira que trabalhava no consulado
1023,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.129,Fotografia||Villa-Lobos à mesa de refeições com não identificados
1024,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.128,Fotografia||Villa-Lobos fumando charuto
1025,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.071,Fotografia||Villa-Lobos e o escultor Mario Cravo
1026,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.053,Fotografia||Villa-Lobos e Nelson Carneiro em frente a busto de Virgílio Antunes
1027,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.042,Fotografia||Villa-Lobos fumando cigarro e escrevendo
1028,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.038,Fotografia||Villa-Lobos
1029,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.024,Fotografia||Villa-Lobos
1030,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.014,"Fotografia||Villa-Lobos fumando cigarro, com um livro na mão e ajustando um aparelho de rádio"
1031,,10 Comunicação > 10.1 Documento,Não identificado,[194-],"No verso, dedicatória “À D. Arminda com um beijo da Maria Célia (o Maestro sendo homenageado no programa do meu Pai) ‘Honra ao Mérito 18-12-75’“.",1980.16.155,Fotografia||Villa-Lobos com medalha do programa Honra ao Mérito
1032,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1980.16.055,Fotografia||Pablo Casals cercado de violoncelistas
1033,,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1980.16.026,Fotografia||Villa-Lobos Arminda com uma sobrinha
1034,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.131,Fotografia||Arminda e Ruth Valadares
1035,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.130,Fotografia||Arminda e Ruth Valadares com não identificados
1036,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.122,Fotografia||Arminda Villa-Lobos
1037,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1985.16.015,Fotografia||Arminda e Ruth Valadares
1038,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1985.16.013,Fotografia||Arminda Villa-Lobos
1039,Portugal > Lisboa,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.192,Fotografia||Villa-Lobos com não identificados
1040,EUA,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1982.16.219,"Fotografia||Villa-Lobos, Robert Wright, George Forrest e José Vieira Brandão ao piano"
1041,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2002.16.114,"Fotografia||Arminda, Julieta Strutt e Cristina Maristany, sentadas na 1ª fila à direita, entre não identificados [no CNCO?]"
1042,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1984.16.007,Fotografia||Villa-Lobos e Arminda entre alunos do Conservatório Nacional de Canto Orfeônico
1043,Brasil,10 Comunicação > 10.1 Documento,Não identificado,[194-],,2004.16.059,Fotografia||Villa-Lobos sentado a mesa de trabalho
1044,Brasil,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1983.16.112,Fotografia||Villa-Lobos e Otávio Vieira Brandão
1045,Brasil,10 Comunicação > 10.1 Documento,Não identificado,[194-],,1983.16.107,"Fotografia||Da dir. para esq.: Otávio Vieira Brandão, Villa-Lobos, Sra. Otávio Vieira Brandão e José Vieira Brandão"
1046,EUA > Nova York,10 Comunicação > 10.1 Documento,Não identificado,1940,"Da esquerda para a direita, de pé, à frente: Lorenzo Fernandez (2º), Mário de Andrade (3º), Camargo Guarnieri (6º), Brasílio Itiberê (7º), Luiz Heitor Correia de Azevedo (8º), Herbert Moses (9º); sentados: Lourival Fontes (2º), Carleton Sprague Smith (4º), Renato de Almeida (5º), Villa-Lobos (6º)",1977.16.036,"Fotografia||Banquete oferecido em homenagem a Carleton Sprague Smith, diretor da Divisão de Música da Biblioteca Pública de Nova York."
1047,,10 Comunicação > 10.1 Documento,Não identificado,1940,"Com a dedicatória “Au Grand Villa-Lobos um souvenir de Uirapuru e avec tout reconnaissance de m´avoir Donner realiser ce chef-d´ouvre de La musique brésilienne. Affectueusement. Vaslav Veltchek. Rio, 1940”",2002.16.100,"Fotografia||Vaslav Veltshek, bailarino e coreógrafo"
