,Assunto/ palavras-chave,Autor,Data,Descrição,Direitos,Identifier,Título
262,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",203||76.03/88 | 02.30.059,Santo de Roca||São Vicente Ferrer
263,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",202||76.06/88 | 02.27.056,Santo de Roca||São Luiz de Boré
264,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",201||76.20d/88 | 02.09.038||196 | 198 | 199 | 200,Santo de Roca
265,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",200||76.20b/88 | 02.11.040||196 | 198 | 199 | 201,Santo de Roca
266,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",199||76.20a/88 | 02.09.037||196 | 198 | 200 | 201,Santo de Roca
267,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",198||76.20c/88 | 02.10.039||196 | 199 | 200 | 201,Santo de Roca||Cardeal
268,02 Artes Visuais/Cinematográfica > 02.6 Pintura||Família Ottoni | Minas Gerais | Século XIX | Vila do Príncipe,[José Vieira Ottoni],,"Pintura a óleo sobre papel, com moldura em madeira escura lisa. Policromia: marrom, preto, vermelho, bege e cinza.  Douramento (moldura).||Retrato em estilo acadêmico confeccionado por Jordão de Oliveira (1900-1980); pintor brasileiro, de origem sergipana, que estudou na Escola Nacional de Belas Artes, no Rio de Janeiro.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",197||06/88 | 039/017 | 83.011,Retrato (pintura)||[Teófilo Ottoni]
269,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,"Trono com repintura prateada e com ornatos na parte posterior do encosto em círculos amarelos (pintura original visível, em tons avermelhados)","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",196||76/88.21 | 02.07.036 | 21||198 | 199 | 200 | 201,Santo de Roca||Santo Papa
270,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",195||76.17/88 | 02.15.044 | 07,Santo de Roca||São Francisco recebendo a regra da Ordem Franciscana
271,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",194||76/88.19 | 02.13.042 | 16,Santo de Roca||São Francisco do Amor Divino
272,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",193||76/88.18 | 02.14.043,Santo de Roca||São Francisco do Convento
273,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",192||76.25/94 | 02.43.073 | 02.43a.074,Santo de Roca
274,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",191||76/88.11 | 02.21.050 | 17,Santo de Roca||Santa Rosa de Viterbo
275,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",190||76/88.15 | 02.17.046,Santo de Roca||Rainha dos Anjos
276,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",189||76/88.10 | 02.23.052 | 05,"Santo de Roca||São Luis, Rei de França"
277,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",188||77/88.02 | 02.50.081 | 83.043.II | 12,Santo de Roca||Santa Maria Madalena
278,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",187||76/88.13 | 02.18.048 | 15,Santo de Roca||O pobre
279,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",186||76.14/88 | 02.18.047 | 06,Santo de Roca||Santa Isabel de Hungria
280,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",185||76/88.09 | 02.24.053 | 19,Santo de Roca||São José Cupertino
281,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",184||76/88.05 | 02.28.057||183,Santo de Roca||São Lúcio
282,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",183||76/88.04 | 02.29.058||184,Santo de Roca||Santa Bona
283,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",182||Não encontrado,Cruz de banqueta
284,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",181||76/88.07 | 02.26.055 | 23,Santo de Roca||Santo Elias
285,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XVIII/XIX,Não identificado,,"Mesa de madeira (jacarandá), em estilo D. Maria I, com marchetaria e filetados em madeira mais clara (pau-marfim).||A peça apresenta características do estilo D. Maria I, também conhecido como neoclássico, com filetados em madeira mais clara (pau-marfim) sobre fundo escuro, com pernas retas e corte quadrangular.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",180||231/94,Mesa de encostar
286,05 Interiores > 05.5 Peça de Mobiliário,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",179||Não encontrado,Mesa
287,06 Trabalho > 06.6 Equipamento de Mineração||Minas Gerais | Mineração | Século XVIII/XIX,Não identificado,1986,"Bateia em madeira (cedro) e fundo cônico, confeccionada em peça inteiriça.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",178||210/94,Bateia
288,06 Trabalho > 06.6 Equipamento de Mineração||Minas Gerais | Mineração | Século XVIII/XIX,Não identificado,,"Bateia em madeira (jacarandá mineiro) e fundo cônico, confeccionada em peça inteiriça.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",177||211/94,Bateia
289,06 Trabalho > 06.6 Equipamento de Mineração||Minas Gerais | Mineração | Século XVIII/XIX,Não identificado,,"Bateia em madeira (jacarandá mineiro) e fundo cônico, confeccionada em peça inteiriça.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",176||120/94 | 85.27,Bateia
290,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo||Família Ottoni | Minas Gerais | Século XX | Serro,Oficinas Christiano Ottoni,,"Placa fundida em metal (bronze), inscrições em baixo-relevo e quatro pinos de fixação da peça. Estrutura retangular com emolduramento nos 4 vértices (composto por friso).","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",175||Não encontrado,Placa Comemorativa
291,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo||Família Ottoni | Minas Gerais | Século XX | Serro,Oficinas Christiano Ottoni,1961,"Placa fundida em metal (bronze), inscrições em baixo-relevo. Estrutura retangular.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",174||Não encontrado,Placa Comemorativa
292,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Banco confeccionado em madeira clara, sem encosto, com pés recortados em contracurvas. Fixação através de encaixes e pregos.||O móvel tem as características do estilo mineiro, desenvolvido na região no século XIX. Manufatura rústica com ornatos recortados em curvas e contracurvas.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",173||83.017 | 039/028 | 240/94,Banco
293,05 Interiores > 05.5 Peça de Mobiliário||Mobiliário | Século XIX,Não identificado,,"Banco confeccionado em madeira clara, sem encosto, com pés recortados em contracurvas. Fixação através de encaixes e pregos.||O móvel tem as características do estilo mineiro, desenvolvido na região no século XIX. Manufatura rústica com ornatos recortados em curvas e contracurvas.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",172||83.033 | 039/054 | 141/94,Banco
294,02 Artes Visuais/Cinematográfica > 02.4 Estampa||Minas Gerais | Religião | Século XIX | Serro,Lemercier (impressão),,"Estampa colorida impressa em litografia (matriz em pedra). Policromia: azul, amarelo, preto, rosa e branco.||Ornamentação em arabescos, frisos, ânforas, folhas de acanto e motivo florais. Representação do Santo Evangelho com a imagem do cordeiro de Deus deitado sobre a cruz.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",171||83.034 | 039/055 | 16/88b | 109/94 | 01.016.019||170,Estampa Religiosa (sacra)||Evangelho de São João
295,02 Artes Visuais/Cinematográfica > 02.4 Estampa||Minas Gerais | Religião | Século XIX | Serro,Lemercier (impressão),,"Estampa colorida impressa em litografia (matriz em pedra). Policromia: azul, rosa, marrom ,verde, amarelo, preto e cinza.||Ornamentação em arabescos, frisos, ânforas, folhas de acanto e motivo florais. Representação de cena religiosa (ressurreição de Jesus), de Jesus Cristo e de Nossa Senhora.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",170||83.034.I | 039/056 | 16/88 | 109/94 | 01.016.018||171,Estampa Religiosa (sacra)
296,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual||Brasil | Construção | Século XIX,Não Identificada,1992,"Sino fundido em metal (bronze), de formato cônico.||Ornatos: efígie de santa; frisos e motivos florais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",169||249/94,Sino
297,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça de retábulo com estrutura ornamental  em volutas, de formato espiral. Policromia: azul e vermelho.||Estrutura composta por volutas, com frisos e terminação em espiral, característica dos retábulos do século XVIII, em estilo barroco.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",168||Não encontrado||(colocar demais partes do retábulo),Retábulo [fragmento] (Mísula)
298,04 Construção > 04.4 Fragmento de Construção||Minas Gerais | Religião | Século XVIII | Serro,[Silvestre Lopes de Almeida],[1797],"Pintura a têmpera sobre madeira (cedro), em estilo rococó. Policromia: preto, azul, vermelho, rosa e marrom claro.||Figura de querubim cercado por nuvem estilizada, figura comumente utilizada na ornamentação religiosa em Minas.||Fragmento do painel esquerdo da capela-mor da Igreja do Bom Jesus do Matosinhos, que possui forro pintado no ano de 1797 pelo artista, em estilo rococó (também chamado de 3ª fase do barroco em Minas).","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",167||Não encontrado,Capela-mor [fragmento] (painel)
299,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,[D. Frei Vicente Micolta],,"Escultura (inacabada), em madeira (cedro) entalhada, com marcas de goiva, sobretudo no rosto.||Ornatos: nuvem estilizada em volutas.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",166||191/94,Imaginária Sacra
300,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Minas Gerais | Século XVIII | Vila do Príncipe,Não identificado,,"Arandela (também conhecida como aplique) confeccionada em tábua de madeira (cedro) recortada e policromada, com detalhes em ferro. Policromia: amarelo, marrom e vermelho.||Uso de ornamentos em curvas e contracurvas e policromia singela.||Placa recortada em curvas e contracurvas, que revelam a influência do estilo barroco. Peça típica do estilo colonial mineiro, comumente encontrada na região de Minas Gerais no século XVIII.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",165||186b/94||164,Arandela
301,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Minas Gerais | Século XVIII | Vila do Príncipe,Não identificado,,"Arandela (também conhecida como aplique) confeccionada em tábua de madeira (cedro) recortada e policromada, com detalhes em ferro. Policromia: amarelo, marrom e vermelho.||Uso de ornamentos em curvas e contracurvas e policromia singela.||Placa recortada em curvas e contracurvas, que revelam a influência do estilo barroco. Peça típica do estilo colonial mineiro, comumente encontrada na região de Minas Gerais no século XVIII.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",164||186a/94 | 85/21||165,Arendela
302,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XVIII/XIX,Não identificado,1986,"Mesa [de encostar], em madeira (cedro) entalhada e recortada.||Mesa [de encostar], recortada em madeira (cedro), de manufatura rústica, típica da região de Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",163||221/94,Mesa de encostar
303,13 Castigo/Penitência > 13.2 Instrumento de Castigo||Minas Gerais | Século XIX,Não identificado,1985,"Ferrete, em metal (ferro), com cabo retorcido.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",162||Não encontrado,Ferrete
304,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico||Insrtumento de Pre- cisão | Minas Gerais | Século XIX,Não identificado,,Balança confeccionada em metal (ferro e latão).,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",161||Não encontrado,Balança
305,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Minas Gerais | Século XIX | Usos e Costumes,Não identificado,1993,"Candeia aberta, com gancho de suspensão e bico, confeccionada em metal (ferro).||Ornatos: círculos, riscos e retorcidos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",160||248/94,Candeia
306,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,1986,"Peça esculpida através da técnica da cantaria, muito utilizada na região de Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",159||212/94,Forno de Assar||Forno de Assar para torrar farinha
307,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,1984,Tacho fundido em metal (cobre) com detalhes em metal dourado (latão) nas alças e frisos. Fixação das alças e frisos através de 29 grandes pregos em cobre.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",158||127/94 | 85.26,Tacho
308,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",157||204/94,Forma de queijo
309,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",156||205/94,Forma de queijo
310,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",155||202/94,Forma de queijo
311,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",154||250/94,Forma de doce
312,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",153||206/94,Forma de queijo
313,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",152||197/94,Forma de queijo
314,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",151||200/94,Forma de queijo
315,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",150||199/94,Forma de queijo
316,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",149||208/94,Forma de queijo
317,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",148||207/94,Forma de queijo
318,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",147||251/94,Forma de queijo
319,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",146||198/94,Forma de queijo
320,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",145||203/94,Forma de queijo
321,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XX,Não identificado,1985,"Mesa [de queijo], em madeira (cedro) entalhada.||Mesa [de queijo] em madeira (jacarandá mineiro), de manufatura rústica, típica da região de Minas Gerais, para manufatura do tradicional queijo do Serro.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",144||124/94 | 85.30,Mesa de queijo
322,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",143||255/94,Mão de pilão
323,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",142||254/94,Mão de pilão
324,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,1985,Peça entalhada em tronco de madeira.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",141||126/94,Pilão
325,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Não identificado,1984,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",140,Gamela
326,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,1984,Gamela feita em peça única de madeira.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",139||128/94 | 85/25||140,Gamela
327,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,,"Gamela feita em peça única de madeira. Ripas em meio-arco nas laterais auxiliam na sustentação do objeto, presas por parafusos de metal (ferro).","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",138||243/94,Gamela
328,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,,Peça entalhada em tronco de madeira.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",137||253/94,Coador de Café
329,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Minas Gerais | Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,,"Panela lisa, fundida em ferro, com alças fixadas por  pregos. Sem tampa.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",136||84.19.1 | 129/94,Panela
330,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Culinária | Minas Gerais | Século XX | Serro,Não identificado,,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",135||209/94,Forma de queijo
331,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Minas Gerais | Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,1984,"Panela lisa, fundida em ferro, com alças fixadas por  pregos. Sem tampa.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",134||84.19 | 137/94,Panela
332,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Minas Gerais | Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,1985,"Parte superior do cuscuzeiro, esculpida em pedra-de-lioz, com orifícios para passagem do vapor.||Apresenta frisos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",133||121/94 | 85.22,Cuscuzeiro [fragmento] (bojo)
333,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Minas Gerais | Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,1984,"Panela lisa, fundida em ferro, com alças fixadas por  pregos. Sem tampa.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",132||85.19 | 138/94,Panela
334,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Minas Gerais | Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,1985,Panela com tampa esculpida e torneada em pedra-de-lioz (espécie de mármore)||Apresenta frisos simples.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",131||85.23a | 85.23b | 122.94 | 122a94,Panela
