,Abrangência/ Cobertura,Assunto/ palavras-chave,Descrição,Título
428,"Estadual||Santa Catarina||Lages||-27,817867006265224   -50,327254820668685||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"Do ofício de taipeiro, resultam produtos como casas, mangueiras para bois, divisória para terrenos de fazendas, revestimento de paredes, entre outros. Existem várias qualidades de taipa: taipa de mangueira, taipa de divisa invernada, taipa rústica e casa de pedra, constituída por alvenaria na parte interna e pedra na parte externa. É chamada de taipa à vista a taipa embelezada, ou seja, aquela usada para revestir as fachadas. A taipa de mangueira é o tipo usado para conter e vacinar o gado e outros animais nas fazendas. Já a taipa de campo ou bruta é a mais rústica. 
Segundo os mestres, é essencial ter bom conhecimento sobre as pedras. Para saber se a pedra é ruim ou não basta bater, se ela debulhar é sinal de que é uma pedra ruim e não serve para taipa. O taipeiro utiliza como ferramentas de trabalho, ponteiro de diferentes tamanhos, alavanca para virar a pedra, talhadeira, ponchote e martelete.
Em geral, a matéria-prima é retirada do próprio local onde se pretende realizar a construção, preferencialmente depois de um dia de chuva. Um mestre taipeiro pode trabalhar sozinho ou com auxiliares. A pedra mais usada é a pedra-ferro, definida como uma boa pedra para taipa e de fácil obtenção. 
Para começar uma taipa, primeiro é feita uma marcação com duas linhas para deixar o muro alinhado, depois as pedras vão sendo assentadas, com o detalhe de iniciar o muro com um metro de largura no chão, colocando-se uma pedra de cada lado e pedras menores por dentro. O topo da taipa vai afinando e acaba com aproximadamente oitenta ou setenta centímetros de largura para dar estabilidade ao muro. No meio da taipa, para preencher a parte interna, são colocadas pedras pequenas fazendo com que não sobre espaço vazio. O segredo é pôr pedra por pedra, fazendo o encaixe com a mão e não com o uso de marreta. A taipa à vista usa cimento. O defeito de uma pedra deve ser corrigido com o de outra.",INRC - Mestres Artífices de Santa Catarina
429,"Local||Santa Catarina||Ascurra||-26,956826587636506   -49,376735342323904||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"Os principais produtos do ofício são os calçamentos de ruas, calçadas, caminhos e trilhos para a prefeitura ou particulares. Podem ser feitos com pedras, macadame ou bloco sextavado. 
Para o calçamento de uma rua, geralmente, tem-se o apoio de um engenheiro agrimensor. A fim de deixar os meio-fios no mesmo nível, deve-se trabalhar com a mesma curvatura da rua. Primeiro, faz-se a terraplanagem, o meio-fio e bocas de lobo. É preciso cuidar para que as residências não fiquem muito abaixo do nível da rua. O melhor meio-fio, segundo mestre, é o de pedra, feito com 30 cm de altura, sendo 20 cm eram enterrados e 10 cm acima do nível do calçamento. Em seguida, coloca-se uma camada de areia de mais ou menos 10 cm para lajota. Para o paralelepípedo, exige-se mais. A rua precisa ser embaulada, um pouco mais alta no meio e seguir com caimento, assim não há surgimento de poças d’água, uma vez que a água sempre corre para a sarjeta.
Para firmar o calçamento, quando não há um vibrador, o mestre relata que se pode passar primeiro o caminhão-pipa da prefeitura vazio. Em seguida, vai-se enchendo o caminhão e passando sobre o pavimento, até passar com o veículo com o reservatório cheio. Quando o calçamento está pronto, coloca-se uma camada de areia. O segredo é não varrer a areia que está por cima até o prazo de três meses, quando a areia já está bem assentada.",INRC - Mestres Artífices de Santa Catarina
430,"Estadual||Santa Catarina||Blumenau||-26,913528271802125   -49,06917736545671||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"Os produtos desta atividade são: paralelepípedos, pedras para calçamento, calçadas, muros e pedras sob medida.
Lindomar, um dos sujeitos entrevistados, por exemplo, faz de 40 a 50 peças por dia de dimensões de 20 cm x 20 cm x 40 cm. Relata que essas pedras são destinadas ao público em geral. Os paralelepípedos são bastante procuradas pelas prefeituras. Afirma que o público é abastado, porque as pedras são muito caras. Na pedreira se vendem pedras mais baratas, não esquadrejadas e irregulares.
O primeiro passo é a retirada do material das minas, com a explosão da pedra de acordo com seu veio. A pedra grande, o chamado mulão, é entregue pela pedreira. Para virar o mulão (pedra grande), é necessário um ajudante. O veio da pedra é a face, o sentido de como se deve trabalhá-la. A pedra racha com uniformidade, é o segredo da cantaria. O canteiro risca a pedra de acordo com as dimensões que as peças vão ter, sempre trabalha na metade da pedra. Deve-se medir com uma régua metálica, marcar os pontos onde serão feitos os conchetes (furos), e então fá-los com o ponteiro, um tipo de ferramenta. Coloca-se as cunhas no ponchote para rachar a pedra.",INRC - Mestres Artífices de Santa Catarina
431,"Estadual||Santa Catarina||Mafra||-26,109860417047877   -49,80637823683262||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"Desta atividade resultam coberturas de palha de guaricana, estuque, parede de tijolo a vista, parede de tijolo deitado, madeiramento de telhados tradicionais, fundação de pedra, assoalho com baldrame, cimento queimado, casas e restauros. A maior parte são residências novas e algumas reformas. O público é geralmente classe média alta, para uso residencial. 95% são particulares.
Para uma obra comum, inicia-se com a elaboração do projeto, orçamento, preparo de documentos e do terreno, com nivelamento e contenções. Em seguida, faz-se a fundação, estruturas, alvenaria, cobertura, reboco e finalmente os acabamentos. 
Se tratando de uma obra de restauro, deve-se fazer o desmonte de tudo e verificar-se o que pode ser aproveitado e o que deve ser restaurado. Enumera-se peça por peça. No enxaimel, as peças são numeradas por algarismos romanos, logo a remontagem segue a lógica da numeração. Geralmente as peças já estão enumeradas. As estruturas são pré-montadas, desmonta-se e monta-se no local, em que se deve bater número com número, conforme a sequência. Monta-se toda a estrutura de madeira primeiro, utilizando-se apenas o tarugo, que é um prego de madeira. Quando se substitui apenas alguma peça, não existe a necessidade de desmontar toda a estrutura. Pode-se apenas cortar uma pequena parte da peça vertical para a entrada da peça horizontal, por exemplo. Depois se faz o fechamento com tijolo maciço. A argamassa é feita de barro, areia, esterco fresco de vaca, que serve também para o reboco. A técnica do enxaimel com taipa, por sua vez, utiliza um ripado de madeira ao invés de tijolo maciço, que deve ser sarrafo ou ripa de palmito bem maduro. A massa também é feita de areia, barro, esterco de vaca e, às vezes, é introduzido também palha ou capim na massa.
Na técnica do estuque, utilizam-se ripas de palmito. Fazem-se os alicerces, sobe-se a alvenaria, faz-se a laje, assoalho ou forro, o madeiramento do telhado e os acabamentos.",INRC - Mestres Artífices de Santa Catarina
432,"Estadual||Santa Catarina||Blumenau||-26,913524863061767   -49,06923222037256||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"Os produtos são os mais diversos, desde a montagem e fabricação até o restauro e a reforma. Fabricam-se e faz-se restauro de portas, janelas, guarda-corpo, corrimão, móveis, entre outros. 
Primeiramente, faz-se um diagnóstico; analisa-se o aproveitamento dos materiais na obra, o que é possível recuperar e o que é preciso trocar. Em seguida, um orçamento quantitativo do material e da mão-de-obra, e prazo. Sugere-se aos clientes a madeira a ser utilizada. O próximo passo é fazer os remendos no que é possível recuperar na própria obra. Já a fabricação e acabamento das peças (novas ou reforma) são feitos na própria marcenaria. De volta à obra, faz-se os “remendos” e montagem das peças fabricadas na marcenaria, além dos últimos ajustes.",INRC - Mestres Artífices de Santa Catarina
433,"Estadual||Santa Catarina||Blumenau||-26,91379785453415   -49,06915265033377||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"Os produtos desta atividades são: tijolos maciços para cinto (cinta de amarração, sendo usadas 3 fileiras de tijolos maciços de 5,5 x 9 x 19), tijolos maciços para casas de tijolo à vista (maciço, rústico e à vista, com 5,5 x 11 x 23), rústicos, requeimado, manchado, telhas de 18,5x36 cm, tijolos de 6 furos 9x14x24 cm.
André Baltazar Fischer, um dos entrevistados no processo de inventário, além de produzir os tijolos e telhas, ainda atua na cerâmica como administrador. André diz que, até onde tem conhecimento, existem apenas cinco cerâmicas que fabricam telhas chatas no Brasil. Entre elas a sua, a qual recebe encomendas de vários estados, SP, RJ.
Para a produção de tijolos, começa-se procurando uma argila boa. Deve-se escolher a argila adequada. A argila utilizada na cerâmica de Adir, por exemplo, é própria, pois ele tem uma reserva com recursos particulares. A argila é misturada e amassada por máquinas e então moldada e cortada em tijolos do tamanho desejado, trocando-se apenas a fôrma. Depois de cortados, os tijolos são colocados pra secar expostos ao tempo por cerca de 2 meses, dependendo da umidade. Os tijolos são colocados no forno, que queima a base de cepilho (serragem). São 30 horas de fogo lento (apenas na brasa) que evita que o tijolo trinque, mais 24 horas de fogo alto (1000 ºC). Ainda dentro do forno, os tijolos são resfriados por 36 horas com ventilador. Os tijolos são colocados para secar novamente e então estão prontos.
Já na produção de telhas, usa-se barro/argila in natura (que nunca foi tocada). O barro utilizado por André já vem pronto, de Rio dos Cedros. Todas essas etapas são feitas num único dia: preparo do barro, mistura, prensagem, corte e acabamento. A secagem e a estocagem em prateleiras duram 25 dias. Feita por oito dias. São 14h de fogo contínuo. As telhas só podem ser retiradas quando o forno estiver em temperatura ambiente. Normalmente o produto já tem destino certo.",INRC - Mestres Artífices de Santa Catarina
434,"Estadual||Santa Catarina||Jaraguá do Sul||-26,50431929172686   -49,09069370226677||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"Os produtos deste ofício são o restauro de pinturas em geral, pintura em tela e gesso, letreiros, envelhecimento de móveis e a técnica da pintura à cal, com pigmentos de corante.
Para a realização do restauro de uma pintura, por exemplo, primeiro se faz um diagnóstico visual do estado de conservação. Pode-se fazer o estratigráfico, se necessário. Retira-se a repintura até encontrar a pintura original. Quando não se consegue encontrar nenhum vestígio da pintura original, faz-se uma pesquisa com as pessoas mais antigas do local e em fotos históricas, para tentar garantir um trabalho mais preciso. Caso contrário, realiza-se apenas a repintura, aproveitando a pintura já existente. Por vezes também se faz uma raspagem das camadas de tinta para encontrar a pintura original.
Ás vezes pode ser necessário fazer a vedação, o nivelamento ou a consolidação do reboco antes da pintura. Faz-se também a inserção de enxertos, caso seja preciso fazer detalhes em alto-relevo. É preciso encontrar o tom exato da cor através da mistura de pigmentos e preparar as tintas a base de cal, que não deve pegar sol ou chuva. A cal quando seca, tem sua cor alterada. Para escolher, realiza-se uma análise visual para encontrar o material mais adequado. Confeccionasse moldes plásticos rígidos para utilizar como gabarito (ex.: flores pintadas com tempera). Finalmente, se realiza a pintura em si e o acabamento.",INRC - Mestres Artífices de Santa Catarina
435,"Estadual||Santa Catarina||Blumenau||-26,91349705232116   -49,06920589325429||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"Os principais produtos deste ofício são as residências novas prontas ou restauradas, restauro de rodas d’água, recuperação de polias e telhados.
Para a construção de uma casa enxaimel, primeiramente deve-se fazer um laudo técnico e visual, em seguida um orçamento. No caso da madeira, preparam-se as peças e monta-se no local. Deve-se também fazer uma análise do reboco. Prepara-se a massa do mesmo.  Faz-se uma análise no momento para saber se há pelo de animal ou capim. Prepara-se a massa, “lambe-se” para sentir o gosto; pelo gosto, identifica-se se tem muito barro, o que torna a massa quebradiça, então se acrescenta mais areia, por exemplo. Também se espalha a massa em uma superfície, analisa-se visualmente e vai acertando o traço, até chegar ao ponto desejado. 
Cria-se um projeto contendo todas as necessidades do cliente. O desenho no AutoCAD deve apresentar a dimensão de todas as peças. Na Pré-Montagem, o trabalho deve ser dividido. Um participante marca as peças e outro corta. Já vai sendo montada a casa. Leva de três a quatro meses até a casa estar pronta.
A casa, sendo aprovada pelo  cliente, é feita a numeração das peças da esquerda para direita em numerais romanos, de baixo para a cima, de acordo com a sequência de montagem. Além do número, as peças podem levar um símbolo, característico do carpinteiro.
A casa desmontada vai para os banhos, que a permite durar mais de cem anos. Tal tratamento das madeiras por imersão é contra cupim e umidade. Depois as madeiras são empilhadas, envoltas em plástico, para que o líquido não evapore. Deve ficar nessa etapa o máximo possível, no mínimo um mês, enquanto vão sendo feitos os fundamentos da casa, as ligações hidráulicas. Coloca-se uma manta de chumbo ou de asfalto aonde vão as madeiras, para proteger da umidade.
As peças são levadas num caminhão, já numeradas e montadas no local. A montagem leva de três a cinco dias. Deve ser muito rápido para evitar a chuva e para que as peças não tenham que suportar muita pressão sem estar completamente montada.",INRC - Mestres Artífices de Santa Catarina
436,"Estadual||Santa Catarina||São Bento do Sul||-26,24921712155429   -49,38359044317074||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"O ofício provê diversas ferramentas, como foices, machados, enxadas, peças de engenhos, pás, entre outros. 
Para a produção de peças, começa-se preparando o ferro (malhando) e soldando. Antigamente usava-se a técnica do rebite. No passado, malhava-se o ferro com marreta. Hoje malha-se com equipamentos elétricos.",INRC - Mestres Artífices de Santa Catarina
437,"Estadual||Santa Catarina||Florianópolis||-27,59284166561525   -48,54603522633972||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"Uma das características da arquitetura luso-brasileira é o uso da cal no revestimento das paredes dos edifícios. As denominadas caeiras produziam a cal que era empregada na construção civil, misturada às argamassas de areia e pedra e que também poderia ser usada para pintura de edifícios. Em geral, as primeiras caieiras do litoral brasileiro exploravam a matéria prima contida em concheiros e sambaquis - hoje reconhecidos como sítios arqueológicos. (VEIGA, 2008) Artigo “Arquitetura Luso Brasileira e suas relações com a Toponímia” Disponível em: www.nea.ufsc.br – Núcleo de Estudos Açorianos. 
Em Florianópolis, uma das localidades em que ocorria a queima da cal, era a Costeira do Pirajubaé há aproximadamente 40 anos e naquele tempo, segundo o Mestre Marcos Antônio, havia muitas outras caeiras, tanto na Costeira do Pirajubaé quanto no Saco dos Limões. A queima da cal lembra tempos muito remotos, quando da construção da catedral de Florianópolis, iniciada em 1679 por Francisco Dias Velho.
Para a queima, compravam-se as cascas do berbigão cuja medida de compra era a de uma caixa de tomate. Em geral, o berbigão era retirado do mar, as pessoas comiam o molusco e a seguir amontoavam as cascas. “Vinha de tudo, concha aberta, concha fechada e muitas vezes acabava sendo queimada com o molusco, o que aliado a um dia quente de sol provocava um cheiro muito forte e ruim”, conta o mestre Marcos Antônio. A atividade do forno era feita quando não havia pesca de camarão. 
Dentro do forno e de forma intercalada era colocada uma camada de berbigão (três caixas de tomate de berbigão e uma caixa de noz de nogueira) Se não havia noz colocava-se lenha do mangue que o pai de Marcos comprava por metro. Às vezes, ainda eram colocadas camadas intercaladas de berbigão e palha de arroz (sempre três camadas de berbigão e uma de palha de arroz).
O forno era uma construção de 4x4 m de tijolo maciço com parede bem grossa e duas aberturas laterais, uma no norte e outra no sul. A escolha do dia da queima era muito importante, pois para queimar dependia-se dos ventos; se soprasse vento no sul fechava a boca do norte e vice versa e era o vento que soprando fazia o fogo pegar. Em cima havia uma pequena abertura e embaixo, o forno que ficava distante do chão mais ou menos 1,5 metros, tinha uma grade de barras de ferro solta. Assim que o forno era queimado, tiravam-se as barras para a cal cair no solo. 
O fogo iniciava com um pouco de querosene e queimava um dia e uma noite. No outro dia era necessário “bater a caeira”, isto é, puxar com rodo a cal, pois ela precisava queimar então se jogava água nela e depois colocava dentro do paiol, com uma pá. As conchas eram molhadas para poderem esquentar e desmanchar; em mais ou menos umas cinco horas tudo virava pó, as conchas embranqueciam e viravam pó. A temperatura nesta etapa era muito alta e  provocava pequenas queimaduras nas pessoas que trabalhavam no paiol. Depois a cal era peneirada com uma peneira e posta em sacos de cimento",INRC - Mestres Artífices de Santa Catarina
438,"Estadual||Santa Catarina||Urussanga||-28,530740410763897   -49,31757249244753||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"Beneficiamento de madeira bruta, tábuas, barrotes.  As peças são feitas conforme os clientes encomendam. 
Os produtos são destinados à construção de casas, galpões, mourões de cerca e estradas. Todo o processo é feito manualmente, com apenas pá e picareta, sem ajuda de trator.
A madeira é retirada do mato e a transportada com bois. Na serraria, beneficia-se a madeira bruta conforme a encomenda dos clientes. 
Antigamente, usavam-se ferramentas manuais para a realização do ofício. Entretanto, hoje os serradores têm o auxílio de ferramentas elétricas. 
Algumas serrarias eram movidas à locomóvel ou à roda d’água.",INRC - Mestres Artífices de Santa Catarina
439,"Local||Santa Catarina||Porto Belo||-27,15618057501434   -48,54263215011603||Nenhum registro encontrado||Nenhum registro encontrado",Lugares||Identificação,"A casa situa-se no meio de um conjunto entre outras unidades construídas com posterioridade à esta. O local é um dos mais qualificados, em termos paisagísticos, de toda a comunidade do Sertão de Valongo: trata-se de um pequeno campo rodeado por árvores de diferentes espécies que oferecem uma relação de escala que permite dar realce à casa de Dona Maria. A impressão provocada é de que a casa foi montada no lugar mais privilegiado dentro do marco proporcionado pela paisagem circundante.",INRC - Sertão do Valongo
440,"Local||Santa Catarina||Porto Belo||-27,15618057501434   -48,542288827362455||Nenhum registro encontrado||Nenhum registro encontrado",Lugares||Identificação,"O contexto atual é pouco significativo, especialmente no que diz respeito à casa identificada. E isto por dois motivos principais: o primeiro é que foi construída ao lado desta uma casa em alvenaria, pintada de cor azul, que tanto por volume quanto pelo impacto visual da cor assume o protagonismo do conjunto no qual se insere a casa de Regina. O segundo motivo é que a casa tem sido desfuncionalizada na sua condição de casa-habitação, já que uma parte foi desmontada e a parte remanescente transformada em depósito e estrebaria. Assim o próprio uso dado ao imóvel na atualidade evidencia pouco cuidado no trato o que aumenta o efeito de desqualificação visual.    
De todo modo mesmo que se tentasse situá-la na situação de pleno uso como casa-habitação, a paisagem do entorno não oferece nenhum elemento referencial significativo: não tem florestação significativa em volta, e a distância com respeito à estrada (mais de 30 metros) impede estabelecer qualquer relação de correspondência simbólica.",INRC - Sertão do Valongo
441,"Local||Santa Catarina||Porto Belo||-27,154882265903222   -48,542149345729975||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"Por meados do século XVI inicia-se o período de colonizações europeias em Santa Catarina. O território catarinense era habitado por populações nativas, que foram denominadas pelos europeus como indígenas. Alguns desses povos nativos desenvolveram o cultivo da mandioca e, com ela, faziam o beiju, massa fina assada sobre uma placa de cerâmica. O cultivo e o beneficiamento da mandioca foram apropriados pelos colonizadores que adaptaram a tecnologia que tinham e formaram grandes engenhos em suas fazendas para o beneficiamento da mandioca e da cana-de-açúcar, onde trabalharam os escravos.
Os negros que trabalhavam nessas fazendas, nos engenhos, aprenderam a lidar com p processamento da farinha e do açúcar. Essa técnica continuou sendo utilizada para subsistência e comercialização.
No Sertão de Valongo, no início do século XX, havia engenhos de açúcar e farinha de mandioca, incluindo uma moenda toda em ferro. Em tempos mais recentes, os próprios moradores do Sertão possuíram uma casa de engenho, que tinha um engenho de farinha e outro de cana-de-açúcar. Eles pertenciam ao senhor Marinho Caetano.",INRC - Sertão do Valongo
442,"Local||Santa Catarina||Porto Belo||-27,15618057501434   -48,54537873214729||Nenhum registro encontrado||Nenhum registro encontrado",Lugares||Identificação,"As cachoeiras aparecerem freqüentemente no discurso dos moradores do Sertão de Valongo, geralmente para comentar de atividades que realizavam antigamente como: o batismo, o lazer, a pesca, e quando usavam a força das águas das cachoeiras para movimentar um engenho de serra para processar madeira, ou falando das mudanças ocorridas com as cachoeiras com o passar dos anos.",INRC - Sertão do Valongo
443,"Local||Santa Catarina||Porto Belo||-27,15471043306822   -48,54202059969548||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"No Sertão de Valongo é comum a criação de animais. Atualmente esta atividade já foi deixada de ser praticada por muitos moradores. 
Os animais criados no Sertão são: gado, aves (frango, marreco, etc) e peixes. O gado é usado como alimento (leite e carne) e sua força de tração é usada nos veículos do Sertão, como galhota e carroça. Para esta função também são usados cavalos. As aves são criadas soltas nos quintais, e são alimentadas com restos de comida e milho. Os peixes são criados em pequenos açudes;são criados peixes do tipo carpa e tilápia. 
Os valonguenses plantam roças especialmente para o trato do gado: capim durante o verão e cana-de-açúcar durante o inverno (quando o capim é escasso). Outros alimentos para o gado (como milho e caule de bananeira) também são usados esporadicamente. Alimentos complementares (como farelo, sal mineral e casca de soja) também são usados. Estes últimos são adquiridos em comércios de agropecuária. O gado bovino e os cavalos também se alimentam em áreas de pastagem. 
Os animais em Valongo são criados livres, diferente da criação intensiva geralmente  encontrada nas grandes propriedades agrícolas.",INRC - Sertão do Valongo
444,"Local||Rio Grande do Sul||Cambará do Sul||-29,05046627215743   -50,17509656554683||Nenhum registro encontrado||Nenhum registro encontrado",Formas de expressão||Identificação,"Narrar histórias dos antepassados escravos é uma atividade que vêm sendo realizada pelos membros da comunidade remanescente de quilombos de São Roque há mais de um século. Se, por um lado, é de conhecimento de todos os moradores da comunidade a ancestralidade escrava, por outro, não são todos que se dispõem a contar as inúmeras histórias que foram passadas de geração em geração e cujos principais personagens remetem há quatro ou cinco gerações anteriores. A comunidade reconhece quem são as pessoas dispostas a narrarem as histórias do tempo dos escravos.
O reconhecimento de alguns moradores como pessoas mais aptas a desempenharem esta tarefa, ainda que não guarde uma limitação rígida, faz parte do processo de transmissão destas narrativas. Os moradores que hoje são mais acionados como conhecedores das histórias do tempo dos escravos podem se referir à transmissão de forma genérica (“meus pais contavam”), mas geralmente identificam um antepassado específico de quem eles teriam ouvido determinada narrativa. 
As histórias sobre o tempo da escravidão referem-se aos antepassados dos membros da comunidade que foram escravos ou senhores de escravos (pois houve casamentos entre ambos) na região de São Francisco de Paula (RS) ou na localidade de Pedra Branca, para onde alguns escravos fugiram. São histórias pontais, que identificam acontecimentos relacionados a um ou outro evento da vida cotidiana dos antepassados e que está sempre relacionado à experiência dos sujeitos naquelas regiões. 
Pode-se classificar as narrativas da escravidão em duas modalidades discursivas: a) genérica, que se referem afatos do tempo da escravidão tratando de um processo coletivo, identificandoos principais fatos que marcaram a história do grupo, como o processo de fuga dos escravos das fazendas de Cima da Serra para a região da Pedra Branca, a perseguição de capitães do mato, a ida de ex-escravos para a região após a abolição da escravidão...; b) individualizada, tratando de personagens determinados, ascendentes dos atuais moradores da comunidade. Estas narrativas tratam de episódios específicos e relativos a experiências cotidianas ou excepcionais que antepassados da comunidade viveram. 
Não há nenhum lugar ou tempo específico para as narrativas serem realizadas e as histórias podem ser narradas em diferentes ocasiões.
Nas narrativas sobre a escravidão são três os principais lugares reconhecidos, guardando cada um deles um sentido bastante específico no que diz respeito às relações estabelecidas entre senhores e escravos no tempo dos antigos. 
a) O território de São Roque, localidade da Pedra Branca; b) As fazendas de São Francisco de Paula (abrangendo também os atuais municípios de Cambará e Jaquirana) e; c) Roça da Estância: vizinha à comunidade de São Roque.
Não só, as narrativas sobre a escravidão podem ser classificadas em quatro temas principais: as fugas de escravos, a violências nas relações senhor escravo, o trabalho e a abolição.",INRC - Comunidades Remanescentes do Quilombo de São Roque
445,"Local||Santa Catarina||Praia Grande||-29,20178999768847   -50,00741884062477||Nenhum registro encontrado||Nenhum registro encontrado",Formas de expressão||Identificação,"Ouvir e contar histórias de sobrenaturais não é nada fácil. Todo mundo já viu alguma coisa estranha, já escutou algo que beira o desconhecido, mas nem todo mundo gosta de falar sobre isso. Sempre que requisitados sobre aquela ou esta história, ou sobre este ou aquele personagem do sobrenatural, os moradores da Comunidade de São Roque ficam um pouco ensimesmados, olhando pro lado, coçando a cabeça, fingindo que não é com eles. Passados alguns momentos, entretanto, muitos se põem a falar longa e teatralmente sobre aparições e assombrações, invocando a memória e o imaginário originário dos tempos de escrevidão. Muitos locais, inclusive, tornam-se narradores ""oficiais"" desta memória.
Dos personagens mais referenciados pelas narrativas, está o “Gritador”, que povoa amplamente o imaginário dos moradores da comunidade São Roque. Está presente tanto nas falas das crianças, quanto nas falas dos mais velhos. Com os gritos assustadores e as aparições fugazes que acompanham suas passagens, o Gritador acompanha o imaginário de toda a comunidade desde tempos imemoriais. Alguns afirmam terem visto, outros afirmam terem apenas ouvido seus gritos, que fundem sons de diferentes animais. 
Sempre surgindo à noite e nos caminhos, tal personagem é o principal elemento de histórias que falam sobre eventos sobrenaturais na região. Seus gritos que ecoam pelas escarpas e grotas da Pedra Branca têm apavorado os membros da comunidade desde o tempo dos escravos. 
A origem do gritador é narrada, com algumas variações, através da história de um filho que encilhou a mãe após esta ter soltado o cavalo do filho no campo, por pena, enquanto o filho se preparava para uma festa. Como resposta ao encilho da mãe, esta lhe rogou a praga de que o filho vagaria pela terra gritando sem nunca ter amparo.
Esta história sobre sua origem pode ser analisada como uma narrativa que estabelece uma subversão nas relações que configuram as sociabilidades na comunidade. A mãe, que tem o direito sobre a nominação, foi desrespeitada, ultrajada. O resultado: uma figura que desafia as divisões entre o natural e o cultural, entre o humano, o sobrehumano e o animal.",INRC - Comunidades Remanescentes do Quilombo de São Roque
446,"Local||Santa Catarina||Praia Grande||-29,210780266763752   -50,01634523222662||Nenhum registro encontrado||Nenhum registro encontrado",Lugares||Identificação,"Estratégia tradicional de uso e ocupação territorial, as grotas se constituem em vales encaixados nas escarpas da Serra Geral, em regra, se caracterizam por apresentarem um curso d’água (desaguando nos rios Mampituba, Josafaz, Faxinalzinho e São Gogonho), contorno de morros com declividade muito acentuada, paredões rochosos expostos, vegetação abundante e poucas áreas planas. Nesta parte da fronteira dos Estados do Rio Grande do Sul e Santa Catarina esta configuração ambiental está claramente definida, sendo possível sua visualização tanto em bases cartográficas quanto em imagens de satélite. Como demonstram as imagens mencionadas o início das grotas no entorno da Pedra Branca (seqüência de vales encaixados) coincide com o início do território tradicional desta comunidade.
A comunidade São Roque, instalada ao longo desta configuração, desenvolveu um sistema culturalmente específico de uso e ocupação territorial: o Sistema de Grotas. O sistema de grotas é reconhecido como o modelo tradicional de ocupação e divisão do solo. Mais do que uma configuração ambiental, as grotas definem: (a) os espaços para moradia; (b) as extensões de terras para o plantio e criação de animais; (c) os caminhos que conduzem tanto para outros lugares da comunidade, quanto para o exterior. Enquanto uma referência cultural, o sistema de grotas inclui parâmetros para a divisão de unidades sociais. Idealmente, cada grota é ocupada por uma família nuclear ou extensa. As grotas não apenas oferecem divisores naturais para os terrenos ocupados pelas famílias, mas também condições favoráveis à subsistência e à configuração de referências territoriais comunitárias.
O respeito pelo sistema de grotas é, até os dias de hoje, consensual entre os membros da comunidade São Roque. Este é o sistema tradicional de divisão territorial. Trata-se de um modo de organização sócio-espacial que funde passado e presente e ordena a relação entre sociedade e natureza e, sobretudo, a relação entre as famílias. O sistema das grotas era, e ainda é, o parâmetro para uso e ocupação do solo, cuja legitimidade transcende qualquer registro oficial. 
O sistema de grotas integra uma referência culturalmente específica de território e história. Concepção esta composta de dimensões geográficas, econômicas e relativas ao domínio do parentesco. A importância do sistema de grotas para a divisão do território está, ainda, impressa na toponímia do lugar, operando como um parâmetro especificador de localidade. De fato, cada grota é reconhecida por um nome. As grotas são nominadas ou a partir do nome do morador do lugar, ou a partir de alguma característica natural peculiar.",INRC - Comunidades Remanescentes do Quilombo de São Roque
