,Abrangência/ Cobertura,Assunto/ palavras-chave,Autor,Data,Descrição,Identifier,Título
188,[Portugal?],08 Insígnias||Brasil | Minas Gerais | Religião | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em metal (prata) repuxada e cinzelada, composto por raios estriados dispostos em 360º, tendo, ao centro, ornamentação em relevo com flor cercada por volutas e conchas. Na parte inferior, haste longilínea lisa e chapada para encaixe na escultura.",167,Atributo de escultura religiosa
189,[Portugal?] | Brasil > Minas Gerais,08 Insígnias||Brasil | Minas Gerais | Religião | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em metal (prata) repuxada e cinzelada, com ornamentação em relevo composta por motivos fitomorfos e floral, além de voluta, círculo e raios.",166,Atributo de escultura religiosa
190,[Portugal?] | Brasil > Minas Gerais,08 Insígnias||Brasil | Minas Gerais | Religião | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em metal (prata) repuxado e cinzelado, com ornamentação em relevo composta por raios, concha, volutas e folha de acanto.",165,Atributo de escultura religiosa
191,Brasil > Minas Gerais,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Não identificado,Século XIX | Século XVIII,"Objeto confeccionado em tábua de madeira, com cena representando enferma ajoelhada solicitando as graças de Nossa Senhora do Carmo. Peça subdividida horizontalmente, tendo cena pintada a têmpera na parte superior e texto manuscrito na parte inferior.",164,Ex-Voto
192,Brasil > Minas Gerais,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Não identificado,Século XIX > [18?2],"Objeto confeccionado em tábua de madeira, com cena representando mucama ajoelhada e criança enferma solicitando as graças de Nossa Senhora do Carmo. Apresenrta cena pintada a têmpera na parte superior, além de texto manuscrito à esquerda, onde se destaca a data da graça alcançada.",163,Ex-Voto
193,Brasil > Minas Gerais,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Não identificado,Século XIX > 1855,"Objeto confeccionado em tábua de madeira, com cena representando o Barão de Entre Rios (enfermo) sobre leito e a solicitação das graças de Nossa Senhora do Carmo. Peça subdividida horizontalmente, tendo cena pintada a têmpera na parte superior e texto manuscrito na parte inferior, onde se destaca a data da graça alcançada.",162,Ex-Voto
194,Brasil > Minas Gerais,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Não identificado,Século XIX > 1850,"Objeto confeccionado em tábua de madeira, com cena representando enferma sobre leito e a solicitação das graças de Santo Elias e São Francisco Xavier. Peça subdividida horizontalmente, tendo cena pintada a têmpera na parte superior e texto manuscrito na parte inferior, onde se destaca a data da graça alcançada.",161,Ex-Voto
195,Brasil > Minas Gerais,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Não identificado,Século XVIII > 1770,"Objeto confeccionado em tábua de madeira, com cena representando enfermo sobre leito e a solicitação das graças de Nossa Senhora do Carmo. Peça subdividida horizontalmente, tendo cena pintada a têmpera na parte superior e texto manuscrito na parte inferior, onde se destaca a data da graça alcançada.",160,Ex-Voto
196,Brasil > Minas Gerais,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Não identificado,Século XVIII > 1770,"Objeto confeccionado em tábua de madeira, com cena representando acidente ocorrido com escravo e a solicitação das graças de Nossa Senhora do Carmo e Jesus de Matosinhos. Peça subdividida horizontalmente, tendo cena pintada a têmpera na parte superior e texto manuscrito na parte inferior, onde se destaca a data da graça alcançada.",159,Ex-Voto
197,Brasil > Minas Gerais,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Não identificado,Século XVIII,"Objeto confeccionado em tábua de madeira, com cena representando enferma que solicita as graças de Nossa Senhora do Carmo. Peça subdividida horizontalmente, tendo cena pintada a têmpera na parte superior e texto manuscrito na parte inferior, onde se destaca a data da graça alcançada. Policromia: marrom, preto, bege, verde, amarelo, branco e cinza.",158,Ex-Voto
198,Brasil > Minas Gerais,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Não identificado,Século XVIII > 1765,"Objeto confeccionado em tábua de madeira, com cena representando enferma que solicita as graças de Nossa Senhora do Carmo. Peça subdividida horizontalmente, tendo cena pintada a têmpera na parte superior e texto manuscrito na parte inferior, onde se destaca a data da graça alcançada. Policromia: vermelho, marrom, castanho, branco, róseo e cinza.",157,Ex-Voto
199,Brasil > Minas Gerais,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Não identificado,Século XVIII > 1759,"Objeto confeccionado em tábua de madeira, com cena representando enferma que solicita as graças de Nossa Senhora do Carmo. Peça subdividida horizontalmente, tendo cena pintada a têmpera na parte superior e texto manuscrito na parte inferior, onde se destaca a data da graça alcançada. Policromia: vermelho, marrom, castanho, branco, róseo, cinza, preto.",156,Ex-Voto
200,Brasil > Minas Gerais,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Não identificado,Século XVIII > 1753 > 23/01/1753,"Objeto confeccionado em tábua de madeira, com cena representando enfermo que solicita as graças de Nossa Senhora do Carmo. Peça subdividida horizontalmente, tendo cena pintada a têmpera na parte superior e texto manuscrito na parte inferior, onde se destaca a data da graça alcançada. Policromia: vermelho, marrom, castanho, branco, cinza, preto.",155,Ex-Voto
201,[França?] | [Itália?],05 Interiores > 05.1 Acessório de Interiores||Artes Decorativas | Europa | Século XIX,Não identificado,Século XIX,"Objeto confeccionado em pedra (alabastro), composto por base em coluna e ornado por folhagens.",153||154,Vaso
202,Brasil > Minas Gerais,06 Trabalho > 06.1 Equipamento Agrícola||Brasil | Equipamento agrícola | Século XIX | Século XVIII | Usos e Costumes,Não identificado,Século XIX | Século XVIII,"Objeto confeccionado em madeira, composto por tábua, duas rodas denticuladas e manivela, apoiado sobre quatro pés.",152,Descaroçador [de algodão]
203,Brasil > Minas Gerais,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem||Brasil | Século XIX | Século XVIII | Tecelagem | Usos e Costumes,Não identificado,Século XIX | Século XVIII,Objeto confeccionado em madeira,151,Roca
204,Brasil > Minas Gerais,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem||Brasil | Século XIX | Século XVIII | Tecelagem | Usos e Costumes,Não identificado,Século XIX | Século XVIII,"Objeto confeccionado em madeira, contendo roda e estrutura para prender os fios, apoiada sobre três pés.",150,Roca
205,Brasil > Minas Gerais,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Brasil | Culinária | Minas Gerais | Século XIX,Não identificado,Século XIX,"Objeto confeccionado em madeira torneada, com corpo bojudo ornado por frisos, contendo fundo abaulado.",149,Pilão
206,Brasil > Minas Gerais,01 Caça e Guerra > 01.2 Arma||Armaria | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em metal (ferro), com cano facetado contendo pino de mira e coronha com ornamentação em relevo.",145,Revólver
207,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Joaquim José da Natividade,Século XVIII,"Pintura a têmpera sobre madeira, representando Nossa Senhora do Rosário entregando o rosário a São Domingos de Gusmão. Policromia: azul, vermelho, rosa, preto, amarelo, cinza, castanho e branco.",144,Pintura Religiosa||Nossa Senhora do Rosário e São Domingos de Gusmão
208,Brasil > [Minas Gerais?],02 Artes Visuais/Cinematográfica > 02.6 Pintura||Brasil | Pintura | Religião | Século XIX | Século XVIII,Não identificado,Século XIX,"Pintura a óleo sobre tela, representando o Batismo de Cristo. Policromia: castanho, marrom, verde, vermelho, azul, amarelo, branco.",143,Pintura Religiosa||Batismo de Cristo
209,Brasil > Minas Gerais,13 Castigo/Penitência > 13.2 Instrumento de Castigo||Brasil | Escravidão | Minas Gerais | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em metal (ferro), com chave, composto por hastes chapadas e estrutura cilíndrica proeminente para tranca.",142,Vira-mundo [com chave]
210,Brasil > [Minas Gerais?],02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Estatuária | Século XX,Não identificado,Século XX,Objeto confeccionado em gesso e recoberto por pintura em tom amarelado envelhecido.,136,Cabeça
211,[França?],02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XIX > [entre 1851 e 1900],Peça modelada e esculpida em bronze.,135,Escultura Religiosa||São João Gabriel Perboyre
212,Brasil > Minas Gerais,08 Insígnias||Império do Brasil | Insígnias | Século XIX,Não identificado,Século XIX,"Objeto esculpido em pedra-sabão, na técnica da cantaria, com representação em relevo das Armas do Império do Brasil.",128,Brasão||Armas do Império do Brasil
213,Brasil > Minas Gerais,08 Insígnias||Império do Brasil | Insígnias | Século XIX,Não identificado,Século XIX,"Objeto confeccionado em madeira policromada e dourada, com representação em relevo das Armas do Império do Brasil.",127,Brasão||Armas do Império do Brasil
214,Brasil > [Rio de Janeiro?],05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Brasil | Século XIX | Século XVIII | Utensílios Domésticos,Não identificado,Século XIX,"Objeto confeccionado em cerâmica (porcelana) branca, de formato ovalado, com monograma em tons vermelho e dourado (possivelmente Sociedade Brasileira de Farmácia). Policromia: azul e vermelho. Apresenta douramento.",126||125,Travessa
215,Brasil > [Rio de Janeiro?],05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Brasil | Século XIX | Século XVIII | Utensílios Domésticos,Não identificado,Século XIX,"Objeto confeccionado em cerâmica (porcelana) branca, de formato ovalado, com tampa, contendo monograma em tons vermelho e dourado (possivelmente Sociedade Brasileira de Farmácia). Policromia: azul e vermelho. Apresenta douramento.",125||126,Terrina
216,Brasil > [Rio de Janeiro?],06 Trabalho > 06.9 Equipamento Médico||Brasil | Farmácia | Medicina | Século XIX | Século XVIII,Não identificado,Século XIX,"Objeto confeccionado em cerâmica (porcelana) branca, de formato cilíndrico, com tampa, ornado por friso azul.",124||123,Pote de Farmácia
217,Brasil > [Rio de Janeiro?],06 Trabalho > 06.9 Equipamento Médico||Brasil | Farmácia | Medicina | Século XIX | Século XVIII,Não identificado,Século XIX,"Objeto confeccionado em cerâmica (porcelana) branca, de formato cilíndrico, com tampa, ornado por friso azul.",123||124,Pote de Farmácia
218,Brasil > Minas Gerais,06 Trabalho > 06.10 Equipamento Musical||Brasil | Instrumento Musical | Minas Gerais | Século XIX,Não identificado,Século XIX,"Objeto confeccionado em madeira e couro (fixado por pregos), de estrutura longilínea e cônica, com prolongamento cilíndrico na parte inferior.",119,Caxambu
219,Brasil > Minas Gerais,09 Objetos Cerimoniais > 09.3 Objeto de Culto||Barroco | Brasil | Minas Gerais | Religião | Rococó | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada, pintada e dourada, encimada por cordeiro e livro sagrado. Policromia: vermelho, castanho claro, branco.",114,Urna [dos Pré-Santificados]
220,Brasil > Minas Gerais,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada, de estrutura quadrangular, sem policromia, composto por quatro varais de sustentação e ornatos em relevo.",113,Andor
221,Brasil > Minas Gerais,09 Objetos Cerimoniais > 09.3 Objeto de Culto||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e torneada, de estrutura longilínea, composta por quatro varas de suspensão.",112,Esquife
222,Brasil > Minas Gerais,05 Interiores > 05.4 Objeto de Iluminação||Brasil | Iluminação | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,"Objeto em metal (folha-de-flandres), pintado em azul claro, composto por quatro hastes, três delas em curva e com bocal para encaixe de luz.",111||110 | 567 | 568,Luminária
223,Brasil > Minas Gerais,05 Interiores > 05.4 Objeto de Iluminação||Brasil | Iluminação | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,"Objeto em metal (folha-de-flandres), pintado em azul claro, composto por quatro hastes, três delas em curva e com bocal para encaixe de luz.",110||111 | 567 | 568,Luminária
224,Brasil > Minas Gerais,05 Interiores > 05.4 Objeto de Iluminação||Brasil | Iluminação | Minas Gerais | Rococó | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e policromada, com entalhes em curvas. Policromia: amarelo, vermelho e prateado.",108||109,Castiçal
225,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Rococó | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada, de estrutura vertical, com ornamentação composta por buquês de flores e folhagens.",107||104 | 105,Talha (ornato): motivo floral
226,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Rococó | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, em formato de palmeta.",106,Talha (ornato): palmeta
227,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Rococó | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada, de estrutura vertical, com ornamentação composta por buquês de flores e folhagens.",105||104 | 107,Talha (ornato): motivo floral
228,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Rococó | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada, de estrutura vertical, com ornamentação composta por buquês de flores e folhagens.",104||105 | 107,Talha (ornato): motivo floral
229,Brasil > Minas Gerais,05 Interiores > 05.5 Peça de Mobiliário,Não identificado,Século XIX,"Objeto em miniatura, confeccionado em madeira (jacarandá mineiro), com armação (dossel) em linhas sinuosas arrematadas por bilro. Apresenta ornamentação em madeira mais clara.",103,Leito (miniatura)
230,Brasil | Europa,06 Trabalho > 06.1 Equipamento Agrícola||Brasil | Instrumento agrícola | Minas Gerais | Século XIX | Século XX,Oliver,Século XIX,"Objeto de manufatura simples, composto por tora de madeira e estruturas de ferro fixadas através de parafusos, porcas e arruelas. Apresenta sistema de regulagem.",102,Arado
231,Brasil > Minas Gerais,06 Trabalho > 06.6 Equipamento de Mineração||Brasil | Minas Gerais | Mineração | Século XIX,Não identificado,Século XIX,"Objeto confeccionado em madeira, de formato circular e fundo cônico.",101,Bateia
232,Brasil > Minas Gerais,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico||Brasil | Instrumento de Precisão | Minas Gerais | Século XIX,Não identificado,Século XIX,"Objeto em metal, de formato cônico e corpo facetado, contendo haste de sustentação em argola.",100||97 | 98 | 99,Peso
233,Brasil > Minas Gerais,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico||Brasil | Instrumento de Precisão | Minas Gerais | Século XIX,Não identificado,Século XIX,"Objeto em metal, de formato cônico e corpo facetado, contendo haste de sustentação em argola.",99||97 | 98 | 100,Peso
234,Brasil > Minas Gerais,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico||Brasil | Instrumento de Precisão | Minas Gerais | Século XIX,Não identificado,Século XIX,"Objeto em metal, de formato cônico e corpo facetado, contendo haste de sustentação em argola.",98||97 | 99 | 100,Peso
235,Brasil > Minas Gerais,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico||Brasil | Instrumento de Precisão | Minas Gerais | Século XIX,Não identificado,Século XIX,"Objeto em metal, de formato cônico e corpo facetado, contendo haste de sustentação em argola.",97||98 | 99 | 100,Peso
236,Brasil > Minas Gerais,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico||Brasil | Instrumento de Precisão | Minas Gerais | Século XIX,Não identificado,Século XIX,"Objeto em madeira, pintada de azul, com estrutura de pesagem em ferro e prato em formato quadrangular fixado por quatro correntes de metal.",96||464,Balança
237,França > Marselha | Estado Unidos da América > Nova Iorque | França > Paris,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual||Equipamento Sonoro | EUA | França | Século XIX | Século XVIII,American Graphophone Company,Século XIX,"Objeto confeccionado em metal, com tampa de madeira, com inscrições em tinta preta, com vestígios de tinta prateada e dourada, além de ornatos policromados (vermelho, branco e dourado).",94,"Grafofone||""The Graphophone"""
238,[Europa?],06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem||Brasil | Minas Gerais | Século XIX | Século XVIII | Usos e Costumes,Não identificado,Século XIX,"Máquina de costura de mão, de estrutura longilínea, confeccionada em metal (ferro) fundido.",93,Máquina de costura [de mão]
239,Hamburgo,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem||Brasil | Minas Gerais | Século XIX | Século XVIII | Usos e Costumes,Cº Hamling | Pollack | Schmidt,Século XIX,"Máquina de costura de pé, confeccionada em metal (ferro) fundido, madeira e couro.",92,Máquina de costura [de pé]
240,Japão,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Japão | Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,Século XIX,"Xícara com pires, confeccionada em porcelana branca fina, pintada, de origem japonesa, de pequeno porte, com motivos decorativos em japonaiserie.",90||86 | 89 | 273 | 426 | 427 | 428 | 429,Pires
241,Japão,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Japão | Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,Século XIX,"Xícara com pires, confeccionada em porcelana branca fina, pintada, de origem japonesa, de pequeno porte, com motivos decorativos em japonaiserie.",89||86 | 90 | 273 | 426 | 427 | 428 | 429,Pires
242,Estados Unidos da América > Nova Iorque,10 Comunicação > 10.2 Equipamento de Comunicação Escrita||Banco Almeida Magalhães | Brasil | Comunicação | EUA | São João del Rei | Século XX,Fábrica Hammond,Século XX > [entre 1901 e 1950],"Objeto de estrutura metálica (ferro), apoiado sobre base irregular de madeira, contendo 27 teclas. Apresenta estojo em madeira, de formato retangular, com a parte superior em curva.",87,Máquina de escrever [com estojo]
243,Japão,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Japão | Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,Século XIX,"Xícara com pires, confeccionada em porcelana branca fina, pintada, de origem japonesa, de pequeno porte, com motivos decorativos em japonaiserie.",86||89 | 90 | 273 | 426 | 427 | 428 | 429,Pires
244,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Brasil | Construção Civil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XIX,"Objeto confeccionado em madeira recortada e policromada, de estrutura horizontal composta por duas traves unidas por 28 balaústres vazados e pintados de azul claro.",85,Balaustrada
245,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Brasil | Minas Gerais | Rococó | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, composto por duas tábuas, tendo ornamentação em girassol cercada por motivos fitomorfos e volutas.",84,Retábulo (fragmento): Talha de altar
246,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Brasil | Minas Gerais | Rococó | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, bipartido (duas tábuas), com ornamentação em motivos fitomorfos, concha, volutas, uvas e querubins.",83,Retábulo (fragmento): Talha de altar
247,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,[Século XVIII?],"Objeto confeccionado em madeira, composto por duas traves horizontais unidas por oito balaústres torneados, sem policromia.",82,Cancelo
248,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação em motivos fitomorfos e florais e volutas.",81||80,Retábulo (fragmento): Pilastra Compósita
249,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação em motivos fitomorfos e florais e volutas.",80||81,Retábulo (fragmento): Pilastra Compósita
250,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação em motivos fitomorfos, volutas e concha.",79||78,Retábulo (fragmento): Pilastra
251,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação em motivos fitomorfos, volutas e concha.",78||79,Retábulo (fragmento): Pilastra
252,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação em volutas, folha de acanto e de parreira, além de cachos de uvas.",77||76,Retábulo (fragmento): Coluna Salomônica
253,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação em volutas, folha de acanto e de parreira, além de cachos de uvas.",76||77,Retábulo (fragmento): Coluna Salomônica
254,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação em folhas de acanto e de parreira.",75||74,Retábulo (fragmento): Coluna Salomônica
255,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada, com ornamentação em folhas de parreira e de acanto, além de friso em meia-cana.",74||75,Retábulo (fragmento): Coluna Salomônica
256,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação central em meio corpo de figura feminina (cariátide), desnuda, segurando estrutura decorada com volutas.",73||72,Retábulo (fragmento): Cariátide
257,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação central em meio corpo de figura feminina (cariátide), desnuda, segurando estrutura decorada com volutas.",72||73,Retábulo (fragmento): Cariátide
258,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação em volutas, folhas de acanto, anjo e motivos florais.",71||68 | 69 | 70,Retábulo (fragmento): Pilastra Misulada
259,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação em volutas, folhas de acanto, anjo e motivos florais.",70||68 | 69 | 71,Retábulo (fragmento): Pilastra Misulada
260,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação em motivos fitomorfos, concha, volutas, palmeta e querubins.",69||68,Retábulo (fragmento): Pilastra Compósita
261,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação em motivos fitomorfos, concha, volutas, palmeta e querubins.",68||69,Retábulo (fragmento): Pilastra Compósita
262,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação central em figura de anjo, desnudo, segurando estrutura decorada com volutas.",67||65 | 66,Retábulo (fragmento): Menino Atlante
263,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação central em figura de anjo, desnudo, segurando estrutura decorada com volutas.",66||65 | 67,Retábulo (fragmento): Menino Atlante
264,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada e dourada, com ornamentação central em figura de anjo, desnudo, segurando estrutura decorada com volutas.",65||66 | 67,Retábulo (fragmento): Menino Atlante
265,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada, pintada e dourada, com composta por anjos e volutas, correspondente a ornato do coroamento do retábulo",64,Retábulo (fragmento): Ornato de Coroamento
266,Brasil > Minas Gerais,04 Construção > 04.4 Fragmento de Construção||Arquitetura Religiosa | Barroco | Brasil | Minas Gerais | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada, pintada e dourada, ornada por três querubins. Policromia: castanho, vermelho, rosa",63,Retábulo (fragmento): coroamento de altar
267,Brasil > Rio de Janeiro,04 Construção > 04.4 Fragmento de Construção||Brasil | Construção Civil | Neoclássico | Rio de Janeiro | Século XIX | Visconde da Estrela,Não identificado,Século XIX,"Sacada confeccionada em metal (ferro) e madeira, ornada com pinha em cristal vermelho em uma das extremidades.",62,Sacada
268,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX,"Objeto entalhado em madeira e policromado, apoiado sobre peanha em marmorizado, nos tons cinza escuro e preto. Santo Antônio com estrutura de roca, vestida com hábito franciscano em tecido (aparentemente não original).",61,Santo||“Santo Antônio”
269,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XIX | Século XVIII,"Peça esculpida em madeira, composta de três partes, com encaixe nos dois braços; policromia em azul, vermelho, bege branco e preto; prateamento por tinta a óleo (mais recente); douramento; olhos de vidro; os braços parecem ter sido modificados em relação à posição original, pois há remendos grosseiros em ambos: no esquerdo, á altura do cotovelo, e no direito, acima do cotovelo.",60,Escultura Religiosa||São João Evangelista
270,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,"Escultura confeccionada em madeira entalhada e policromada. Policromia: azul, marrom escuro, vermelho.",59,Nossa Senhora||Nossa Senhora do Carmo
271,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,Escultura confeccionada em madeira entalhada e pintada. Policromia: azul e branco.,58,Nossa Senhora||Nossa Senhora das Dores
