Altura (cm),Autor,Classificação,Condições de reprodução,Denominação,Document,Estado de conservação,Largura (cm),Link do Item,Localização atual,Material,Modo de aquisição,Número de registro,Origem,Procedência,Profundidade (cm),Situação,Técnica,Título,Data de aquisição,Armário/Estante/Mapoteca,Diâmetro (cm),Prateleira/Gaveta,Andar,Comprimento (cm),data de produção,Ano de produção,Condições de segurança,Nº anterior,Proteção legal,Conjunto com nº,Temas,Características técnicas,Características iconográficas/ornamentais,Características estilísticas,Espessura (cm),Circunferência (cm)
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Retábulo [fragmento] (coroamento),36340,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/retabulo-fragmento-coroamento-3/,,madeira | tinta,Doação,211,Serro (MG),Igreja da Purificação | Serro (MG),,Localizado,entalhe | policromia,,,,,,1º,,Séc. XVIII,,Boa,Não encontrado,Federal | Tomb. em conjunto,(colocar demais partes do retábulo),Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,"Peça correspondente coroamento do retábulo da igreja. Policromia: azul, vermelho e amarelo.",Apresenta elemento decorativo em concha estilizada.,"Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.",,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Balaustrada,36338,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/balaustrada-3/,"Sala ""Igreja da Purificação"" 01/ ao fundo da sala",madeira | tinta,Doação,210,Serro (MG),Igreja da Purificação | Serro (MG),,Localizado,entalhe | policromia,,,,,,1º,,Séc. XVIII,,Boa,Não encontrado,Federal | Tomb. em conjunto,(colocar demais partes do retábulo),Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,"Peça correspondente à balaustrada, possivelmente a que separava a capela-mor do corpo da nave da igreja, também conhecida como CANCELO. Policromia: azul.",Apresenta balaústres recortados em semi-círculos invertidos.,"Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.",,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Pia de água benta,36336,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/pia-de-agua-benta-3/,"Sala""Igreja da Purificação"" 02/ Centro",pedra-sabão,Doação,209,Serro (MG),Igreja da Purificação | Serro (MG),,Localizado,cantaria,,,,,,1º,,Séc. XVIII,,Boa,231/94,Federal | Tomb. em conjunto,(colocar demais partes do retábulo),Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Peça confeccionada na técnica de cantaria.,"Apresenta pequeno ornamento na parte superior, em formato de espirais.",,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Retábulo [fragmento] (Mísula),36334,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/retabulo-fragmento-misula-6/,"Sala""Igreja da Purificação"" 02/ lado esquerdo",folha de ouro | madeira | tinta,Doação,208,Serro (MG),Igreja da Purificação | Serro (MG),,Localizado,douramento | entalhe | policromia,,,,,,1º,,Séc. XVIII,,Boa,Não encontrado,Federal | Tomb. em conjunto,(colocar demais partes do retábulo),Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,"Peça de correspondente à mísula, ornato em talha de madeira que ressalta de uma superfície. Policromia: azul.","Estrutura composta por estreitamento na parte inferior. Folhas de acanto, motivo decorativo utilizado nas representações do período barroco.","Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.",,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Retábulo [fragmento] (entablamento),36332,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/retabulo-fragmento-entablamento-12/,,madeira | tinta,Doação,207,Serro (MG),Igreja da Purificação | Serro (MG),,Localizado,entalhe | policromia,,,,,,1º,,Séc. XVIII,,Boa,Não encontrado,Federal | Tomb. em conjunto,(colocar demais partes do retábulo),Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,"Peça de correspondente ao entablamento do retábulo, composto por cornija, friso e arquitrave, que se sobrepõe à pilastra de sustentação. Policromia: azul.",Estrutura composta por entablamento em linhas retilíneas.,"Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.",,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Retábulo [fragmento] (entablamento),36330,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/retabulo-fragmento-entablamento-11/,"Sala""Igreja da Purificação"" 02/ abaixo dos anjos",madeira | tinta,Doação,206,Serro (MG),Igreja da Purificação | Serro (MG),,Localizado,entalhe | policromia,,,,,,1º,,Séc. XVIII,,Boa,Não encontrado,Federal | Tomb. em conjunto,(colocar demais partes do retábulo),Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,"Peça de correspondente ao entablamento do retábulo, composto por cornija, friso e arquitrave, que se sobrepõe à pilastra de sustentação. Policromia: azul.",Estrutura composta por entablamento em linhas retilíneas.,"Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.",,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Retábulo [fragmento] (arco),36328,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/retabulo-fragmento-arco-8/,"Sala ""Igreja da Purificação"" 01/ lado esquerdo",madeira | tinta,Doação,205,Serro (MG),Igreja da Purificação | Serro (MG),,Localizado,entalhe | policromia,,,,,,1º,,Séc. XVIII,,Boa,Não encontrado,Federal | Tomb. em conjunto,(colocar demais partes do retábulo),Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,"Peça de retábulo com estrutura ornamental  em formato de arco, com prolongamento na horizontal.","Estrutura composta por arco (parcialmente existente), característica dos retábulos do século XVIII, em estilo barroco.","Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.",,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Retábulo [fragmento] (arco),36326,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/retabulo-fragmento-arco-7/,Sala de Exposição 03/ Acima da porta,madeira | tinta,Doação,204,Serro (MG),Igreja da Purificação | Serro (MG),,Localizado,entalhe | policromia,,,,,,1º,,Séc. XVIII,,Boa,Não encontrado,Federal | Tomb. em conjunto,(colocar demais partes do retábulo),Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Peça de retábulo com estrutura ornamental  em formato de arco.,"Estrutura composta por arco, com frisos , característica dos retábulos do século XVIII, em estilo barroco.","Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.",,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36324,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-67/,,madeira | tinta,Doação,203,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,São Vicente Ferrer,,Estante 01,,1,2º,,Séc. XVIII/XIX,,Boa,76.03/88 | 02.30.059,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36322,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-66/,,madeira | tinta,Doação,202,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,São Luiz de Boré,,Estante 03,,1,2º,,Séc. XVIII/XIX,,Boa,76.06/88 | 02.27.056,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36320,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-65/,,madeira | tinta,Doação,201,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,,,Estante 03,,2,2º,,Séc. XVIII/XIX,,Boa,76.20d/88 | 02.09.038,Federal | Tomb. em conjunto,196 | 198 | 199 | 200,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36318,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-64/,,madeira | tinta,Doação,200,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,,,Estante 01,,2,2º,,Séc. XVIII/XIX,,Boa,76.20b/88 | 02.11.040,Federal | Tomb. em conjunto,196 | 198 | 199 | 201,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36316,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-63/,,madeira | tinta,Doação,199,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,,,Estante 01,,2,2º,,Séc. XVIII/XIX,,Boa,76.20a/88 | 02.09.037,Federal | Tomb. em conjunto,196 | 198 | 200 | 201,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36314,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-62/,,madeira | tinta,Doação,198,Minas Gerais,Igreja da Purificação | Serro (MG) [ confirmar informação],,Localizado,entalhe | policromia,Cardeal,,Estante 01,,2,2º,,Séc. XVIII/XIX,,Boa,76.20c/88 | 02.10.039,Federal | Tomb. em conjunto,196 | 199 | 200 | 201,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,[José Vieira Ottoni],02 Artes Visuais/Cinematográfica > 02.6 Pintura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Retrato (pintura),36312,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/retrato-pintura-24/,,madeira | moldura | papel | tinta,Doação,197,Rio de Janeiro,Rio de Janeiro,,Localizado,entalhe | pintura,[Teófilo Ottoni],,Estante 07,,1,2º,,Séc. XX,,Boa,06/88 | 039/017 | 83.011,Federal | Tomb. em conjunto,,Família Ottoni | Minas Gerais | Século XIX | Vila do Príncipe,"Pintura a óleo sobre papel, com moldura em madeira escura lisa. Policromia: marrom, preto, vermelho, bege e cinza.  Douramento (moldura).",,"Retrato em estilo acadêmico confeccionado por Jordão de Oliveira (1900-1980); pintor brasileiro, de origem sergipana, que estudou na Escola Nacional de Belas Artes, no Rio de Janeiro.",,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36310,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-61/,,madeira | tinta,Doação,196,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,Santo Papa,,Estante 01,,2,2º,,Séc. XVIII/XIX,,Boa,76/88.21 | 02.07.036 | 21,Federal | Tomb. em conjunto,198 | 199 | 200 | 201,Minas Gerais | Religião | Século XVIII/XIX,"Trono com repintura prateada e com ornatos na parte posterior do encosto em círculos amarelos (pintura original visível, em tons avermelhados)",,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36308,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-60/,,madeira | tinta,Doação,195,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,São Francisco recebendo a regra da Ordem Franciscana,,Estante 01,,1,2º,,Séc. XVIII/XIX,,Boa,76.17/88 | 02.15.044 | 07,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36306,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-59/,,madeira | tinta,Doação,194,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,São Francisco do Amor Divino,,Estante 01,,1,2º,,Séc. XVIII/XIX,,Boa,76/88.19 | 02.13.042 | 16,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36302,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-58/,,madeira | tinta,Doação,193,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,São Francisco do Convento,,Estante 01,,1,2º,,Séc. XVIII/XIX,,Boa,76/88.18 | 02.14.043,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36300,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-57/,Sala de Exposição 03/ lado direito,folha de ouro | madeira | tinta,Doação,192,Minas Gerais,[Família Ottoni] | Rio de Janeiro,,Localizado,douramento | entalhe | policromia,,,,,,1º,,Séc. XVIII/XIX,,Boa,76.25/94 | 02.43.073 | 02.43a.074,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36298,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-56/,,madeira | tinta,Doação,191,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,Santa Rosa de Viterbo,,Estante 03,,1,2º,,Séc. XVIII/XIX,,Boa,76/88.11 | 02.21.050 | 17,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36296,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-55/,,madeira | tinta,Doação,190,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,Rainha dos Anjos,,Estante 03,,2,2º,,Séc. XVIII/XIX,,Boa,76/88.15 | 02.17.046,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36294,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-54/,,madeira | tinta,Doação,189,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,"São Luis, Rei de França",,Estante 03,,2,2º,,Séc. XVIII/XIX,,Boa,76/88.10 | 02.23.052 | 05,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36292,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-53/,,madeira | tinta,Doação,188,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,Santa Maria Madalena,,Estante 01,,1,2º,,Séc. XVIII/XIX,,Boa,77/88.02 | 02.50.081 | 83.043.II | 12,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36290,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-52/,,madeira | papier machê | tinta,Doação,187,Minas Gerais,Serro (MG),,Localizado,entalhe | policromia,O pobre,,Estante 03,,1,2º,,Séc. XVIII/XIX,,Boa,76/88.13 | 02.18.048 | 15,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36288,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-51/,,madeira | tinta,Doação,186,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,Santa Isabel de Hungria,,Estante 03,,2,2º,,Séc. XVIII/XIX,,Boa,76.14/88 | 02.18.047 | 06,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36286,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-50/,,madeira | tinta,Doação,185,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,São José Cupertino,,Estante 03,,1,2º,,Séc. XVIII/XIX,,Boa,76/88.09 | 02.24.053 | 19,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36284,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-49/,,madeira | tinta,Doação,184,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,São Lúcio,,Estante 03,,1,2º,,Séc. XVIII/XIX,,Boa,76/88.05 | 02.28.057,Federal | Tomb. em conjunto,183,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36282,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-48/,,madeira | tinta,Doação,183,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,Santa Bona,,Estante 03,,2,2º,,Séc. XVIII/XIX,,Boa,76/88.04 | 02.29.058,Federal | Tomb. em conjunto,184,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cruz de banqueta,36280,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cruz-de-banqueta-6/,,,,182,,,,Localizado,,,,Estante 07,,2,2º,,,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36278,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-47/,,madeira | tinta,Doação,181,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,Santo Elias,,Estante 03,,2,2º,,Séc. XVIII/XIX,,Boa,76/88.07 | 02.26.055 | 23,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Mesa de encostar,36276,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/mesa-de-encostar-12/,"Sala ""Quarto de Viúva""/ Sob oratório",madeira,Doação,180,Minas Gerais,Minas Gerais,,Localizado,machetaria | marcenaria,,,,,,2º,,Séc. XIX,,Boa,231/94,Federal | Tomb. em conjunto,,Minas Gerais | Mobiliário | Século XVIII/XIX,"Mesa de madeira (jacarandá), em estilo D. Maria I, com marchetaria e filetados em madeira mais clara (pau-marfim).",,"A peça apresenta características do estilo D. Maria I, também conhecido como neoclássico, com filetados em madeira mais clara (pau-marfim) sobre fundo escuro, com pernas retas e corte quadrangular.",,
,,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Mesa,36274,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/mesa-6/,Sala de exposição 01 [entrada do Museu],madeira,,179,,Serro (MG),,Localizado,marcenaria,,,,,,1º,,,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,Não identificado,06 Trabalho > 06.6 Equipamento de Mineração,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Bateia,36272,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/bateia-9/,,madeira,Compra,178,Minas Gerais,Serro (MG),,Localizado,recorte,,1986,,,,1º,,Séc. XIX,,Boa,210/94,Federal | Tomb. em conjunto,,Minas Gerais | Mineração | Século XVIII/XIX,"Bateia em madeira (cedro) e fundo cônico, confeccionada em peça inteiriça.",,,,
,Não identificado,06 Trabalho > 06.6 Equipamento de Mineração,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Bateia,36270,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/bateia-8/,,madeira,Doação,177,Minas Gerais,Minas Gerais,,Localizado,recorte,,,,,,1º,,Séc. XIX,,Boa,211/94,Federal | Tomb. em conjunto,,Minas Gerais | Mineração | Século XVIII/XIX,"Bateia em madeira (jacarandá mineiro) e fundo cônico, confeccionada em peça inteiriça.",,,,
,Não identificado,06 Trabalho > 06.6 Equipamento de Mineração,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Bateia,36268,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/bateia-7/,Sala de exposição 02 [ sala dos painéis],madeira,Doação,176,Minas Gerais,Minas Gerais,,Localizado,recorte,,,,,,1º,,Séc. XIX,,Boa,120/94 | 85.27,Federal | Tomb. em conjunto,,Minas Gerais | Mineração | Século XVIII/XIX,"Bateia em madeira (jacarandá mineiro) e fundo cônico, confeccionada em peça inteiriça.",,,,
,Oficinas Christiano Ottoni,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Placa Comemorativa,36266,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/placa-comemorativa-6/,Escada que dá acesso ao 2º andar,metal,Doação,175,Minas Gerais,Minas Gerais,,Localizado,fundição,,,,,,1º/2º,,Séc. XX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,Família Ottoni | Minas Gerais | Século XX | Serro,"Placa fundida em metal (bronze), inscrições em baixo-relevo e quatro pinos de fixação da peça. Estrutura retangular com emolduramento nos 4 vértices (composto por friso).",,,,
,Oficinas Christiano Ottoni,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Placa Comemorativa,36264,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/placa-comemorativa-5/,,metal,Doação,174,Belo Horizonte (MG),Minas Gerais,,Localizado,fundição,,,,,,2º,,Séc. XX,1961,Boa,Não encontrado,Federal | Tomb. em conjunto,,Família Ottoni | Minas Gerais | Século XX | Serro,"Placa fundida em metal (bronze), inscrições em baixo-relevo. Estrutura retangular.",,,,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Banco,36262,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/banco-12/,,madeira,Doação,173,Minas Gerais,Igreja de Nossa Senhora do Carmo | Serro (MG),,Localizado,marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.017 | 039/028 | 240/94,Federal | Tomb. em conjunto,,Minas Gerais | Mobiliário | Século XIX,"Banco confeccionado em madeira clara, sem encosto, com pés recortados em contracurvas. Fixação através de encaixes e pregos.",,"O móvel tem as características do estilo mineiro, desenvolvido na região no século XIX. Manufatura rústica com ornatos recortados em curvas e contracurvas.",,
