Acervo,Altura,Autor,Categoria,Classificação,Coleção,Comprimento,Código Thesaurus,Data de aquisição,Data de produção,Denominação,Destaque no acervo,Document,Fonte de aquisição,Histórico/Observação,Largura,Link do Item,Local de produção,Marcas/Inscrições,Material,Modo de aquisição,Número de registro,Procedência,Resumo descritivo,Situação,Técnica,Título,Diâmetro,Tema,Outros números,Profundidade,Peso,Exposições
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,100,01.04.15,Déc. 1960,Não identificada,Flecha,,77245,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha-14/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.XIV/030.196,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,128,01.04.14,Déc. 1960,Não identificada,Flecha,,77243,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha-13/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.XIII/030.195,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,135,01.04.13,Déc. 1960,Não identificada,Flecha,,77241,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha-12/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.XII/030.194,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,179,01.04.12,Déc. 1960,Não identificada,Flecha,,77239,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha-11/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.XI/030.193,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,136,01.04.11,Déc. 1960,Não identificada,Flecha,,77237,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha-10/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.X/030.192,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,128,01.04.09,Déc. 1960,Não identificada,Flecha,,77235,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha-9/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.VIII/030.190,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,132,01.04.08,Déc. 1960,Não identificada,Flecha,,77233,Não identificada,"Histórico/Observação Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha-8/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.VII/030.189,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,156,01.04.07,Déc. 1960,Não identificada,Flecha,,77231,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha-7/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.VI/030.188,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,128,01.04.06,Déc. 1960,Não identificada,Flecha,,77229,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha-6/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.V/030.187,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,129,01.04.10,Déc. 1960,Não identificada,Flecha,,77227,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha-5/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.IX/030.191,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,136,01.04.05,Déc. 1960,Não identificada,Flecha,,77225,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha-4/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.IV/030.186,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,124,01.04.04,Déc. 1960,Não identificada,Flecha,,77223,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha-3/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.III/030.185,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,139,01.04.03,Déc. 1960,Não identificada,Flecha,,77221,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha-2/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.II/030.184,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,,Caça/Guerra > Munição e Acessório,01 Caça e Guerra > 01.4 Munição e Acessório,Acervo Museológico,131,01.04.02,Déc. 1960,Não identificada,Flecha,,77219,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flecha/,Brasil > Goiás,Ausência de inscrições,Madeira > Bambu | Pena,Doação,83.044.I/030.183,Não identificada,"Haste de bambu, com terminação da mesma fibra vegetal e pena na extremidade. Corte para o encaixe do arco.",Localizado,Não identificada,Flecha,,Etnográfico,,,,
Artes Visuais,,Não identificado,Trabalho > Equipamento de Artistas/Artesãos,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,Acervo Museológico,88,06.03.03,Déc. 1950 ou 1960,Século XVIII,Fôrma,,77217,Igreja de Nossa Senhora do Pilar de Ouro Fino,"Conhecido como ferro de moldar hóstia. Costa no Inventário de Lígia Martins Costa, 1963.",45,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/forma/,Não identificado,Desenho da hóstia,Metal > Ferro,Transferência,83.043/030.181,Arraial do Ouro Fino | Igreja de Nossa Senhora do Pilar de Ouro Fino,"Formato retangular, tendo no interior, ao centro inciso, o desenho da hóstia. Pegador longo terminando em argola.",Localizado,Técnica em Metal > Fundição,Fôrma de Hóstia,,Religioso,20,,,
Artes Visuais,57,Não identificado,Castigo/Penitência > Instrumento de Castigo,13 Castigo/Penitência > 13.2 Instrumento de Castigo,Acervo Museológico,,13.2.10,1983,Século XVIII,Carretilha,,77215,Manoel Pereira de Assis,"Carretilha da forca, usada nas execuções dos condenados a pena capital em Vila Boa a partir de 1760. Ficou em vigor até metade do séc. XIX. Situava-se na Rua da Manchorra, no Setor Carmo. Comprada por CR$ 5.000,00 do Sr. Manoel Pereira de Assis, antigo funcionário do Muban.",16,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/carretilha/,Não identificado,Ausência de inscrições,Metal > Ferro | Madeira,Compra,83.042/030.180,Sr. Manoel Pereira de Assis,"Carretilha de ferro com laterais em madeira, no centro círculo de madeira, na ponta gancho de ferro que se prolonga nas laterais em haste, de um lado parafuso, de outro dobradiças com fechadura em gancho.",Localizado,Técnica em Metal > Fundição | Técnica em Metal > Torneado,Carretilha da forca,,Justiça,,15,,
Artes Visuais,77,Não identificado,Interiores > Peça de Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.49,Déc. 1950/60,Século XIX,Banco,Sim,77213,Não identificada,,95,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/banco-2/,Não identificado,Ausência de inscrições,Madeira > Jacarandá,Não identificado,83.041/030.179,Não identificada,"Para duas pessoas. Espaldar com 02 traves verticais formando pés traseiros retos, 02 traves horizontais retas, no centro 06 colunas com a frente torneada em frisos, assento retangular reto com friso torneado na frente, duas partes de friso na lateral direita. Na caixa, na parte inferior, friso torneado, pés dianteiros torneados.",Localizado,Técnica em Papel > Recorte | Técnica em Metal > Torneado,Banco-Arca,,,,33,,
Artes Visuais,64,Não identificado,Interiores > Peça de Mobiliário (fragmento),05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.48,Não identificada,Século XVIII,Pé de banco,,77211,Antolinda Baía Borges,,45,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/pe-de-banco/,Não identificado,Ausência de inscrições,Metal > Ferro,Doação,83.040/030.178,Antolinda Baía Borges,"Em forma de corpo de cavalo, vazado no centro em forma de cruz, curva vazada na ponta cabeça do cavalo, pés em forma de pata de cavalo. Apoio para banco com 05 suportes ovais.",Localizado,Técnica em Metal > Fundição,Pé de banco,,,,,,
Artes Visuais,"8,5 (maior)",Antenor Silva,Artes Visuais > Escultura,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Acervo Museológico,,02.03.17,Déc. 1960 ou 1970,Século XX > 1959,Presépio,,77209,Heloísa Alberto Torres,"D. Heloísa, antropóloga do Museu Nacional, falecida no ano de 1979.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/presepio/,Brasil > Goiás > Anápolis,"Antenor Silva, R. Cel. Batista, 140, Anápolis-GO",Madeira > Casca de cajazeira,Doação,83.039/030.177,Doação de D. Heloísa Alberto Torres.,"23 figuras entalhadas, sendo: 03 reis magos, São José, Virgem Maria, pastor, 02 anjos, mulher amamentando, homem tocando flauta, boi, vaca, menino Jesus, 08 carneiros e 02 cachorros.",Localizado,Técnica em Madeira > Entalhe,Presépio,,Religioso,,,,
Artes Visuais,27,Não identificado,Artes Visuais > Escultura,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Acervo Museológico,,02.03.16,1952,Século XVIII,Cristo,,77207,Zoroastro Artiaga,"Consta no Inventário de Lígia Martins Costa, 1963. Segundo ela o cravo sobre os pés era móvel. Encontra-se ao lado da peça nº 52.013/030.024 (Virgem Maria). PS: ela registrou como um crucifixo.",11,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/cristo-2/,Brasil > Goiás,Ausência de inscrições,Madeira,Doação,83.038/030.176,Goiânia | Zoroastro Artiaga,"Corpo de pé, de frente, cabeça pendida a direita. Olhos fechados, nariz aquilino, fisionomia serena. Cabelos esculpidos longos em mechas, barba incisa em leque. Pescoço grosso. Pernas flexionadas a frente. Pé direito sobre o esquerdo com cravo piramidal. Perisônio com panejamento entrelaçado com grande movimentação.",Localizado,Técnica em Madeira > Entalhe | Técnica em Pintura > Pintura,Cristo crucificado,,Religioso,32,,,
Artes Visuais,20,Não identificado,Artes Visuais > Escultura,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Acervo Museológico,,02.03.15,15/04/1955,Não identificada,Escultura religiosa,,77205,Não identificada,"Consta do Inventário de Lígia Martins Costa, 1963 e do livro de doação de peças, 1954. Vide pct. Acervo Museológico.",7,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/santo-5/,Não identificado,Ausência de inscrições,Madeira,Não identificado,83.037/030.175,Não identificada,"Corpo de pé, posição frontal, cabeça voltada levemente à esquerda, olhos abertos, boca entreaberta, nariz aquilino, fisionomia serena, cabelos meio longos e ondulados. Barba incisa curta, pescoço curto, braço direito estendido na vertical e braço esquerdo flexionado na horizontal, mão direita estendida na posição de abençoar e mão esquerda apoiando o manto, joelho direito flexionado e pés apoiados em nuvens. Pés em afastamento grande, túnica longa, ocre, com decoração azul e vermelha. Manto sobre o ombro esquerdo transpassado a frente, cor vermelho com decoração azul e avesso azul mais claro.",Localizado,Técnica em Madeira > Entalhe | Técnica em Pintura > Pintura,São José,,Religioso,30,,,
Artes Visuais,18,Não identificado,Artes Visuais > Escultura,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Acervo Museológico,,02.03.14,Não identificada,Século XVIII,Escultura religiosa,,77203,Não identificada,Modo de aquisição sem registro.,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/cristo/,Não identificado,Ausência de inscrições,Madeira,Não identificado,83.036/030.174,Não identificada,"Corpo de pé, posição frontal. Cabeça levantada, levemente inclinada à direita. Cabelos incisos lisos. Olhos voltados para cima, pintados. Nariz achatado, boca entreaberta. Pernas flexionadas, pé direito sobre o esquerdo, com furo do cravo. Perisônio. Barba curta. Pintado de branco com cabelos e barba marrons e olhos azuis. Marcas de cor vermelha no corpo, representando manchas de sangue. Posição de crucificação.",Localizado,Técnica em Madeira > Entalhe | Técnica em Pintura > Pintura,Cristo crucificado,,Religioso,,,,
Artes Visuais,24,Não identificado,Construção > Fragmento de Construção,04 Construção > 04.4 Fragmento de Construção,Acervo Museológico,,04.04.26,Déc. 1950,Século XVIII,Espelho de fechadura,,77201,Não identificada,"Estilo D. José I. Segundo o Inventário de Lígia Martins Costa, 1963, não se sabe a proveniência. Modo de aquisição sem registro.",14,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/espelho-de-fechadura-3/,Não identificado,Ausência de inscrições,Metal > Ferro,Não identificado,83.035/030.173,Não identificada,"Fechadura ladeada com trabalhos vazados, representando 02 dragões estilizados postos frente a frente, na parte inferior motivos fitomorfos e na superior cruz tri lobulada.",Localizado,Técnica em Metal > Batido | Técnica em Metal > Martelado | Técnica em Papel > Recorte,Espelho de fechadura,,Ciência | Tecnologia,63,,,
Artes Visuais,25,Não identificado,Construção > Fragmento de Construção,04 Construção > 04.4 Fragmento de Construção,Acervo Museológico,,04.04.25,Déc. 1950,Século XVIII,Espelho de fechadura,,77199,Não identificada,"Segundo o Inventário de Lígia Martins Costa, 1963, não se sabe a proveniência. Modo de aquisição sem registro.",12,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/espelho-de-fechadura-2/,Não identificado,Ausência de inscrições,Metal > Ferro,Não identificado,83.034/030.172,Não identificada,"Fechadura recortada com dois “S” na lateral, corpo quadrangular na parte superior, volutas com 02 pináculos e cruz na parte inferior, volutas com lança.",Localizado,Técnica em Metal > Batido | Técnica em Metal > Martelado | Técnica em Papel > Recorte,Espelho de fechadura,,Ciência | Tecnologia,62,,,
Artes Visuais,24,Não identificado,Construção > Fragmento de Construção,04 Construção > 04.4 Fragmento de Construção,Acervo Museológico,,04.04.24,Déc. 1950,Século XVIII,Espelho de fechadura,,77197,Não identificada,,13,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/espelho-de-fechadura/,Não identificado,Ausência de inscrições,Metal > Ferro,Doação,83.033/030.171,Não identificada,"Espelho de fechadura antigo, em ferro batido, desenho em curvas e contracurvas vazadas, terminando na parte superior com cruz arrematada por ponteiros em botão.",Localizado,Técnica em Metal > Batido | Técnica em Metal > Martelado,Espelho de fechadura,,Ciência | Tecnologia,61,,,
Artes Visuais,,Não identificado,Objetos Pessoais > Peça de Indumentária,12 Objetos Pessoais > 12.8 Peça de Indumentária,Acervo Museológico,82,12.8.09,14/10/1960,Século XX,Túnica,,77195,Magnólia Castro Sócrates,"Fardamento pertencente ao Marechal Eduardo Arthur Sócrates. Vide of. expedido nº 41, 14/10/1960, onde D. Yeda Sócrates agradece pelo recebimento da peça.",45,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/tunica-2/,Não identificado,Ausência de inscrições,Tecido > Casimira | Tecido > Lã | Metal,Doação,83.032/030.169,Magnólia Castro Sócrates,"De casimira azul marinho. Punhos sobrepostos bordados com fio de ouro e prata em forma de ramos de café com 03 botões. Na manga 03 estrelas de prata. Frente com 21 botões dourados com o emblema da República. 07 alamares pretos com 05 alamares dourados sobrepostos. Com 05 botões embutidos cinza. Gola de galão com bordado em fio de ouro e prata representando ramos de café, com debruado de vermelho. Presilhas de prata, e um botão dourado com franjas metálicas (marca V. da Cunha Guimarães). Costas recortada e contornada por galões pretos. No corte 02 botões. Banda em malha verde com listas douradas de fio metálico, terminado por borlas. No pescoço fio metálico com borla. Vide 83.135/030.314.",Localizado,Técnica em Tecido > Confecção,Túnica Militar do Mal. Eduardo Arthur Sócrates,,História do Brasil | República,,,,
Artes Visuais,,Não identificado,Objetos Pessoais > Acessório de Indumentária,12 Objetos Pessoais > 12.1 Acessório de Indumentária,Acervo Museológico,150,12.1.01,1954,Não identificada,Faixa / Cinto,,77193,João Batista de Oliveira e Silva,Pertenceu a Basílio de Oliveira e Silva.,8,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/faixa-cinto/,Não identificado,Ausência de inscrições,Algodão,Doação,83.032.I/030.170,João Batista de Oliveira e Silva | Marabá | Pará,"Banda de cor vinho, de malha de seda. Bordas em cordões e fitas douradas e franjas tecidas de seda.",Localizado,Técnica em Fibra Vegetal > Trançado,Faixa / Cinto,,,,,,
Artes Visuais,,Não identificado,Objetos Pessoais > Peça de Indumentária,12 Objetos Pessoais > 12.8 Peça de Indumentária,Acervo Museológico,78,12.8.08,1954,Século XIX,Túnica,,77191,João Batista de Oliveira e Silva,"Major Higino da Costa Nunes foi um veterano da Guerra do Paraguai, nasceu em Sta. Maria do Taguatinga em 1830 e faleceu na Cidade de Goiás em 1909. Vide retrato nº de registro 83.119/030.298.",35,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/tunica/,Não identificado,Ausência de inscrições,Tecido > Feltro | Tecido > Lã | Tecido > Seda,Doação,83.031/030.168,João Batista de Oliveira e Silva | Marabá | Pará,"Feltro grafite, corte na cintura, gola militar com dois botões e na frente 07. Forrada de feltro. Presilhas para dragonas nos ombros. Galão dourado nos punhos com 03 botões. Abertura atrás, da cintura para baixo, com 06 botões lado a lado. Abertura na frente da cintura para baixo.",Localizado,Técnica em Tecido > Confecção,Túnica Militar do Major Higino da Costa Nunes,,,,,,
Artes Visuais,,Não identificado,Objetos Pessoais > Peça de Indumentária,12 Objetos Pessoais > 12.8 Peça de Indumentária,Acervo Museológico,38,12.8.07,Déc. 1950,Século XX,Blusa,,77189,Maria Carlota Guedes,,40,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/blusa/,Não identificado,Ausência de inscrições,Algodão | Tecido > Renda,Doação,83.030/030.167,Maria Carlota Guedes,"Blusa listrada de rosa e branco. Corpo na frente terminado em ponta, decote quadrado com renda em volta, na altura do busto renda sobre fundo rosa, entre franzidos. Mangas compridas com o mesmo trabalho, franzido entre renda, punhos rosa cobertos de renda. Abotoada atrás com colchetes. Forro de algodão branco com armações de barbatanas (8).",Localizado,Técnica em Tecido > Confecção,Blusa,,,,,,
Artes Visuais,15,Não identificado,Objetos Pessoais > Peça de Indumentária,12 Objetos Pessoais > 12.8 Peça de Indumentária,Acervo Museológico,,12.8.06,Déc. 1950,Século XIX,Claque,,77187,Maria Carlota Guedes,"Vide livro de doação de peças, 1954, em pct. Acervo Museológico.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/claque/,Não identificado,"Chapelaria Porto – R. Sto. Antonio, 215 / Probity is true honour",Algodão | Tecido > Cetim | Tecido > Feltro | Tecido > Lã | Tecido > Seda,Doação,83.029/030.166,Maria Carlota Guedes,"Aba ovalada coberta de feltro, com viras laterais coberta de gorgorão. Aba coberta com cetim de seda pura, circulada por fita de gorgorão arrematada com laço. Interior da capa forrada de veludo.",Localizado,Técnica em Tecido > Confecção,Chapéu alto (cartola),30,,,,,
Artes Visuais,,Não identificado,Objetos Cerimoniais > Objeto Funerário,09 Objetos Cerimoniais > 09.4 Objeto Funerário,Acervo Museológico,174,09.04.02,1952,Século XVIII,Lápide,Sim,77185,Igreja de São João Batista da Vila do Ferreiro,"Pertencia ao túmulo do Ten. José Gomes de Figueiredo e seus descendentes. Lavrada em piçarra dura. Ficava no cemitério ao lado da Igreja do Ferreiro. Consta no livro de inventário, nº 69.",67,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/lapide/,Não identificado,Inscrições múltiplas. Vide descrição.,Calcário > Calcáreo,Doação,83.028/030.165,Arraial do Ferreiro | Igreja de São João Batista do Ferreiro,"Forma retangular, com frisos em contorno. Inscrição: “Sepultura do Tenente Joze Gomes de Figueyredo e seus descendentes. Anno 1762”.",Localizado,Técnica em Papel > Recorte,Lápide sepulcral,,,,9,,
Artes Visuais,,Não identificado,Objetos Pessoais > Peça de Indumentária,12 Objetos Pessoais > 12.8 Peça de Indumentária,Acervo Museológico,107,12.8.03,Déc. 1950,Século XX,Calça,,77183,Luiz Astolpho Amorim,"Nº 676, de 22/02/1908. Consta no livro de inventário, nº 69. Vide livro de doação de peças, 1954, em pct. Acervo Museológico.",xxxx,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/calca/,Brasil > Rio de Janeiro,Ausência de inscrições,Algodão | Tecido > Casimira | Tecido > Lã,Doação,83.027/030.162,Luiz Astolpho Amorim,"Calça de casimira preta, com forro de cetim de algodão e seda pura no cós. Com lugar para os suspensórios, passada com fivela na parte de trás.",Localizado,Técnica em Tecido > Confecção,Calça,,,,,,
Artes Visuais,,Não identificado,Objetos Pessoais > Peça de Indumentária,12 Objetos Pessoais > 12.8 Peça de Indumentária,Acervo Museológico,58,12.8.05,Déc. 1950,Século XX,Colete,,77181,Luiz Astolpho Amorim,"Nº 676, de 22/02/1908. Consta no livro de inventário, nº 69. Vide livro de doação de peças, 1954, em pct. Acervo Museológico.",40,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/colete/,Brasil > Rio de Janeiro,"Casa Santos – Rua do Ouvidor, 110",Tecido > Casimira | Tecido > Cetim | Tecido > Lã | Tecido > Seda,Doação,83.027.II/030.164,Luiz Astolpho Amorim,"Frente de casimira preta, costas de cetim de seda preta e forro de cetim de algodão branco com listas pretas. Cinco botões de gorgorão.",Localizado,Técnica em Tecido > Confecção,Colete,,,,,,
Artes Visuais,,Não identificado,Objetos Pessoais > Peça de Indumentária,12 Objetos Pessoais > 12.8 Peça de Indumentária,Acervo Museológico,140,12.8.04,Déc. 1950,Século XX,Casaca,,77179,Luiz Astolpho Amorim,"Nº 676, de 22/02/1908. Consta no livro de inventário, nº 69. Vide livro de doação de peças, 1954, em pct. Acervo Museológico.",40,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/casaca/,Brasil > Rio de Janeiro,"Casa Santos – Rua do Ouvidor, 110",Tecido > Casimira | Tecido > Cetim | Tecido > Lã | Tecido > Seda,Doação,83.027.I/030.163,Luiz Astolpho Amorim,"Jaqueta de casimira preta, com forro em cetim preto. Duas fileiras de botões na frente. Abertura atrás com dois botões. Botões de gorgorão. Lapela larga com vira de cetim preto.",Localizado,Técnica em Tecido > Confecção,Casaca,,,,,,
Artes Visuais,,Não identificado,Objetos Pessoais > Peça de Indumentária,12 Objetos Pessoais > 12.8 Peça de Indumentária,Acervo Museológico,140,12.8.02,1983,Não identificada,Sobre casaca,,77177,Família do Sr. Raul Coutinho,Pertenceu ao Sr. Raul Coutinho em 02/10/1909. Peça doada pela família do mesmo. Por falta de documentação foi registrado no ano de 1983.,40,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/sobre-casaca/,Não identificado,Ausência de inscrições,Algodão | Tecido > Cetim | Tecido > Lã | Tecido > Seda,Doação,83.026/030.161,Família do Sr. Raul Coutinho,"De casimira preta, abotoado na frente com 03 botões. Manga forrada de cetim de algodão branco e o corpo de alpaca verde. Corte na cintura. Abertura atrás com dois botões. Punho de 03 botões. Frente arredondada. Parte de trás mais longa.",Localizado,Técnica em Tecido > Confecção,Sobre casaca,,,,,,
Artes Visuais,10,"Nincet, Labor Omnia",Objetos Pessoais > Peça de Indumentária,12 Objetos Pessoais > 12.8 Peça de Indumentária,Acervo Museológico,,12.8.01,1983,Não identificada,Chapéu,,77175,Família do Sr. Raul Coutinho,Pertenceu ao Sr. Raul Coutinho em 02/10/1909. Peça doada pela família do mesmo. Por falta de documentação foi registrado no ano de 1983.,30,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/chapeu/,Não identificado,Extra qualidade – Labor Omnia Nincet. Interior da aba: 3 ½ - 54,Algodão | Tecido > Feltro | Tecido > Gorgurão | Tecido > Seda,Doação,83.025/030.160,Família do Sr. Raul Coutinho,"Aba ovalada com viras laterais cobertas com gorgorão de seda. Copa com parte externa circulada com fibra de gorgorão arrematada com laço. Parte interna, copa forrada com seda. Cor preta.",Localizado,Técnica em Tecido > Confecção,Chapéu,,,,25,,
