Data de abertura,Data de fechamento,Descrição,Document,Link do Item,Local,Local no prédio,Nome da exposição
19 de setembro de 2007,19 de outubro de 2007,"Na próxima quarta-feira, dia 19 de setembro, às 19h, o Museu Victor Meirelles promove a abertura da exposição O mestre e seu discípulo: Tommaso Minardi e Victor Meirelles, que reúne desenhos de Victor Meirelles e de seu mestre italiano. É a primeira vez que obras de Tommaso Minardi serão expostas em Santa Catarina, serão três de Victor Meirelles pertencentes ao Museu Victor Meirelles e quinze de Minardi pertencentes a um colecionador particular.
Tal mostra irá permitir que se perceba as influências e afinidades herdadas por Victor Meirelles de seu mestre italiano em sua fase de aprendizado em pensionato da Itália, de 1852-56. Tommaso Minardi nasceu em Faenza, em 1787, e morreu em Roma, em 1871. Como figura importante do Purismo italiano, Minardi prezava pela recuperação da simplicidade estilística e pelo puro sentimento da natureza. A técnica evidencia-se como ponto essencial da sua obra. Foi professor de desenho de 1821 a 1858, na Academia de São Lucas, em Roma, onde Victor Meirelles foi seu aluno.
Tommaso Minardi (Faenza, 1787 – Roma, 1871) estudou arte, especialmente desenho em Faenza. Mudou-se em 1803 para prosseguir seus estudos artísticos em Roma graças a uma bolsa de 5 anos recebida pela Companhia de São Gregório. Em 1810 venceu um concurso instituído pela Academia de Belas Artes de Bologna garantindo assim uma pensão por três anos em Roma, onde trabalhará até o fim de sua vida relacionando-se com a vida artística e política da cidade. De 1819 a 1822 foi diretor da Academia de Belas Artes da Perugia e de 1821 a 1958 foi professor de desenho da Academia de São Lucas em Roma. Com o tempo Minardi vai fortalecendo sua imagem até tornar-se artista oficial do governo papal.
",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/o-mestre-e-seu-discipulo/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,O mestre e seu discípulo: Tommaso Minardi e Victor Meirelles
22 de fevereiro de 2017,15 de abril de 2017,"A mostra é um diminuto inventário da flora catarinense do século XIX, formado através do corpo de três instalações e cinco fotografias, permitindo ao visitante reconhecer espécimes que ainda hoje podem ser encontrados na mata. 
Das instalações, duas utilizam vídeo. A vídeo instalação interativa O Jardim Colaborativo de Fritz Müller em OpenFrameworks, que projeta a sombra dos visitantes como recortes do original em cores sobre a versão do vídeo em branco e preto, tem a coautoria do artista e desenvolvedor de software Kaue Costa (que também participa da conversa com o público).
As imagens são sobre os espécimes da flora catarinense enviados ao exterior e testemunham a interlocução entre dois naturalistas da época, Fritz Müller (Santa Catarina) e Charles Darwin (Inglaterra), evidenciando as redes de colaboração do passado e do presente.
Na exposição, a artista mostra o processo de transplantação do espécime vivo em uma inscrição abstrata – e vice-versa – e chama a atenção para a disputa dos direitos autorais travada pelos institutos de pesquisa. 
A mostra faz parte do projeto Memória em Trânsito do Museu Victor Meirelles, que propõe estudar e divulgar as obras dos artistas catarinenses pertencentes ao acervo do museu. O objetivo é ampliar o entendimento sobre a obra desses artistas e atualizar a documentação museológica, entre outros.",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/o-jardim-colaborativo-de-fritz-muller/,Museu Victor Meirelles,,"O Jardim Colaborativo de Fritz Müller, de Yara Guasque"
17 de julho de 2014,14 de agosto de 2014,"Exposição de duas mais novas aquisições do Acervo do Museu Victor Meirelles. São elas: ""A taça de vinho"", de J. Vermeer (Série de I a VIII) de Amador Perez e ""Telhados de Ouro Preto"" (Exemplar 101/200-9) de Carlos Scliar. Carlos Scliar em seus desenhos, gravuras e pinturas de início de carreira, o artista demonstra afinidades com as vertentes , além de proximidades com as obras de Candido Portinari (1903 - 1962) e Lasar Segall (1891 - 1957). sua pesquisa, durante a década de 1940, centra-se na gravura, trabalhando principalmente com a litografia e o linóleo. em 1944, o artista combate na 2ª Guerra Mundial (1939-1944), permanecendo na Itália por quase um ano. Nesse período, realiza mais de uma centena de desenhos a nanquim, nos quais não apresenta registros de guerra ou de heroísmo, mais paisagens desoladas ou anônimos soldados em descanso. Em 1949, publica um álbum com as ilustrações que realiza para a edição francesa do livro Seara vermelha, de Jorge Amado. Bessas gravuras, apresenta aproximações com a xilogravura popular e procura corresponder ao clima árido e violento existente no romance. Com a fundação do Clube de Gravura de Porto Alegre, faz, como outros integrante do grupo, viagens pela terra gaúcha a fim de registras costumes regionais. Posteriormente, além de trabalhos gráficos para jornais, dedica-se de novo à pintura e à colagem. Seus temas mais constantes são as naturezas-mortas, nas quais dialoga com a obra de Giorgio Morandi (1890-1964) e também com a de Picasso (1881 - 1973) e Braque (1882 - 1963). Amador Perez mora e trabalha no Rio de Janeiro, onde nasceu em 1952. Depois de estudar com Aloísio Carvão e outros professores no MAM (Museu de Arte Moderna do rio de Janeiro), participou de várias exposições coletivas e obteve prêmios em salões de arte diversos. Sua primeira exposição individual foi no MAM, em 1977, mas marcou entrada no mercado de arte expondo na Galeria Cesar Achê em 1981, também no Rio de Janeiro. formado em projeto gráfico pela Escola de Belas Artes da UFRJ (1976), trabalhou como professor em diversas instituições culturais e universidades. Atualmente leciona na ESDI (Escola Superior de Desenho Industrial da UERJ) e no Departamento de Artes e Design da PUC. ",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/novas-aquisicoes/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,Novas aquisições - Moacir Scliar e Amador Perez
3 de março de 2004,18 de abril de 2004,"Em tempos de “fotografia expandida” (expressão usada pelo fotógrafo Andreas Muller-Pohle e divulgada no Brasil por Arlindo Machado), quando as possibilidades de experimentação são praticamente ilimitadas devido aos atuais equipamentos e softwares de manipulação de imagens, as paisagens noturnas de Álvaro Diaz surpreendem pela aparente economia de recursos usados. Digo aparente, pois Álvaro conhece como poucos os limites de seu equipamento fotográfico e é ciente de que em toda foto estão impressos não apenas um olhar individual, mas também, pelo menos, quinhentos anos de conquistas científicas no campo da física e da química. Ainda assim, em Noturnas, o fotógrafo consegue ser sucinto tanto nas composições quanto na escolha dos materiais e equipamentos utilizados. Ele opta por câmeras de regulagem manual e pelo tradicional filme preto e branco revelado normalmente, conforme (ou quase) a tabela do fabricante. Suas escolhas não são guiadas por nenhuma questão de ortodoxia ou aversão a experimentações, é que para construir sua poética (ou sua versão do mundo), Álvaro simplesmente não precisa mais do que isso.
Lembro-me da obra de Mondrian que, nas palavras de Carlos Zílio, era um “atormentado do infinito” . O pintor, segundo Zílio, a partir de um conjunto finito de regras e elementos (linhas pretas horizontais e verticais formando quadrados e retângulos preenchidos por um determinado conjunto de cores) pôde, até sua morte, em 1943, criar uma obra que aponta, entre outras questões, para a infinitude virtual de combinações destes elementos. 
As fotos da exposição Noturnas são o resultado dos movimentos de um homem circulando à noite pelas ruas das duas cidades aonde vive e trabalha (Florianópolis e Lages). Este homem sai armado de uma única câmera (a que estiver disponível), um tipo de lente, um tripé e uma película que reduz as cores aparentes a tons de cinza. Somado a esses elementos, há o acaso. Seria possível prever as consequências da combinação desses ingredientes? Álvaro possui o conhecimento e a liberdade necessários para que o resultado seja inesperado.
Mesmo registrando a luz refletida por objetos urbanos (poste, esquina, portão, placa, porta, barco, prancha, túnel, prédios, etc.), coisas passíveis de serem documentadas, este conjunto de fotos não se caracteriza como um trabalho documental. Ao contrário, surpreende o vazio destas paisagens urbanas que cidade alguma identificam. A porção do real que se destaca em Noturnos é justamente o imaginário do fotógrafo em trânsito pela noite. 
Quem o conhece sabe que ele costuma retratar o tempo todo, como se fosse a própria necessidade de respirar, as pessoas com que cruza, principalmente os amigos e a família. O que (ou quem) ele fotografa, então, quando não aponta sua objetiva, aparentemente, para ninguém?
Heloisa Espada é fotógrafa
e mestranda em História da Arte na ECA-USP",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/noturnas-fotografia/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,Noturnas - Alváro Diaz
21 de agosto de 2003,19 de outubro de 2003,"O trabalho é resultado de investigações a respeito do olhar contemporâneo e suas incapacidades. Trata-se de uma sequencia de obras em nanquim, aplicados sobre papel vegetal, e que resultou numa pesquisa sobre transparência e suas nuances. A produção virou um livro, ainda em fase de impressão, composto por sete poemas visuais. Freitas é graduado em artes plásticas pela Universidade do Estado de Santa Catarina (UDESC). Professor de pintura do Centro Cultural Beira-mar já fez exposições as exposições estão Rumores e burburinhos, individual no Museu da Imagem e do Sol (MIS), em Florianópolis, em 2002, e a Poética da Morte na Cultura Brasileira, mostra coletiva temática realizada pelo Museu de Arte de Santa Catarina (MASC), em 2001. O artista diz que, ao começar o livro, só tinha em mente a vontade de trabalhar com desenho nanquim sobre papel vegetal, técnica usada para desenho de engenharia ou de arquitetura. Afirma que algumas coincidências foram definitivas para a produção da obra. ""Devo realçar que me surpreendeu o fato de que sete folhas de papel vegetal são capazes de atingir a opacidade plena, assim como sete letras formam a palavra neblina"", explica. Freitas acrescente: ""Sete letras, sete folhas de papel, que vão velando o que tem adiante, como camadas de neblina que cobrem a cidade, impedindo o olha de seguir o seu destino, de chegar ao horizonte."" em princípio, segundo ele, interessava a transparência do papel, mas logo se interessou por sua capacidade de velar. ""Estava decidido que esse seria, então o foco desta minha pesquisa"", conta. ",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/neblina-livro-de-artista/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,"Neblina - livro de artista, de Roberto Freitas"
,,,,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/museu-victor-meirelles-entrelacos/,,,Museu Victor Meirelles: Entrelaços
22 de junho de 2005,14 de agosto de 2005,"O Museu das Vistas, idealizado em 2002, foi pensado como um projeto eternamente em progresso, de maneira a constituir, gradualmente e a longo prazo, uma coleção que registre as mudanças que a passagem do tempo e a localização geográfica imprimem no olhar e na representação. 
O MdV não é uma coleção de desenhos de paisagem, é uma coleção de maneiras de olhar, de lembrar, de descrever e de desenhar. Pensou-se na paisagem por ser um gênero tradicional da arte, símbolo do empenho no conhecimento (e da crença no domínio) da natureza por meio de sua representação. É necessário, entretanto, ressaltar a diferença que penso existir entre paisagens e vistas. Falar em vistas não somente traz à cena uma palavra importante (e, em parte, é de palavras que se trata aqui), mas também carrega um dado da experiência, uma carga de vivência e um importante enfoque da percepção.
Lembrar de uma vista, resgatar os detalhes da memória, construir mentalmente a imagem dessa paisagem e transformar essa imagem mental em discurso capaz de guiar a mão do outro de forma a reproduzi-la em desenho. Esses passos, por si só, já colocam em discussão questões relativas ao olhar e à representação, como ponto de vista, recorte, enquadramento, planos, foco, perspectiva, etc. O projeto investiga, assim, os processos e procedimentos de construção da imagem.
Trata-se, portanto, de uma dissecção do desenho. O desenho, claro está, como metonímia do fazer artístico, como forma primordial de registro do mundo. É difícil precisar em que ponto do processo se constrói o desenho: na composição da imagem mental feita pelo descritor; no traço do retratista que anota as palavras e atende instruções; na fala e na escuta; ou no planejamento e na proposição desse jogo. 
O MdV é também um trabalho sobre a comunicação e seus lapsos, sobre o valor do discurso e sobre a tradução. Sobre possíveis equivalências e distâncias intransponíveis entre experiência e memória, entre texto e imagem, entre fala e traço, entre linguagens. Parte do trabalho está no embate da imagem mental com a imagem construída em grafite e nos recursos verbais de que se pode lançar mão para transmitir ao outro uma imagem de pensamento. 
A autoria, o papel do artista e da arte e a função da exposição são repensados. A exposição, por exemplo, deixa de ser o lugar onde se mostra ou se vê o trabalho e passa a ser um campo de coleta de material. Ou o trabalho não é somente a coleção de desenhos mas também o processo de descrição das vistas e de registro dessas descrições. O MdV se refere, ainda, à relação entre original e cópia, já que o museu coleciona as segundas vias dos registros e entrega as primeiras aos descritores que, assim, guardam para si o retrato da vista que escolhem, filtrada por sua memória e suas palavras. 
Penso no Museu das Vistas como um projeto de longa duração a ser desenvolvido em muitos lugares e momentos, construindo gradativamente uma coleção, como todo museu faz. Os colaboradores em cada um desses lugares terão permissão para continuar registrando vistas e para escolher um substituto quando decidam se aposentar. Isso criará um sistema autossustentável que, uma vez iniciado, pode funcionar em cada local sem a presença ou a participação da artista, criando raízes em cada um dos lugares onde se estabelece.
Carla Zaccagnini, setembro de 2003",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/museu-das-vistas/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,"Museu das Vistas, de Carla Zaccagnini"
,,,,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/multiplos/,,,Múltiplos
18 de outubro de 2002,7 de novembro de 2002,"A mostra MUITO PERTO reúne alguns trabalhos meus realizados sobre papel. Desenhos e gravuras. Os desenhos são realizados em nanquim aplicado com a língua. As gravuras são a partir de matrizes de borracha mordida. 
Compõe ainda a exposição uma série de desenhos com aquarela e nanquim aplicados com a língua, cuspidos e aplicado com o dedo (palavras em nanquim). 
Por último, mostro uma escultura em borracha mordida, de uma série em andamento. Comparece por tratar-se de um volume construído através de planos sobrepostos. Essa relação com o plano do papel, penso que me autoriza sua inclusão. 
Não exponho em Florianópolis desde 99, então é um prazer realizá-la. 
E também, muito raramente tenho a oportunidade de mostrar meus trabalhos mais íntimos, em papel.
",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/muito-perto/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,"Muito Perto, de Fernando Lindote"
,,,,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/memoria-insular/,,,Memória insular
13 de dezembro de 2006,22 de fevereiro de 2007,"A mostra reúne aquarelas, realizadas pela artista em 2005, paralelamente a sua produção de pinturas em óleo, que vem conquistando visibilidade nos últimos anos, como atesta a realização de mostra individual na Galeria Casa Triangulo, em 2005 e a participação em importantes mostras coletivas, como “Paralela” e “Rumos Artes Visuais”, durante este ano.
Mariana desenvolve a sua pesquisa através da pintura e do desenho, articulando formas híbridas, ricas em texturas: tecidos, pelos, peles, ornamentos, que provocam a ilusão de sensações táteis. 
A artista afirma que evita intitular as obras porque não pretende tornar as formas reconhecíveis: “me interessa a capacidade de o espectador significá-las de maneiras diferentes, e sem nunca conter o trabalho, porque ele sempre vai preservar a dúvida.”",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/mariana-palma/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,Mariana Palma
23 de junho de 2004,15 de agosto de 2004,"A artista Mariana Silva da Silva (Porto Alegre, 1978) apresenta seus trabalhos no Museu Victor Meirelles entre 23 de junho e 15 de agosto de 2004. 
O projeto de exposição Litoral reúne trabalhos realizados em fotografias de diversos formatos, que investigam o conceito de litoral como zona fronteiriça que pode ser, brevemente, atravessada, ou ao menos ter seus limites expandidos, através de contatos da pele. O que atravessa, o que passa, o que acontece quando dois elementos (ou mais) entram em contato? 
A artista fotografa diversas partes do corpo, em especial as mãos, pesquisando relações entre os sentidos do tocar e do olhar.
Litoral inicia-se como projeto para o Museu Victor Meirelles, situado em Florianópolis, em março de 2003, com o trabalho marca d’água, produzido nesta mesma cidade. Quatro fotografias que evidenciam o contato do corpo com a cidade de Florianópolis, cidade tangenciada pelo mar. Tendo como meio uma sequência fotográfica, marca d’água apresenta o desenrolar desta ação, expondo o procedimento de captura de um gesto mínimo e passageiro evidenciado em outros trabalhos da exposição. 
Mariana Silva da Silva é artista plástica graduada na Universidade Federal do Rio Grande do Sul, em que atualmente cursa o Mestrado em Poéticas Visuais. 
Participou de diversas exposições, entre elas a individual Pontos de Contato, no Instituto Goethe de Porto Alegre (RS), as coletivas Territórios da fotografia, na Usina do Gasômetro em Porto Alegre (RS) e Entre dois pontos na Pinacoteca da FEEVALE em Novo Hamburgo (RS).",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/litoral-fotografia/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,"Litoral, de Mariana Silva da Silva"
27 de junho de 2004,17 de agosto de 2004,"O trabalho impresso, composto por linhas que viajam em várias direções, é resultado ou marca do gesto feito na pedra e evidenciado, às vezes,  pelas mãos em contato direto com a matéria tinta e o espaço da pedra.
O gesto, por vezes, é apenas sugerido por aéreas e delicadas linhas.
A litografia, neste caso, é a imagem construída pelas linhas escritas na  pedra, que são a evidência da liberdade prazerosa de realizar o gesto.
Estas linhas no papel sangrado, podem insinuar que o desenho é também virtual, e que o gesto pode ter uma continuidade para além do espaço delimitado pelo papel.",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/litografias/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,"Litografias, de Paulo Carapunarlo"
14 de dezembro de 2005,19 de fevereiro de 2006,"Utilizando os tradicionais caneta e papel, o desenho de traço fino e 
delicado tece estruturas minuciosas, que avançam lentas sobre o espaço do papel. A linha do desenho se constrói por voltas, demarcando o seu generoso tempo de fatura. O trabalho de Malu Saddi toma como desafio perder-se no emaranhado de linhas, a ponto de o desenho indicar uma auto-organização a ser seguida; desenha o desenho.
Visto por fragmentos, o desenho parece derivar dos cantos e sobras de folha, aqueles sem importância que fazemos para “viajar”, enquanto pensamos ou fazemos outras coisas. Ampliados no papel em grande escala (além do corpo da artista), as junções desses fragmentos assumem a aparência de recortes de um universo fantástico e onírico.
O trabalho tem um sentido de coisa que está em dimensão distante ao alcance do olhar, e das coisas que se tornam invisíveis no deslocamento cotidiano. Estruturas que não são suportes para coisa alguma, são desprovidas de qualquer sustentação. A ampliação desses micro-organismos inventados - asas, teias, vegetações etc. - coloca a fragilidade como condição para o movimento da vida e da natureza.
A artista é consciente de que o tempo lento de fatura do trabalho é totalmente contrário à velocidade de produção e consumo de  margem na vida  cotidiana (pelo acúmulo, desgaste, repetição, duplicação), e aqui deve haver uma imersão no interior da ação da construção do desenho. Os rastros e marcas estão todos lá. Existe uma vontade quase ritualística de desvendar cada um desses fragmentos de mundo que processa no papel. Torna-os preciosos. 
O título de um dos trabalhos indica: “preciosos vasos condutores extraídores  de vida de uma plumagem já falecida.”
Reginaldo Pereira",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/linhas-do-sistema-criado/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,"Linhas do Sistema Criado, de Malu Saddi"
18 de fevereiro de 1998,25 de abril de 1998,"Dona de excepcional técnica, Jandira Lorenz, uma das raras culturas do desenho entre nós, tem como característica de seu trabalho as intricadas tramas de claro-escuro, pacienciosamente obtidas pelo entrecruzar interminável dos traços sutis do bico de pena.
Um arcabouço geometrizante norteia suas composições, conferindo-lhes uma solidez estrutural algo arquitetônica.
Suas cenas múltiplas fundem tempo e espaço, fazendo o espectador perder as noções de começo, meio e fim. Num moto-contínuo, seu teatro de imagens à maneira de Bob Wilson, revela e dilui formas e figuras através das passagens sabiamente orquestradas.
O resultado é arrebatador e imponente. Em sua atual fase é perceptível a influência da gravura em metal e das monitorias às quais a artista dedicou-se no ano anterior. Essas gravuras de grande formato, que compõem parte do expressivo painel exposto permanentemente no Centro de Convivência da UFSC, fizeram a artista introduzir a cor em alguns trabalhos e explorar mais o caráter  processual e os efeitos peculiares à técnica da gravura.
Nas texturas raspadas das superfícies dessa série de desenhos, percebe-se a explosão, achegada à superfície de elementos que já vinham insinuando-se há algum tempo em sua obra.
Trabalhando com imagens míticas, arquétipos, animais fantásticos e símbolos de remotas civilizações, arma jogos formais dinâmicos, criando variações que quebram a linearidade do tempo-espaço e evitam os riscos de uma condução narrativa.
Na fluidez luminosa e solta destas obras que remetem à história da arte, à literatura e à riqueza emblemática da heráldica, Jandira conquista um novo patamar em sua brilhante trajetória artística, brindando-nos com uma   surpreendente visão plástica de sua busca do tempo eterno.
João Otávio Neves Filho  - Membro da ABCA e AICA",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/jandira-lorenz/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,Jandira Lorenz
19 de abril de 2017,24 de junho de 2017,"O ponto de partida – também dá nome à exposição – é a música, ou melhor, a “intervenção” na música Inútil Paisagem, de Tom Jobim, e remete ao período pós-AVE (acidente vascular no encéfalo), sofrido pelo artista em 2001, fazendo com que a música e os sons sobressaíssem em sua mente e fossem pensados como “paisagens emocionais”. 
Outro tema recorrente é o conceito dos Campos Relacionais, que Asc toma emprestado da Física Quântica e diz respeito à troca ou migração de informações entre duas forças, duas energias ou dois corpos que se aproximam. 
Os painéis revelam três séries distintas, com informações múltiplas, e são compostos por desenhos, fragmentos de canções, poemas e palavras que surgem durante as viagens do artista pelo mundo, que ele chama “meu ateliê on the road”.
Entre um e outro desenho, Asc segue sua “resistência cultural”, andando, tomando nota, munido de seu olhar, suas impressões e sensações, suas mãos, lápis e papel, apropriando-se de suportes alternativos diversos, embalagens, bulas de remédios, filipetas, cartazes, folders e o que mais aparecer pela frente. 
A exposição faz parte do projeto Memória em Trânsito do Museu Victor Meirelles, que propõe estudar e divulgar as obras dos artistas catarinenses pertencentes ao acervo do museu.",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/in-util-paisagem/,Museu Victor Meirelles,,"in ÚTIL PAISAGEM, de Carlos Asp"
23 de abril de 2003,22 de junho de 2003,"Na contramão do que é transitório, virtual, ‘plugado’, no nosso mundo globalizado, em que a arte muitas vezes é levada pelo entretenimento ou pelo apelo ao espetáculo, os desenhos de Herbert Rolim, em exposição no Museu Victor Meirelles, de 23 de abril a 22 de junho, exigem do visitante um olhar mais atento, incitando-o a uma aproximação da obra e a um ritmo de fruição menos acelerado do que aquele pelo qual somos tomados no dia a dia.
A exposição traz uma série de pequenos textos/desenhos, entre o visual e o literário, delineados a nanquim e com fios de cabelos, que se sobressaem, como se estivessem suspensos, no espaço vazio do frágil suporte de papel arroz, nas dimensões de 94x64cm, expostos sem molduras, propositalmente, abrindo, assim, o campo para as possíveis leituras além do enquadramento da obra.
O grafismo dos desenhos/poemas de Herbert Rolim aborda de forma lírica e, ao mesmo tempo, visceral o tema do corpo humano. O artista não está interessado em tratar a representação do corpo com o glamour ou a sedução apelativa destes tempos de reality show em que vivemos, mas de pensa-lo como matéria de arte e memória, a partir de suas mitologias individuais, propondo ao observador/leitor um jogo iniciatório, em que este possa se ver revelado nas inflexões do artista, nos fragmentos e resíduos do seu “eu”: a infância, as perdas, as lembranças, os gestos, as dores, os amores, os vícios, as banalidades, os medos... – estados que desafia a fragilidade e a obstinação de viver do homem.
Natural de Parnaíba, cidade litorânea do Piauí, Rolim logo cedo mudou-se com a família para o Ceará, onde graduou-se em Letras efetivou-se como professor de História da arte do Centro Federal de Educação Tecnológica do Ceará; atualmente é mestrando em Literatura pela Universidade Federal do Ceará. Participou de várias exposições individuais e coletivas, destacando-se, entre elas, o Panorama da Arte Brasileira – São Paulo-SP (1997), Salão Nacional MAM Bahia – Salvador-BA, Rumos Visuais – mapeamento nacional – São Paulo-SP (1999), Projeto Faxinal das Artes – Faxinal do Céu – PR (2002).
",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/herbert-rolin/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,Herbert Rolim
18 de agosto de 2018,20 de abril de 2019,"O Museu Victor Meirelles apresenta nesta exposição 25 obras doadas pela viúva de Glauco Rodrigues, Norma de Estellita Pessôa. São serigrafias, litografias e uma linóleogravura produzidas entre 1970 e 1993 que representam um breve recorte da obra do artista e revelam o tom da sua iconografia num mix de narrativas possíveis.
Glauco Rodrigues (Bagé, RS, 1929 - Rio de Janeiro, RJ, 2004) foi pintor, desenhista, gravador, ilustrador e cenógrafo. Participou do Grupo de Gravura de Bagé inicialmente composto por Glênio Bianchetti, Carlos Scliar e Danúbio Gonçalves. Para além do sentido político e simbólico do trabalho em gravura, dado seu caráter de multiplicidade ou multiplicação da imagem, o Grupo de Bagé buscou redescobrir um pouco do que seria a realidade brasileira, sobretudo no interior do sul do país.
A partir da década de 60, já residindo no Rio de Janeiro, o artista mergulha na Pop Art e produz um vasto acervo de gravuras cuja temática versa sobre a identidade nacional, o brasilianismo, o tropicalismo, e a antropofagia, trazendo à tona aspectos da cultura nacional permeados pela ironia e crítica social somada às cores do “país do carnaval”.",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/gravuras/,Museu Victor Meirelles,,Glauco Rodrigues - Gravuras
24 de abril de 2002,23 de junho de 2002,"Aquarelas - Aquarelar seria como se eu estivesse inventando uma linguagem com o ambiente, vivenciando essencialmente o que acontece no lugar. Como se meu olhar afundasse na paisagem e eu me marcasse com o que eu vendo. A aquarela se torna, assim, uma ""vivência da intuição uma realização dos sentidos"". Mas isso só me interessa pela presença do ser humano e sua relação com o ambiente. Pois, um homem na paisagem cria o envolvimento. Cada trabalho é uma vontade de fazer a questão de novo, como se eu participasse da função e intimidade dessas pessoas. tenho necessidade e prazer em me conscientizar disso tudo, da maneira mais direta e verdadeira que consigo. A sensação é a de que eu faço para não deixar acabar, apara retomar o essencial dessa existência. Gilda Vogt Maia Rosa, 2002. - Gilda Vogt Maia Rosa nasceu na cidade do Rio de Janeiro, RJ, em 1953. foi integrante da Escola Brasil, de 1970 a 73, e participou de importantes mostras coletivas como ""Obra Nova"", no MAC-USP (2000), ""United Artist V"", na Casa das Rosas, em São Paulo (1999), ""Trama do Gosto"", na Fundação bienal (1986), ""Jovem Arte Contemporânea"", no MAC de São Paulo (1971) e do ""Salão Nacional de Belas Artes"", no Museu Nacional de Belas Artes do Rio de Janeiro (1965). Em 2000, realizou exposição individual de pinturas na Adriana Penteado Arte Contemporânea, em São Paulo, e, em 2002, é artista convidada para o programa de exposições do Centro Cultural São Paulo. ",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/gilda-maia-rosa/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,Gilda Maia Rosa
,,,,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/fotografias/,,,Fotografias
28 de junho de 2017,12 de agosto de 2017,"Floresta.
Ao entrar na floresta queimada a primeira pergunta que me veio foi:
Onde foi parar a seiva das árvores, a resina?
Era muito impressionante o silêncio. Não se ouvia um pio de pássaro, som de sapo, grilo ou qualquer outro animal.
Nenhum som.
Resolvi fazer algumas interferências nessa floresta.
A primeira ação foi pintar alguns troncos com cor e fotografar, para ter uma primeira aproximação. Fiz algumas impressões diretas de troncos cortados de vários lugares fora da floresta e xilogravuras criando grafismos que me remetiam ao veio ou seiva das arvores; às vezes misturando xilogravura com impressão direta.
Uma memória.
Um trabalho em processo.
Foi feito um vídeo da minha ação quando pintava as árvores, por Helenita Peruzzo.
Quando fui convidada pelo Museu Victor Meirelles para realizar essa exposição, partindo da minha obra no seu acervo denominada ""fiat lux"", lembrei-me de que, na época da execução desse trabalho, o que me interessava era o gesto como uma pulsação do meu ser. A imagem seria definida a partir disto.
Essa questão do gesto vai se ampliando e mudando conforme o trabalho que vou realizando. No trabalho A FLORESTA, nas monotipias o gesto também define a obra, a partir de uma matriz já existente (as árvores cortadas), incluindo marcas da minha mão fazendo o trabalho. A imagem surgindo do passar a mão sobre uma superfície texturada, gravada.  Em algumas eu justapus uma xilogravura, cujo gesto vem novamente de uma pulsação e sensação. Nas fotografias busquei uma desfocagem, o sentimento que me trazia aquela floresta, um mundo sem foco meio desmoronando. Senti muita diferença entre o resultado das fotos, bastante estáticas, e a ação que tive ao trabalhar na floresta, bastante intensa e com movimento. O vídeo de Helenita recupera essa ação.
Curadoria e Texto – Flávia Fernandes",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/floresta/,Museu Victor Meirelles,,"Floresta, de Flávia Fernandes"
,,,,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/exposicao-de-inauguracao-sede-temporaria/,,,Exposição de Inauguração Sede Temporária
