Autor,Classificação,Código Thesaurus,Data de aquisição,Data de produção,Denominação,Diâmetro,Document,Link do Item,Local de produção,Material,Modo de aquisição,Número de registro,Procedência,Profundidade,Resumo descritivo,Situação,Técnica,Marcas/Inscrições,Título,Histórico/Observação
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1990,Moeda,2,75418,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-211/,Brasil,Metal,Não identificado,MCP0469,Não identificada,0.1,"Peça circular metálica na cor prata, anverso: desenho de um trabalhador rural carregando uma enxada nos ombros e desenhos irregulares; bordo liso; verso: inscrição ""5"" parte da bandeira do Brasil ao lado dele e inscrição abaixo do número ""CRUZEIROS BRASIL""",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1990,Moeda,2,75414,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-210/,Brasil,Metal,Não identificado,MCP0468,Não identificada,0.1,"Peça circular metálica na cor prata, anverso: desenho de um trabalhador rural carregando uma enxada nos ombros e desenhos irregulares; bordo liso; verso: inscrição ""5"" parte da bandeira do Brasil ao lado dele e inscrição abaixo do número ""CRUZEIROS BRASIL""",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1990,Moeda,2,75410,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-209/,Brasil,Metal,Não identificado,MCP0467,Não identificada,0.1,"Peça circular metálica na cor prata, anverso: desenho de um trabalhador rural carregando uma enxada nos ombros e desenhos irregulares; bordo liso; verso: inscrição ""5"" parte da bandeira do Brasil ao lado dele e inscrição abaixo do número ""CRUZEIROS BRASIL""",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1990,Moeda,2,75406,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-208/,Brasil,Metal,Não identificado,MCP0466,Não identificada,0.1,"Peça circular metálica na cor prata, anverso: desenho de um trabalhador rural carregando uma enxada nos ombros e desenhos irregulares; bordo liso; verso: inscrição ""5"" parte da bandeira do Brasil ao lado dele e inscrição abaixo do número ""CRUZEIROS BRASIL""",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1990,Moeda,2,75402,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-207/,Brasil,Metal,Não identificado,MCP0465,Não identificada,0.1,"Peça circular metálica na cor prata, anverso: desenho de um trabalhador rural carregando uma enxada nos ombros e desenhos irregulares; bordo liso; verso: inscrição ""5"" parte da bandeira do Brasil ao lado dele e inscrição abaixo do número ""CRUZEIROS BRASIL""",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1986,Moeda,"2,3",75398,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-206/,Brasil,Metal,Não identificado,MCP0464,Não identificada,"0,2","Moeda de 1 Cruzado, em metal prateado, contendo no verso dístico Brasil, valor e data. No anverso, armas nacionais.",Não localizado,Não identificada,Verso: BRASIL || 1 || 1986 || CRUZADO. Anverso: REPÚBLICA FEDERATIVA DO BRASIL || 15 DE NOVEMBRO DE 1889.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1986,Moeda,"2,3",75394,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-205/,Brasil,Metal,Não identificado,MCP0463,Não identificada,"0,2","Moeda de 1 Cruzado, em metal prateado, contendo no verso dístico Brasil, valor e data. No anverso, armas nacionais.",Não localizado,Não identificada,Verso: BRASIL || 1 || 1986 || CRUZADO. Anverso: REPÚBLICA FEDERATIVA DO BRASIL || 15 DE NOVEMBRO DE 1889.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1988,Moeda,"2,3",75390,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-204/,Brasil,Metal,Não identificado,MCP0462,Não identificada,"0,2","Moeda de 1 Cruzado, em metal prateado, contendo no verso dístico Brasil, valor e data. No anverso, armas nacionais.",Não localizado,Não identificada,Verso: BRASIL || 1 || 1988 || CRUZADO. Anverso: REPÚBLICA FEDERATIVA DO BRASIL || 15 DE NOVEMBRO DE 1889.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1987,Moeda,"2,3",75386,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-203/,Brasil,Metal,Não identificado,MCP0461,Não identificada,"0,2","Moeda de 1 Cruzado, em metal prateado, contendo no verso dístico Brasil, valor e data. No anverso, armas nacionais.",Não localizado,Não identificada,Verso: BRASIL || 1 || 1987 || CRUZADO. Anverso: REPÚBLICA FEDERATIVA DO BRASIL || 15 DE NOVEMBRO DE 1889.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1988,Moeda,"2,3",75382,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-202/,Brasil,Metal,Não identificado,MCP0460,Não identificada,"0,2","Moeda de 1 Cruzado, em metal prateado, contendo no verso dístico Brasil, valor e data. No anverso, armas nacionais.",Não localizado,Não identificada,Verso: BRASIL || 1 || 1988 || CRUZADO. Anverso: REPÚBLICA FEDERATIVA DO BRASIL || 15 DE NOVEMBRO DE 1889.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1988,Moeda,"2,3",75378,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-201/,Brasil,Metal,Não identificado,MCP0459,Não identificada,"0,2","Moeda de 1 Cruzado, em metal prateado, contendo no verso dístico Brasil, valor e data. No anverso, armas nacionais.",Não localizado,Não identificada,Verso: BRASIL || 1 || 1988 || CRUZADO. Anverso: REPÚBLICA FEDERATIVA DO BRASIL || 15 DE NOVEMBRO DE 1889.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1987,Moeda,"2,3",75374,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-200/,Brasil,Metal,Não identificado,MCP0458,Não identificada,"0,2","Moeda de 1 Cruzado, em metal prateado, contendo no verso dístico Brasil, valor e data. No anverso, armas nacionais.",Não localizado,Não identificada,Verso: BRASIL || 1 || 1987 || CRUZADO. Anverso: REPÚBLICA FEDERATIVA DO BRASIL || 15 DE NOVEMBRO DE 1889.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1987,Moeda,"2,3",75370,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-199/,Brasil,Metal,Não identificado,MCP0457,Não identificada,"0,2","Moeda de 1 Cruzado, em metal prateado, contendo no verso dístico Brasil, valor e data. No anverso, armas nacionais.",Não localizado,Não identificada,Verso: BRASIL || 1 || 1987 || CRUZADO. Anverso: REPÚBLICA FEDERATIVA DO BRASIL || 15 DE NOVEMBRO DE 1889.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1988,Moeda,"2,3",75366,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-198/,Brasil,Metal,Não identificado,MCP0456,Não identificada,"0,2","Moeda de 1 Cruzado, em metal prateado, contendo no verso dístico Brasil, valor e data. No anverso, armas nacionais.",Não localizado,Não identificada,Verso: BRASIL || 1 || 1988 || CRUZADO. Anverso: REPÚBLICA FEDERATIVA DO BRASIL || 15 DE NOVEMBRO DE 1889.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1979,Moeda,1.85,75362,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-197/,Brasil,Metal,Não identificado,MCP0455,Não identificada,0.1,"Peça circular metálica na cor prata, anverso: desenho de plantação de cana de açúcar e inscrição BRASIL; borda lisa; verso: numero ""1 CRUZEIRO 1979""",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1982,Moeda,1.85,75358,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-196/,Brasil,Metal,Não identificado,MCP0454,Não identificada,0.1,"Peça circular metálica na cor prata, anverso: desenho de plantação de cana de açúcar e inscrição BRASIL; borda lisa; verso: numero ""1 CRUZEIRO 1982""",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1980,Moeda,1.85,75354,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-195/,Brasil,Metal,Não identificado,MCP0453,Não identificada,0.1,"Peça circular metálica na cor prata, anverso: desenho de plantação de cana de açúcar e inscrição BRASIL; borda lisa; verso: numero ""1 CRUZEIRO 1980""",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1984,Moeda,1.85,75350,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-194/,Brasil,Metal,Não identificado,MCP0452,Não identificada,0.1,"Peça circular metálica na cor prata, anverso: desenho de plantação de cana de açúcar e inscrição BRASIL; borda lisa; verso: numero ""1 CRUZEIRO 1984""",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1979,Moeda,1.85,75346,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-193/,Brasil,Metal,Não identificado,MCP0451,Não identificada,0.1,"Peça circular metálica na cor prata, anverso: desenho de plantação de cana de açúcar e inscrição BRASIL; borda lisa; verso: numero ""1 CRUZEIRO 1982""",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,1.85,75342,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-192/,Brasil,Metal,Não identificado,MCP0450,Não identificada,0.1,"Peça circular metálica na cor prata, anverso: desenho de plantação de cana de açúcar e inscrição BRASIL; borda lisa; verso: numero ""1 CRUZEIRO 1979",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,1.85,75338,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-191/,Brasil,Metal,Não identificado,MCP0449,Não identificada,0.1,"Peça circular metálica na cor prata, anverso: desenho de plantação de cana de açúcar e inscrição BRASIL; borda lisa; verso: numero ""1 CRUZEIRO 1982""",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,1.85,75334,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-190/,Brasil,Metal,Não identificado,MCP0448,Não identificada,0.1,"Peça circular metálica na cor prata, anverso: desenho de plantação de cana de açúcar e inscrição BRASIL; borda lisa; verso: numero ""1 CRUZEIRO 1980""",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1983,Moeda,"2,4",75330,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-189/,Brasil,Metal,Não identificado,MCP0447,Não identificada,"0,2","Moeda de 10 Cruzeiros, em metal prateado, contendo no verso inscrições e símbolo do BC e zimbo (concha). No anverso, dístico Brasil e mapa do Brasil com o plano de integração rodoviária das regiões.",Não localizado,Não identificada,Verso: 10 || CRUZEIROS || 1983. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1982,Moeda,"2,4",75326,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-187/,Brasil,Metal,Não identificado,MCP0445,Não identificada,"0,2","Moeda de 10 Cruzeiros, em metal prateado, contendo no verso inscrições e símbolo do BC e zimbo (concha). No anverso, dístico Brasil e mapa do Brasil com o plano de integração rodoviária das regiões.",Não localizado,Não identificada,Verso: 10 || CRUZEIROS || 1982. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1982,Moeda,"2,4",75322,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-186/,Brasil,Metal,Não identificado,MCP0444,Não identificada,"0,2","Moeda de 10 Cruzeiros, em metal prateado, contendo no verso inscrições e símbolo do BC e zimbo (concha). No anverso, dístico Brasil e mapa do Brasil com o plano de integração rodoviária das regiões.",Não localizado,Não identificada,Verso: 10 || CRUZEIROS || 1982. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1984,Moeda,"2,4",75318,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-185/,Brasil,Metal,Não identificado,MCP0443,Não identificada,"0,2","Moeda de 10 Cruzeiros, em metal prateado, contendo no verso inscrições e símbolo do BC e zimbo (concha). No anverso, dístico Brasil e mapa do Brasil com o plano de integração rodoviária das regiões.",Não localizado,Não identificada,Verso: 10 || CRUZEIROS || 1984. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1983,Moeda,"2,4",75314,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-184/,Brasil,Metal,Não identificado,MCP0442,Não identificada,"0,2","Moeda de 10 Cruzeiros, em metal prateado, contendo no verso inscrições e símbolo do BC e zimbo (concha). No anverso, dístico Brasil e mapa do Brasil com o plano de integração rodoviária das regiões.",Não localizado,Não identificada,Verso: 10 || CRUZEIROS || 1983. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1984,Moeda,"2,4",75310,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-183/,Brasil,Metal,Não identificado,MCP0441,Não identificada,"0,2","Moeda de 10 Cruzeiros, em metal prateado, contendo no verso inscrições e símbolo do BC e zimbo (concha). No anverso, dístico Brasil e mapa do Brasil com o plano de integração rodoviária das regiões.",Não localizado,Não identificada,Verso: 10 || CRUZEIROS || 1984. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1982,Moeda,"2,4",75306,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-182/,Brasil,Metal,Não identificado,MCP0440,Não identificada,"0,2","Moeda de 10 Cruzeiros, em metal prateado, contendo no verso inscrições e símbolo do BC e zimbo (concha). No anverso, dístico Brasil e mapa do Brasil com o plano de integração rodoviária das regiões.",Não localizado,Não identificada,Verso: 10 || CRUZEIROS || 1982. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1982,Moeda,"2,4",75302,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-181/,Brasil,Metal,Não identificado,MCP0439,Não identificada,"0,2","Moeda de 10 Cruzeiros, em metal prateado, contendo no verso inscrições e símbolo do BC e zimbo (concha). No anverso, dístico Brasil e mapa do Brasil com o plano de integração rodoviária das regiões.",Não localizado,Não identificada,Verso: 10 || CRUZEIROS || 1982. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1984,Moeda,"2,4",75298,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-180/,Brasil,Metal,Não identificado,MCP0438,Não identificada,"0,2","Moeda de 10 Cruzeiros, em metal prateado, contendo no verso inscrições e símbolo do BC e zimbo (concha). No anverso, dístico Brasil e mapa do Brasil com o plano de integração rodoviária das regiões.",Não localizado,Não identificada,Verso: 10 || CRUZEIROS || 1984. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1987,Moeda,2.6,75294,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-179/,Não identificado,Metal,Não identificado,MCP0437,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1987 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75290,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-178/,Não identificado,Metal,Não identificado,MCP0436,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75286,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-177/,Não identificado,Metal,Não identificado,MCP0435,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75282,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-176/,Não identificado,Metal,Não identificado,MCP0434,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75278,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-175/,Não identificado,Metal,Não identificado,MCP0433,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75274,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-174/,Não identificado,Metal,Não identificado,MCP0432,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75270,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-173/,Não identificado,Metal,Não identificado,MCP0431,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75266,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-172/,Não identificado,Metal,Não identificado,MCP0430,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1987 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75262,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-171/,Não identificado,Metal,Não identificado,MCP0429,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75258,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-170/,Não identificado,Metal,Não identificado,MCP0428,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1987 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75254,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-169/,Não identificado,Metal,Não identificado,MCP0427,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75250,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-168/,Não identificado,Metal,Não identificado,MCP0426,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1987 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75246,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-167/,Não identificado,Metal,Não identificado,MCP0425,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75242,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-166/,Não identificado,Metal,Não identificado,MCP0424,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75238,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-165/,Não identificado,Metal,Não identificado,MCP0423,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1987 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75234,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-164/,Não identificado,Metal,Não identificado,MCP0422,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75230,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-163/,Não identificado,Metal,Não identificado,MCP0421,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75226,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-162/,Não identificado,Metal,Não identificado,MCP0420,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1988 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,75222,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-161/,Não identificado,Metal,Não identificado,MCP0419,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: brasão da república do Brasil; bordo liso; verso: inscrição ""BRASIL 10 CRUZEIROS 1987 CRUZADOS"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2008,Moeda,"2,4",75218,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-160/,Estados Unidos da América,Metal,Não identificado,MCP0418,Não identificada,"0,1","Moeda de 25 centavos de Dólar, em metal prateado, contendo no verso inscrições e efície de George Washington. No anverso, inscrições e contorno do mapa do estado do Novo México.",Não localizado,Não identificada,Verso: UNITED STATES OF AMERICA || LIBERTY || IN GOD WE TRUST || D || QUARTER DOLLAR. Anverso: NEW MEXICO || 1912 || LAND OF ENCHANTMENT ||2008 || EPLURIBUS NUMUM.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2002,Moeda,"2,4",75214,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-159/,Estados Unidos da América,Metal,Não identificado,MCP0417,Não identificada,"0,1","Moeda de 25 centavos de Dólar, em metal prateado, contendo no verso inscrições e efície de George Washington. No anverso, inscrições e contorno do mapa do estado de Indiana, imagem de carro de corrida e estrelas.",Não localizado,Não identificada,Verso: UNITED STATES OF AMERICA || LIBERTY || IN GOD WE TRUST || D || QUARTER DOLLAR. Anverso: INDIANA || 1816 || CROSS ROADS OF AMERICA ||2002 || EPLURIBUS NUMUM.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1996,Moeda,"2,4",75210,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-158/,Estados Unidos da América,Metal,Não identificado,MCP0415,Não identificada,"0,1","Moeda de 25 centavos de Dólar, em metal prateado, contendo no verso inscrições e efície de águia. No anverso, inscrições e efície de George Washington.",Não localizado,Não identificada,Verso: UNITED STATES OF AMERICA || EPLURIBUS NUMUM ||QUARTER DOLLAR. Anverso: LIBERTY || IN GOD WE TRUST || D || 1996.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1999,Moeda,"2,4",75206,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-157/,Estados Unidos da América,Metal,Não identificado,MCP0414,Não identificada,"0,1","Moeda de 25 centavos de Dólar, em metal prateado, contendo no verso inscrições e efície de George Washington. No anverso, inscrições e contorno do mapa do estado da Georgia.",Não localizado,Não identificada,Verso: UNITED STATES OF AMERICA || LIBERTY || IN GOD WE TRUST || D || QUARTER DOLLAR. Anverso: GEORGIA || 1788 || WISDOM || JUSTICE || MODERATION || 1999 || EPLURIBUS NUMUM.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1938,Moeda,"2,5",75202,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-156/,Brasil,Metal,Não identificado,MCP0413,Não identificada,"0,2","Moeda de 1000 Réis, em metal dourado, contendo no verso inscrições e ilustração de livro aberto. No anverso, inscrições e efígie de Anchieta.",Não localizado,Não identificada,Verso: 1000 RÉIS || 1930 || BRASIL. Anverso: ANCHIETA || CB.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1986,Moeda,2.4,75198,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-155/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0412,Não identificada,,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,Não localizado,Não identificada,Verso: 5 cruzados Brasil 1986,5 cruzados,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1988,Moeda,2.4,75194,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-154/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0411,Não identificada,,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,Não localizado,Não identificada,Verso: 5 cruzados Brasil 1988,5 cruzados,
