Cidade de produção,Classificação,Data de aquisição,Data de produção/datação,Dimensões,Document,Estado de conservação,Estado de produção,Informações sobre o autor,Link do Item,Marcas/Inscrições,Material/Técnica,Modo de aquisição,Número de registro,País de produção,Procedência,Título,Data do 1º registro,Exposições,Catalogador,Notas sobre o estado de conservação,Denominação,Outros números,Estilos/Temas,Descrição de conteúdo,Resumo descritivo,Duração,Bibliografia
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2003,"Obra: 12,7 x 15,9 cm",39382,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-o-homem-permanecido-17/,,Nanquim sobre papel,Doação,MVM0148,Brasil,Luiz Rodolfo Annes,"Sem título, da série “O homem permanecido”",13/03/2009,,,,Desenho,"""Inv.148-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2003,"Obra: 11,3 x 15,6 cm",39379,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-o-homem-permanecido-16/,,Nanquim sobre papel,Doação,MVM0147,Brasil,Luiz Rodolfo Annes,"Sem título, da série “O homem permanecido”",13/03/2009,Viagem em torno do museu,,,Desenho,"""Inv.147-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2003,"Obra: 9,0 x 25,1 cm",39376,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-o-homem-permanecido-15/,,Nanquim sobre papel,Doação,MVM0146,Brasil,Luiz Rodolfo Annes,"Sem título, da série “O homem permanecido”",13/03/2009,,,,Desenho,"""Inv.146-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2003,"Obra: 14,7 x 16,3 cm",39373,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-o-homem-permanecido-14/,,Nanquim sobre papel,Doação,MVM0145,Brasil,Luiz Rodolfo Annes,"Sem título, da série “O homem permanecido”",13/03/2009,,,,Desenho,"""Inv.145-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2003,"Obra: 7,9 x 23,0 cm",39370,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-o-homem-permanecido-13/,,Nanquim sobre papel,Doação,MVM0144,Brasil,Luiz Rodolfo Annes,"Sem título, da série “O homem permanecido”",13/03/2009,,,,Desenho,"""Inv.144-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2003,"Obra: 12,4 x 15,8 cm",39367,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-mergulho-14/,,Nanquim sobre papel,Doação,MVM0143,Brasil,Luiz Rodolfo Annes,"Sem título, da série “Mergulho”",13/03/2009,,,,Desenho,"""Inv.143-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2006,"Obra: 15,8 x 17,5 cm",39364,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-mergulho-13/,,Nanquim sobre papel,Doação,MVM0142,Brasil,Luiz Rodolfo Annes,"Sem título, da série “Mergulho”",13/03/2009,,,,Desenho,"""Inv.142-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2006,"Obra: 15,4 x 16,8 cm",39361,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-mergulho-12/,,Nanquim sobre papel,Doação,MVM0141,Brasil,Luiz Rodolfo Annes,"Sem título, da série “Mergulho”",13/03/2009,,,,Desenho,"""Inv.141-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2006,"Obra: 16,8 x 17,0 cm",39358,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-mergulho-11/,,Nanquim sobre papel,Doação,MVM0140,Brasil,Luiz Rodolfo Annes,"Sem título, da série “Mergulho”",13/03/2009,,,,Desenho,"""Inv.140-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2006,"Obra: 15,8 x 17,5 cm",39355,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-mergulho-10/,,Nanquim sobre papel,Doação,MVM0139,Brasil,Luiz Rodolfo Annes,"Sem título, da série “Mergulho”",13/03/2009,A cada peça um universo: a construção de uma coleção de arte,,,Desenho,"""Inv.139-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2006,"Obra: 16,8 x 17,8 cm",39352,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-mergulho-9/,,Nanquim sobre papel,Doação,MVM0138,Brasil,Luiz Rodolfo Annes,"Sem título, da série “Mergulho”",13/03/2009,A cada peça um universo: a construção de uma coleção de arte,,,Desenho,"""Inv.138-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2003,"Obra: 14,8 x 17,6 cm",39349,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-mergulho-8/,,Nanquim sobre papel,Doação,MVM0137,Brasil,Luiz Rodolfo Annes,"Sem título, da série “Mergulho”",13/03/2009,,,,Desenho,"""Inv.137-mvm"" (atribuído pelo MVM).",,,,,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,19 de agosto de 2008,1874/1878 (circa),"Obra: 45,7 x 37,8 cm",39348,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-para-batalha-dos-guararapes-18/,"“2?56” “1/2?56” “Victor Meirelles” “Victor Meirelles de Lima” (moldura, ebc), legenda em placa de metal",Óleo sobre tela,Doação,MVM0136,,Sara Regina Poyares dos Reis,Estudo para “Batalha dos Guararapes”,13/03/2009,Victor Meirelles – Construção | Museu Victor Meirelles: Entrelaços | Exposição de Inauguração Sede Temporária,,,Pintura,"""Inv.136-mvm"" (atribuído pelo MVM).",Pintura histórica,Este é um estudo para obra Batalha dos Guararapes que encontra-se no Museu Nacional de Belas Artes do Rio de Janeiro. Ela foi realizada por encomenda do governo. A Batalha do Guararapes retrata a expulsão dos holandeses ocorrida na Província de Pernambuco em 1648.,Busto de velho com barba e chapéu virado à direita.,,
,10 Comunicação > 10.1 Documento,05 de dezembro de 2007,1996,"Obra: 27,0 x 31,0 cm",39345,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/o-livro-velazquez-4/,,Impressão off-set sobre papel,Doação,MVM0135,,Associação de Amigos do Museu Victor Meirelles (AAMVM),“O Livro Velázquez”,13/03/2009,Estados de Imagem: livros de Waltercio,,,Livro,"""Inv.135-mvm"" (atribuído pelo MVM).",,Referências a obras do pintor espanhol Velázquez.,Livro com capa e folhas internas com imagens e textos de aparência embaçada.,,
,10 Comunicação > 10.1 Documento,05 de dezembro de 2007,1996,"Obra: 27,0 x 31,0 cm",39345,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/o-livro-velazquez-3/,,Impressão off-set sobre papel,Doação,MVM0134,,Associação de Amigos do Museu Victor Meirelles (AAMVM),“O Livro Velázquez”,13/03/2009,Estados de Imagem: livros de Waltercio | A cada peça um universo: a construção de uma coleção de arte | Múltiplos,,,Livro,"""Inv.134-mvm"" (atribuído pelo MVM).",,Referências a obras do pintor espanhol Velázquez.,Livro com capa e folhas internas com imagens e textos de aparência embaçada.,,
,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,16 de abril de 2008,2007,,39340,Bom,,César Rossi,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/desterro-2/,,"Vídeo, dvd",Doação,MVM0133,,Laércio Redondo,“Desterro”,13/03/2009,"Victor Meirelles – Construção | Diálogos com a Desterro | Museu Victor Meirelles: Entrelaços | Você que faz versos, de Walmor Corrêa",,,Vídeo-arte,"""Inv.133-mvm"" (atribuído pelo MVM).",,,,Duração: 8’,
Estocolmo,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,12 de maio de 2008,2003,,39335,Bom,,Laércio Redondo Júnior,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/dis-cursus-2/,,"Vídeo, dvd",Doação,MVM0132,Suécia,Laércio Redondo,“Dis-cursus”,13/03/2009,A[mostra]#2,,,Vídeo-arte,"""Inv.132-mvm"" (atribuído pelo MVM).",,"“Baseado no mito de Narciso, o trabalho trata das questões do masculino e de comportamentos construídos historicamente, modificando imagens e noções que formam a percepção de nós mesmos. De que forma a palavra amor reverbera/reflete no mundo de hoje. O que mudou dentro dos padrões do desejo após as revoluções e contra revoluções sexuais das últimas décadas.” – Texto extraído do Termo de Doação.",,Duração: 40’ (loop),
Florianópolis,10 Comunicação > 10.1 Documento,09 de novembro de 2007,2002,"Obra: 60,0 x 90,0 cm",39334,Bom,Santa Catarina,Julia Ancona do Amaral,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/pedras-grito-2/,,Fotografia colorida,Doação,MVM0131,Brasil,Julia Amaral,“Pedras-grito”,18/03/2009,Diálogos com a Desterro | Victor Meirelles – Construção | A cada peça um universo: a construção de uma coleção de arte | Artistas catarinenses no acervo do Museu Victor Meirelles,,,Fotografia,"""Inv.131-mvm"" (atribuído pelo MVM). Ficha do Autor n° 055.",,Fotografia colorida de intervenção urbana na praia Mole – SC feita com peça de cerâmica em formato de boca.,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.6 Pintura,setembro de 2007,2007,"69,3 x 57,6 cm",39333,Bom,Santa Catarina,Renata de Andrade,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/gratis-2/,,"Tinta acryl, látex e spray sobre caixa de papelão",Doação,MVM0130,Brasil,Renata de Andrade,“Grátis”,18/03/2009,A cada peça um universo: a construção de uma coleção de arte,,,Pintura,"""Inv.130-mvm"" (atribuído pelo MVM).",,,,,
,02 Artes Visuais/Cinematográfica > 02.2 Desenho,01 de outubro de 2007,1810/1820 (circa),"Obra: 53,0 x 40,5 cm",39332,Bom,,Tommaso Minardi,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/due-figure-di-vecchio-seduto-con-compasso-e-tavoletta-particolare-dello-stesso-2/,"“Due figure di vecchio con compasso e tavolleta, particolare dello stesso” Carimbo (cid)",Grafite e giz sobre papel,Doação,MVM0129,Itália,Carla Milano,Due figure di vecchio seduto con compasso e tavoletta; particolare dello stesso,24/10/2007,O mestre e seu discípulo: Tommaso Minardi e Victor Meirelles | Tributo a Victor Meirelles: 180 anos de nascimento do artista | Museu Victor Meirelles: Entrelaços | Projeto Victor em 4D - Exposição de Longa Duração do Museu Victor Meirelles - Módulo 2. Dimensão Histórica | ,,,Desenho,"""Inv.129-mvm"" (atribuído pelo MVM).",,,"Duas figuras de um velho sentado com compasso e prancheta e, ao centro, braço e prancheta.",,"COLI, Jorge, XEXÉO, Monica F. Braunscheweiger. Victor Meirelles, um artista do império. Rio de Janeiro: MNBA, MON, 2004."
São Paulo,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Abril de 2007,1953,"42,2 x 35,0 cm",39331,Bom,São Paulo,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/incubo-e-sucubo-2-2/,"“Parcial P.A.” (cie, grafite) “M. Grassmann” (cid, grafite) “1953” (cid, grafite)",Xilogravura,Doação,MVM0128,Brasil,Marcelo Grassmann,“Íncubo e Súcubo #2”,,A cada peça um universo: a construção de uma coleção de arte,,,Gravura,"""Inv.128-mvm"" (atribuído pelo MVM).",,,,,
São Paulo,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Abril de 2007,1953,"36,0 x 39,2 cm",39330,Bom,São Paulo,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/incubo-e-sucubo-3/,“P.A.” (cie) “M. Grassmann” (cid) “1953” (cid),Xilogravura,Doação,MVM0127,Brasil,Marcelo Grassmann,“Íncubo e Súcubo”,,,,,Gravura,"""Inv.127-mvm"" (atribuído pelo MVM).",,,,,
São Paulo,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Abril de 2007,1951,"35,0 x 60,0 cm",39329,Bom,São Paulo,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/harpias-n-1-2/,"“P.A.” (cie, grafite) “M. Grassmann”(cid, grafite) “1951” (cid, grafite)",Xilogravura,Doação,MVM0126,Brasil,Marcelo Grassmann,“Harpias n° 1”,,,,,Gravura,"""Inv.126-mvm"" (atribuído pelo MVM).",,,,,
São Paulo,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Abril de 2007,1951,"35,0 x 60,5 cm",39328,Bom,São Paulo,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/apocalipse-2/,,Xilogravura,Doação,MVM0125,Brasil,Marcelo Grassmann,“Apocalipse”,,"A cada peça um universo: a construção de uma coleção de arte | Você que faz versos, de Walmor Corrêa",,,Gravura,"""Inv.125-mvm"" (atribuído pelo MVM).",,,,,
São Paulo,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,2001,"63,2 x 53,5 cm",39327,Bom,São Paulo,Ana Elisa Sampaio Dias Baptista,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/ciranda-2/,,Gravura em metal (água forte),Doação,MVM0124,Brasil,Ana Elisa Dias Baptist,“Ciranda”,,"Ciranda, de Ana Elisa Dias Baptista | Você que faz versos, de Walmor Corrêa",,,Gravura,"""Inv.124-mvm"" (atribuído pelo MVM).",,,,,
São Paulo,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,2006,"62,0 x 50,8 cm",39326,Bom,São Paulo,Ana Elisa Sampaio Dias Baptista,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/ciranda-negra-2/,,"Gravura em metal (água forte, água tinta)",Doação,MVM0123,Brasil,Ana Elisa Dias Baptist,“Ciranda negra”,,"Ciranda, de Ana Elisa Dias Baptista | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Você que faz versos, de Walmor Corrêa",,,Gravura,"""Inv.123-mvm"" (atribuído pelo MVM).",,,,,
São Paulo,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28 de março de 200,2005,"60,9 x 39,4 cm",39325,Bom,São Paulo,Mariana Palma,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-56/,,Aquarela sobre papel,Doação,MVM0122,Brasil,Mariana Palma,Sem título,,Mariana Palma,,,Pintura,"""Inv.122-mvm"" (atribuído pelo MVM).",,,,,
Florianópolis,10 Comunicação > 10.1 Documento,Agosto de 2006,2003,"29,3 x 44,4 x 2,5 cm",39324,Bom,Santa Catarina,Daniel Albernaz Acosta,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/butano-eclipsed-island-blackout-night-worklab-2/,,Fotografia colorida montada em moldura de eucatex,Doação,MVM0121,Brasil,Daniel Acosta,"“Butano eclipsed island, blackout night worklab”",,"Victor Meirelles – Construção | A cada peça um universo: a construção de uma coleção de arte | Você que faz versos, de Walmor Corrêa",,,,"""Inv.121-mvm"" (atribuído pelo MVM). Ficha do Autor n° 049.",,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,Agosto de 2006,2003,"Álbum: 20,0 x 14,0 cm Figuras (9): 6,0 x 9,0 cm",39323,Bom,Santa Catarina,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/colecao-de-nuvens-2/,,"Fotocópia, adesivos e foto digital",Doação,MVM0120,Brasil,Leticia de Brito Cardoso,“Coleção de nuvens”,,"O Museu entre gestos e registros dispersos, de Letícia de Brito Cardoso",,,,"""Inv.120-mvm"" (atribuído pelo MVM).",,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,Agosto de 2006,2005,,39318,Bom,Santa Catarina,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/oracao-intencao-a-tarkovsky-2/,,Multimídia (vídeo),Doação,MVM0119,Brasil,Leticia de Brito Cardoso,“Oração – Intenção à Tarkovsky”,,"O Museu entre gestos e registros dispersos, de Letícia de Brito Cardoso | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Artistas catarinenses no acervo do Museu Victor Meirelles | Você que faz versos, de Walmor Corrêa",,,,"""Inv.119-mvm"" (atribuído pelo MVM).",,,,Duração: 11’36”,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,2004,2002-2004,"Capa e encarte: 14,0 x 14,0 cm Duração total dos registros sonoros:",39317,Bom,Santa Catarina,Maria Raquel da Silva Stolf,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/fora-do-ar-4/,,Multimídia e impressão sobre papel,Doação,MVM0118,Brasil,Raquel Stolf,“Fora [do ar]”,,,,,,"""Inv.118-mvm"" (atribuído pelo MVM).",,,,,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,2005,"Obra: 70,2 x 49,8 cm",39316,Bom,,Bettina Vaz Guimarães,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-55/,,Acrílica sobre papel,Doação,MVM0117,,Bettina Vaz Guimarãe,Sem título,,Desenhos,,,Pintura,"""Inv.117-mvm"" (atribuído pelo MVM).",,,"Imagem centralizada no papel composta por tons de cinza e preto. Na parte superior da imagem, forma que remete a idéia de espremedor de frutas. Na parte inferior, forma preenchida em tons de cinza. No verso, ao centro e na parte inferior, resquícios de tinta da fase de produção da obra.",,
,02 Artes Visuais/Cinematográfica > 02.4 Estampa,27 de março de 2006,2005,"Obra: 100,0 x 70,0 cm",39315,Bom,,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/preciosos-vasos-condutores-extraidores-de-vida-de-uma-plumagem-ja-falecida-2/,,Nanquim sobre papel,Doação,MVM0116,,Malu Saddi,“Preciosos vasos condutores extraidores de vida de uma plumagem já falecida”,,"Linhas do Sistema Criado, de Malu Saddi",,,Gravura,"""Inv.116-mvm"" (atribuído pelo MVM).",,,"Por toda extensão da obra, linhas negras sinuosas que se encontram, dando diferentes volumes e formas à composição. No verso, seta indicativa da posição da obra.",,
Porto Alegre,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,1989,"Obra: 51,0 x 42,5 cm",39314,Bom,Rio Grande do Sul,Hélio Custódio Fervenza,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-54/,,Xilogravura sobre papel,Doação,MVM0115,Brasil,Hélio Fervenza,Sem título,,"Primeiras apresentações e pontuações recentes, de Helio Fervenza | Viagem em torno do museu: 60 anos de Museu Victor Meirelles",,,Gravura,"""Inv.115-mvm"" (atribuído pelo MVM).",,,"Quadrado negro ao centro. Na parte superior ao quadrado à esquerda, pequena forma com 2 linhas negras cruzadas. Na parte inferior ao quadrado à direita, pequena forma de linhas negras com 2 pontas distintas. No interior do quadro, linha sinuosa vazada.",,
São Paulo,10 Comunicação > 10.1 Documento,,2003,"Obra: 20,0 x 25,0 cm",39313,Bom,São Paulo,Carla Zaccagnini,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/pequenos-formatos-scottish-mountains-2/,,Fotografia,Doação,MVM0114,Brasil,Carla Zaccagnin,“Pequenos formatos (scottish mountains)”,,"Museu das Vistas, de Carla Zaccagnini",,,,"""Inv.114-mvm"" (atribuído pelo MVM).",,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,,2005,"Obra: 60,0 x 90,0 cm",39312,Bom,Santa Catarina,Lela Martorano,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-cidades-inventadas-2/,,Fotografia colorida sobre madeira,Doação,MVM0113,Brasil,Lela Martoran,"Sem título, da série “Cidades inventadas”",,"Cidades Inventadas, de Lela Martorano | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Artistas catarinenses no acervo do Museu Victor Meirelles",,,,"""Inv.113-mvm"" (atribuído pelo MVM).",,,,,
,02 Artes Visuais/Cinematográfica > 02.2 Desenho,,2005,"Obra: 150,0 x 262,0 cm",39311,Bom,,Mariana Silva da Silva,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-53/,,Nanquim sobre papel,Doação,MVM0112,,Newmann Schutz,Sem título,,Desenhos,,,,"""Inv.112-mvm"" (atribuído pelo MVM).",,,,,
,10 Comunicação > 10.1 Documento,março de 2005,2000,"Obra: 62,0 x 90,0 cm",39310,Bom,,Tarcísio Mattos,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-52/,,Fotografia colorida,Doação,MVM0111,,Tarcísio Mattos,Sem título,,Fotografias | A cada peça um universo: a construção de uma coleção de arte | Artistas catarinenses no acervo do Museu Victor Meirelles,,,Fotografia,"""Inv.111-mvm"" (atribuído pelo MVM).",,,,,
São Paulo,02 Artes Visuais/Cinematográfica > 02.4 Estampa,31 de março de 2005,1986,"Obra: 60,8 x 79,8 cm",39309,Bom,São Paulo,Mariana Silva da Silva,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/mistelia-20-60-2/,,Litogravura,Doação,MVM0110,Brasil,Escritório Burle Marx e Cia Ltda,“Mistélia 20/60”,,Burle Marx – Croquis | A cada peça um universo: a construção de uma coleção de arte,,,Gravura,"""Inv.110-mvm"" (atribuído pelo MVM).",,,,,
,02 Artes Visuais/Cinematográfica > 02.4 Estampa,dezembro de 1997,,"Obra: 49,5 x 69,5 cm",39308,Regular,,Turi Simeti,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-51/,,Calcogravura,Doação,MVM0109,,Turi Simeti,Sem título,,Relevos,,,Gravura,"""Inv.109-mvm"" (atribuído pelo MVM). Ficha do Autor n° 039.",,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.4 Estampa,10 de novembro de 1999,1998/1999 (circa),"Obra: 51,5 x 40,5 cm",39307,Bom,Santa Catarina,Marta Berger,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sombras-2/,,Xilogravura em relevo seco,Doação,MVM0108,Brasil,Marta Berger,“Sombras”,,"Sombras, de Marta Berger | Viagem em torno do museu: 60 anos de Museu Victor Meirelles",,,Gravura,"""Inv.108-mvm"" (atribuído pelo MVM).",,,,,
Fortaleza,02 Artes Visuais/Cinematográfica > 02.2 Desenho,,2001,"Obra: 93,5 x 65,0 cm",39306,Bom,Ceará,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/corpo-emerso-percurso-oscilante-da-serie-canais-do-aparelho-humano-2/,,Nanquim e cabelo sobre papel de arroz,Doação,MVM0107,Brasil,Herbert Roli,"“Corpo emerso percurso oscilante”, da série “Canais do Aparelho Humano”",,Herbert Rolim,,,Desenho,"""Inv.107-mvm"" (atribuído pelo MVM).",,,,,
Fortaleza,02 Artes Visuais/Cinematográfica > 02.2 Desenho,,2002,"Obra: 59,5 x 83,5 cm",39305,Bom,Ceará,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/exiguos-tentaculos-das-coisas-amalgamas-do-homem-da-serie-canais-do-aparelho-humano-2/,,Nanquim e cabelo sobre papel de arroz,Doação,MVM0106,Brasil,Herbert Roli,"“Exíguos tentáculos das coisas amálgamas do homem”, da série “Canais do Aparelho Humano”",,Herbert Rolim,,,Desenho,"""Inv.106-mvm"" (atribuído pelo MVM).",,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,abril de 1999,1999,"Obra: 59,5 x 83,5 cm",39304,Bom,Santa Catarina,Ruy Von Kronbauer,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-50/,“Ruy Kronbauer” (cid),"Mista (colagens, papeis diversos)",Doação,MVM0105,Brasil,Ruy Kronbauer,Sem título,,"Camadas do Tempo, de Ruy Kronbauer | Artistas catarinenses no acervo do Museu Victor Meirelles",,,,"""Inv.105-mvm"" (atribuído pelo MVM).",,,"Três rostos de figuras humanas (dois em cse e um em ebc), duas formas que remetem à ideia de coração estilizado (csd) e dois quadriláteros inscritos em um quadrado (cid).",,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,,,"Obra: 70,2 x 98,1 cm",39303,Bom,Paraná,Elisa Kiyoko Gunz,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-49/,,Grafite sobre cartolina,Doação,MVM0104,Brasil,Elisa Gunz,Sem título,,Desenhos,,,Desenho,"""Inv.104-mvm"" (atribuído pelo MVM).",,,Emaranhado de linhas circulares em grafite (c).,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,2004,2002-2004,"Capa e encarte: 14,0 x 14,0 cm Duração total dos registros sonoros:",39302,Bom,Santa Catarina,Maria Raquel da Silva Stolf,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/fora-do-ar-3/,,Multimídia e impressão sobre papel,Doação,MVM0103,Brasil,Raquel Stolf,“Fora [do ar]”,,Artistas catarinenses no acervo do Museu Victor Meirelles,,,,"""Inv.103-mvm"" (atribuído pelo MVM).",,,,,
Florianópolis,10 Comunicação > 10.1 Documento,junho de 1998,,"Obra: 14,0 x 32,5 cm",39301,Bom,Santa Catarina,Yara Rondon Guasque Araújo,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/das-caixas-2/,,Xilogravura e tipografia sobre papel,Doação,MVM0102,Brasil,Yara Guasque,“Das caixas”,,"Das Caixas, de Yara Guasque",,,Livro de artista,"""Inv.102-mvm"" (atribuído pelo MVM). Ficha do Autor n° 021.",,,"14 páginas de 14 x 32,5 cm cada/ frente e verso",,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.2 Desenho,,,"Obra: 32,5 x 45,0 cm",39300,Bom,Santa Catarina,Aldo João Nunes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-48/,,Grafite sobre papel,Doação,MVM0101,Brasil,Aldo Nunes,Sem título,,Museu Victor Meirelles: Entrelaços,,,Desenho,"""Inv.101-mvm"" (atribuído pelo MVM).",,,,,
