Autor,Classificação,Data de produção,Denominação,Document,Estado de conservação,Link do Item,Local de produção,Modo de aquisição,Número de registro,Resumo descritivo,Título,Material/Técnica
Não identificado,10 Comunicação > 10.1 Documento,[192-],Fotografia,13924,Ruim,http://museuvillalobos.acervos.museus.gov.br/fotografias/grupo-nao-identificado/,,Doação,1980.16.005,,Grupo não identificado,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,[192-],Fotografia,15473,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/domitildes-santos-monteiro-avo-materna-de-villa-lobos/,,Doação,1980.16.003,,"Domitildes Santos Monteiro, avó materna de Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1920,Fotografia,13926,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/othon-irmao-cacula-de-villa-lobos/,,Doação,1991.16.006,,"Othon, irmão caçula de Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1913,Fotografia,13950,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/carmen-irma-de-villa-lobos/,,Doação,1991.16.005,,"Carmen, irmã de Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1908,Fotografia,13952,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-27/,,Doação,1982.16.136,,Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1898,Fotografia,13954,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/copia-reprografica-xerox-do-livro-de-luiz-paulo-horta-com-a-seguinte-legenda-heitor-villa-lobos-com-um-ano-de-idade-rio-1898/,,Doação,2003.16.082,,"Cópia reprográfica (Xerox) do livro de Luiz Paulo Horta com a seguinte legenda: “Heitor Villa-Lobos com um ano de idade, Rio. 1898”",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1898,Fotografia,13956,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/raul-villa-lobos-pai-de-heitor-villa-lobos/,,Doação,1982.16.029,,"Raul Villa-Lobos, pai de Heitor Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,07/04/2002,Fotografia,13958,,http://museuvillalobos.acervos.museus.gov.br/fotografias/copia-xerox-da-capa-da-revista-orquestra-sinfonica-petrobras-pro-musica-festival-villa-lobos-abertura-da-temporada-2002-theatro-municipal-do-rio-de-janeiro-07-de-abril-de-2002/,,Doação,2003.16.086,,Cópia Xerox da capa da revista “Orquestra Sinfonica Petrobras Pró Música/Festival Villa-Lobos/Abertura da temporada 2002/Theatro Municipal do Rio de Janeiro/07 de abril de 2002”,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Julho de 1978,Fotografia,13960,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/arminda-sentada-a-mesa-de-trabalho-na-1a-sede-do-museu-villa-lobos-na-rua-da-imprensa-no16-9o-andar-do-antigo-palacio-da-cultura-entao-sede-do-mec/,,Doação,2004.16.065,,"Arminda, sentada a mesa de trabalho, na 1ª sede do Museu Villa-Lobos, na Rua da Imprensa nº16 - 9º andar do antigo Palácio da Cultura (então sede do MEC)",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,11/06/1977,Fotografia,13962,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/luiz-guimaraes-falando-em-homenagem-a-lucilia/,,Doação,2004.16.140,,"Luiz Guimarães, falando em homenagem a Lucilia",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,26/05/1965,Fotografia,13964,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/lucilia-guimaraes-villa-lobos-cortando-bolo-de-aniversario/,Brasil,Doação,2004.16.114,No verso manuscrito “Aniversário de Maninha 26-5-1965”.,"Lucília Guimarães Villa-Lobos, cortando bolo de aniversário",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,10/04/1962,Fotografia,13966,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/carlos-lacerda-e-arminda-villa-lobos-inauguram-escola-primaria-heitor-villa-lobos-da-secretaria-geral-de-educacao-e-cultura-do-estado-da-guanabara-em-padre-miguel/,Brasil > Rio de Janeiro,Doação,1982.16.147,,"Carlos Lacerda e Arminda Villa-Lobos inauguram Escola Primária Heitor Villa-Lobos, da Secretaria Geral de Educação e Cultura do Estado da Guanabara, em Padre Miguel",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,10/04/1962,Fotografia,13968,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/carlos-lacerda-e-arminda-inauguram-escola-primaria-heitor-villa-lobos-da-secretaria-geral-de-educacao-e-cultura-do-estado-da-guanabara-em-padre-miguel/,,Doação,1980.16.146,,"Carlos Lacerda e Arminda inauguram Escola Primária Heitor Villa-Lobos, da Secretaria Geral de Educação e Cultura do Estado da Guanabara, em Padre Miguel",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,17/11/1961,Fotografia,13970,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/missa-do-2a-aniversario-de-falecimento-de-villa-lobos-2/,,Doação,2004.16.099,"Hermenegilda e Arminda sentadas, de pé à esq. Manuel Bandeira, à dir. Arnaldo Estrella, Marcos Romero e Octacílio Braga entre outros não identificados. Igreja da Candelária: No verso, manuscrito “Missa na Candelária às 9: 30 horas no dia 17-11-61”",Missa do 2ª aniversário de falecimento de Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,17/11/1961,Fotografia,13972,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/missa-do-2a-aniversario-de-falecimento-de-villa-lobos/,,Doação,2004.16.098,"Hermenegilda e Arminda sentadas, de pé à esq. Manuel Bandeira, à dir. Arnaldo Estrella, Marcos Romero e Octacílio Braga entre outros não identificados. Igreja da Candelária. No verso, manuscrito “Missa na Candelária às 9: 30 horas no dia 17-11-61”",Missa do 2ª aniversário de falecimento de Villa-Lobos.,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Outubro de 1960,Fotografia,13974,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/da-dir-para-esq-oldemar-dinorah-oscar-lucilia-e-luiz/,Brasil > Rio de Janeiro,Doação,2004.16.130,,"Da dir. para esq.: Oldemar, Dinorah, Oscar, Lucilia e Luiz",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Outubro de 1960,Fotografia,13976,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/lucilia-guimaraes-villa-lobos-e-sua-familia/,Brasil,Doação,2004.16.103,"Da dir. para esq.: Dinorah - irmã (1ª), Oscar Guimarães - irmão (2º), Yacyra - esposa de Luiz (3ª), Lucília Guimarães Villa-Lobos (4ª), Luiz Guimarães - irmão(5º), Oldemar Guimarães - irmão (6º) e Lourdes - esposa de Oldemar(7ª).",Lucília Guimarães Villa-Lobos e sua família,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,18/11/1959,Fotografia,13978,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/missa-de-7o-dia-na-igreja-da-candelaria/,,Doação,2004.16.017,,Missa de 7º dia na Igreja da Candelária,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,18/11/1959,Fotografia,13980,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/flagrante-do-enterro-de-villa-lobos-no-cemiterio-sao-joao-batista/,,Doação,2004.16.016,,"Flagrante do enterro de Villa-Lobos, no Cemitério São João Batista",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,18/11/1959,Fotografia,13982,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/flagrante-do-enterro-de-villa-lobos-no-cemiterio-sao-joao-batista-acompanhando-o-caixao-o-ministro-clovis-salgado-e-o-prefeito-sa-freire-alvim-entre-outros/,,Doação,2004.16.015,,"Flagrante do enterro de Villa-Lobos, no Cemitério São João Batista. Acompanhando o caixão o ministro Clóvis Salgado e o Prefeito Sá Freire Alvim, entre outros",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,18/11/1959,Fotografia,13984,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/enterro-de-villa-lobos/,,Doação,2004.16.014,,Enterro de Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,18/11/1959,Fotografia,13986,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/saida-do-caixao-do-theatro-municipal-para-o-cemiterio-sao-joao-batista-cortejo-na-cinelandia/,,Doação,2004.16.013,,Saída do caixão do Theatro Municipal para o cemitério São João Batista. Cortejo na Cinelândia,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,18/11/1959,Fotografia,13988,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/velorio-de-villa-lobos-saida-do-caixao/,,Doação,2004.16.012,,"Velório de Villa-Lobos, saída do caixão",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,18/11/1959,Fotografia,13990,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/externa-do-theatro-municipal-do-rio-de-janeiro-durante-velorio-de-villa-lobos/,,Doação,1987.16.052,,Externa do Theatro Municipal do Rio de Janeiro durante velório de Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,18/11/1959,Fotografia,13992,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/externa-do-theatro-municipal-do-rio-de-janeiro-durante-velorio-de-villa-lobos-ao-fundo-a-biblioteca-nacional/,,Doação,1987.16.051,,"Externa do Theatro Municipal do Rio de Janeiro durante velório de Villa-Lobos. Ao fundo, a Biblioteca Nacional",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,18/11/1959,Fotografia,13994,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-no-caixao-e-arminda/,,,1987.16.050,,Villa-Lobos no caixão e Arminda,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,17/11/1959,Fotografia,13996,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/velorio-de-villa-lobos-theatro-municipal-do-rio-de-janeiro/,,Doação,2004.16.011,,Velório de Villa-Lobos. Theatro Municipal do Rio de Janeiro,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,17/11/1959,Fotografia,13998,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/velorio-de-villa-lobos-da-dir-para-esq-octacilio-de-souza-braga-nao-identificados-julieta-strutt-arminda-theatro-municipal-do-rio-de-janeiro/,,Doação,2004.16.010,,"Velório de Villa-Lobos. Da dir. para esq.: Octacílio de Souza Braga, não identificados, Julieta Strutt, Arminda. Theatro Municipal do Rio de Janeiro",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,17/11/1959,Fotografia,14000,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/velorio-de-villa-lobos-da-dir-para-esq-octacilio-de-souza-braga-nao-identificado-nao-identificada-arminda-theatro-municipal-do-rio-de-janeiro/,,Doação,2004.16.009,,"Velório de Villa-Lobos. Da dir. para esq.: Octacílio de Souza Braga, não identificado, não identificada, Arminda. Theatro Municipal do Rio de Janeiro",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,14/07/1959,Fotografia,14002,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-no-theatro-municipal-do-rio-de-janeiro-por-ocasiao-da-entrega-da-medalha-carlos-gomes/,Brasil > Rio de Janeiro,Doação,1977.16.234,,"Villa-Lobos no Theatro Municipal do Rio de Janeiro, por ocasião da entrega da medalha Carlos Gomes",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,12/07/1959,Fotografia,15299,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-com-dora-vasconcellos-e-marina-de-barros/,,Doação,p|,,Villa-Lobos e Arminda com Dora Vasconcellos e Marina de Barros,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,12/07/1959,Fotografia,14006,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-concedendo-autografo-em-seu-ultimo-concerto-dora-vasconcelos-segurando-bolsa-e-luva-e-nao-identificados-em-bear-mountain/,EUA,Doação,1977.16.313,,"Villa-Lobos concedendo autógrafo em seu último concerto, Dora Vasconcelos, segurando bolsa e luva, e não identificados em Bear Mountain",Fotografia colorida
Não identificado ,10 Comunicação > 10.1 Documento,12/07/1959,Fotografia,14008,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-arminda-e-nao-identificados-no-ultimo-concerto-do-compositor-em-bear-mountain/,,Doação,1977.16.216,,"Villa-Lobos, Arminda e não identificados no último concerto do compositor, em Bear Mountain",Fotografia colorida
Não identificado ,10 Comunicação > 10.1 Documento,12/07/1959,Fotografia,14010,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-arminda-e-dora-vasconcellos-no-ultimo-concerto-do-compositor-em-bear-mountain/,,Doação,1977.16.215,,"Villa-Lobos, Arminda e Dora Vasconcellos no último concerto do compositor, em Bear Mountain",Fotografia colorida
Não identificado ,10 Comunicação > 10.1 Documento,09/07/1959,Fotografia,14012,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-junto-a-orquestra-sinfonica-do-recife/,Brasil > Recife,Doação,1980.16.141,"No verso, encontra-se carimbado “Oferta da Diretoria de documentação e cultura da Prefeitura Municipal de Recife”.",Villa-Lobos junto a Orquestra Sinfônica do Recife,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,09/07/1959,Fotografia,14014,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/cartao-postal-com-nancy-e-dr-quan-medico-de-villa-lobos-numa-gondola/,,Doação,1980.16.139,"No verso, datilografado “Maestro e MMe H. Villa-Lobos. Hotel Alrae, E, 64th St. New York, N.Y. USA. Airmail” e manuscrito “Veneza 9 july 59. Mes Chers amis. Votre santés se poussant j’espère Nous nous amusons beaucoup mais vous nous avavez manqués. Love for everybody. Nancy + Stuart Quan”.","Cartão postal com Nancy e Dr. Quan, médico de Villa-Lobos, numa gôndola",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,26/05/1959,Fotografia,14016,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-com-partitura-do-quarteto-de-cordas-no-12-a-sua-frente/,,Doação,1982.16.115,,Villa-Lobos com partitura do Quarteto de Cordas nº 12 à sua frente,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,14/04/1959,Fotografia,14018,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-9/,,Doação,1980.16.162,"No verso, manuscrito: “Última gravação de Villa-Lobos - “Floresta do Amazonas” - 14-4-1959. New York”",Villa-Lobos e Arminda,Fotografia colorida
Não identificado ,10 Comunicação > 10.1 Documento,[07/04/1959],Fotografia,14020,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-entre-seu-medico-stuart-quan-a-esq-e-seu-advogado-howard-stern-na-residencia-de-marina-e-jayme-de-barros/,,Doação,1982.16.011,,"Villa-Lobos entre seu médico Stuart Quan - à esq. - e seu advogado Howard Stern, na residência de marina e Jayme de Barros",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,07/04/1959,Fotografia,14022,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/arminda-dr-stuart-quan-e-nao-identificados-na-residencia-de-marina-e-jayme-de-barros/,,Doação,2003.16.103,,"Arminda, Dr. Stuart Quan e não identificados, na residência de Marina e Jayme de Barros",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,07/04/1959,Fotografia,14024,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/bidu-sayao-entre-nao-identificados/,,Doação,2002.16.164,,Bidú Sayão entre não identificados,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,07/04/1959,Fotografia,14026,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/marina-de-barros-esposa-do-embaixador-jayme-de-barros-em-sua-residencia-com-bidu-sayao/,,Doação,1977.16.306,,"Marina de Barros, esposa do embaixador Jayme de Barros, em sua residência, com Bidú Sayão",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,07/04/1959,Fotografia,14028,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-arminda-e-bidu-sayao-na-residencia-de-marina-de-padua-e-seu-marido-embaixador-jayme-de-barros/,,Doação,1977.16.232,,"Villa-Lobos, Arminda e Bidu Sayão, na residência de Marina de Pádua e seu marido, embaixador Jayme de Barros",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14030,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-arminda-e-o-maestro-w-brailowsky-navio-united-states-trajeto-paris-nova-york-4/,,Doação,1983.16.116,,"Villa-Lobos, Arminda e o maestro W. Brailowsky, navio United States. Trajeto Paris - Nova York",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14032,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-arminda-e-o-maestro-w-brailowsky-de-oculos-a-esq-navio-united-states-trajeto-paris-nova-york/,,Doação,1983.16.067,,"Villa-Lobos, Arminda e o maestro W. Brailowsky, de óculos - à esq. - navio United States. Trajeto Paris - Nova York",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14034,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-arminda-e-o-maestro-w-brailowsky-navio-united-states-trajeto-paris-nova-york-3/,,Doação,1983.16.065,,"Villa-Lobos, Arminda e o maestro W. Brailowsky, navio United States. Trajeto Paris - Nova York",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14036,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-durante-a-gravacao-da-floresta-do-amazonas-2/,,,1982.16.237.9,,Villa-Lobos durante a gravação da ‘Floresta do Amazonas’,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14038,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-durante-a-gravacao-da-floresta-do-amazonas/,,,1982.16.237.11,,Villa-Lobos durante a gravação da ‘Floresta do Amazonas’,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14040,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/bidu-sayao-durante-a-gravacao-da-floresta-do-amazonas/,,,1982.16.236.22,,Bidú Sayão durante a gravação da ‘Floresta do Amazonas’,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14042,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-durante-a-gravacao-da-floresta-do-amazonas-2/,,,1982.16.236.21,,Villa-Lobos regendo durante a gravação da ‘Floresta do Amazonas’,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14044,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-durante-a-gravacao-da-floresta-do-amazonas/,,,1982.16.236.1,,Villa-Lobos regendo durante a gravação da ‘Floresta do Amazonas’,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14046,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-arminda-e-o-maestro-w-brailowsky-navio-united-states-trajeto-paris-nova-york-2/,,Doação,1982.16.204,,"Villa-Lobos, Arminda e o maestro W. Brailowsky, navio United States. Trajeto Paris - Nova York",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14048,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-beijando-bidu-sayao-durante-a-gravacao-de-floresta-do-amazonas/,,Doação,1982.16.170,"No verso do original, entre outras informações manuscritas, tem “(último disco gravado por V L)” e na reprodução da biblioteca tem uma etiqueta datilografada “Em 1959, Bidú Sayão, já afastada da vida artística, volta para a gravação da Floresta do Amazonas, sob a regência de seu autor, Villa-Lobos, que rege a orquestra novaiorquina da época chamada Symphony of the Air. É a última aparição da soprano.”",Villa-Lobos beijando Bidu Sayão durante a gravação de “Floresta do Amazonas”,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14050,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-sua-sobrinha-a-pianista-sonia-maria-strutt-no-hotel-alrae/,,Doação,1982.16.012,,"Villa-Lobos e sua sobrinha a pianista Sônia Maria Strutt, no Hotel Alrae",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14052,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/embaixador-jayme-de-barros-sua-esposa-marina-de-barros-carregando-um-bolo-de-aniversario-arminda-de-costas-sonia-maria-strutt-e-villa-lobos/,,Doação,1977.16.320,,"Embaixador Jayme de Barros, sua esposa Marina de Barros carregando um bolo de aniversário, Arminda, de costas, Sonia Maria Strutt e Villa-Lobos",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14054,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/da-dir-para-esq-bidu-sayao-marina-de-barros-a-pianista-sonia-maria-strutt-sobrinha-de-arminda-e-olga-praguer-coelho/,,Doação,1977.16.319,,"Da dir. para esq.: Bidú Sayão, Marina de Barros, a pianista Sonia Maria Strutt, sobrinha de Arminda, e Olga Praguer Coelho",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14056,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/embaixador-jayme-de-barros-em-sua-residencia-e-nancy-quan-esposa-do-dr-stuart-quan-medico-de-villa-lobos/,,Doação,1977.16.318,,"Embaixador Jayme de Barros, em sua residência, e Nancy Quan, esposa do Dr. Stuart Quan - médico de Villa-Lobos",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14058,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/howard-stern-advogado-de-villa-lobos-e-o-embaixador-jayme-de-barros-em-sua-residencia/,,Doação,1977.16.317,,"Howard Stern, advogado de Villa-Lobos, e o embaixador Jayme de Barros em sua residência",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14060,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/arminda-e-marina-de-barros-em-sua-residencia/,,Doação,1977.16.316,,Arminda e Marina de Barros em sua residência,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14062,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/marina-de-barros-seu-marido-o-embaixador-jayme-de-barros-e-nancy-esposa-do-dr-suart-quan-medico-de-villa-lobos/,,Doação,1977.16.315,,Marina de Barros seu marido o embaixador Jayme de Barros e Nancy esposa do Dr. Suart Quan médico de Villa-Lobos,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14064,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-vestidos-para-o-jantar-oferecido-pelo-comandante-do-navio-united-states-trajeto-paris-nova-york/,,Doação,1977.16.235,,Villa-Lobos e Arminda vestidos para o jantar oferecido pelo comandante do navio United States. Trajeto Paris - Nova York,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14066,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-bidu-sayao-durante-a-gravacao-da-floresta-do-amazonas/,,Doação,1977.16.233,,"Villa-Lobos e Bidu Sayão, durante a gravação da “Floresta do Amazonas”",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14068,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-arminda-e-o-maestro-w-brailowsky-navio-united-states-trajeto-paris-nova-york/,,Doação,1977.16.231,,"Villa-Lobos, Arminda e o maestro W. Brailowsky, navio United States. Trajeto Paris - Nova York",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Abril de 1959,Fotografia,14070,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-dancando-com-sonia-maria-strutt/,,Doação,1977.16.312,,Villa-Lobos dançando com Sônia Maria Strutt,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,04/03/1959,Fotografia,14072,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-arminda-dora-vasconcellos-e-abe-stark-presidente-do-conselho-de-nova-york-representando-robert-wagner-prefeito-da-cidade-de-nova-york-na-entrega-do-diploma-de-excepcio/,,Doação,1977.16.240,,"Villa-Lobos, Arminda, Dora Vasconcellos e Abe Stark - presidente do Conselho de Nova York -, representando Robert Wagner - prefeito da cidade de Nova York -, na entrega do diploma de ‘excepcional serviço’ ao compositor, por ocasião de seu 70º aniversário",Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Março de 1959,Fotografia,14074,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-8/,,Doação,1983.16.119,,Villa-Lobos e Arminda,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Março de 1959,Fotografia,14076,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-ensaiando-a-schola-cantorum-para-apresentacao-de-mandu-carara/,,Doação,1977.16.321,,Villa-Lobos ensaiando a Schola Cantorum para apresentação de “Mandú-Çárárá”,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Março de 1959,Fotografia,14078,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-sua-sobrinha-a-pianista-sonia-maria-strutt/,,Doação,1977.16.239,,Villa-Lobos e sua sobrinha a pianista Sônia Maria Strutt,Fotografia em preto e branco; papel
Não identificado ,10 Comunicação > 10.1 Documento,Março de 1959,Fotografia,14080,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-com-sua-sobrinha-a-pianista-sonia-maria-strutt-e-milne-charnley-ou-dr-stuart-quan-no-alrae-hotel-2/,,Doação,1977.16.214,,"Villa-Lobos com sua sobrinha, a pianista Sonia Maria Strutt e Milne Charnley ou Dr. Stuart Quan, no Alrae Hotel",Fotografia em preto e branco; papel
