Altura (cm),Autor,Características Estilísticas,Características Iconográficas/Ornamentais,Características técnicas,Classificação,Data de produção,Denominação,Document,Largura (cm),Link do Item,Local de produção,Material,Número de registro,Profundidade (cm),Resumo Descritivo,Técnica,Dados históricos,Referências Bibliográficas/Arquivísticas,Temas,Diâmetro (cm),Título,Comprimento (cm),Conjunto com n°,Marcas/Inscrições,Espessura (cm),Peso (Kg)
21,Não identificado,"Peça com características da escultura mineira, datável do século XVIII, de fatura inexpressiva, mas de bom tratamento anatômico.",Pode tratar-se de uma representação de Nossa Senhora do Rosário.,"Peça de tamanho reduzido, esculpida em madeira (cedro), em duas partes, com encaixe entre a base e a peanha; o escurecimento da peça não permite determinar com precisão as cores da policromia, mas existe aplicação de vermelho (manto e asas de dois anjos), bege (carnação), marrom (nos cabelos); resquícios de aplicação de douramento no mantelete; pino em ferro fundido.",02 Artes Visuais/Cinematográfica > 02.3 Escultura,Século XVIII,Escultura Religiosa,29772,"10,5",http://museuregionaldesaojoaodelrei.acervos.museus.gov.br/acervo_museologico/escultura-religiosa-15/,Brasil > Minas Gerais,Folha de Ouro | Madeira | Tinta,24,"5,5","Figura feminina, meia-idade, de pé sobre uma base atributiva, em posição frontal, com a cabeça erguida, ligeiramente inclinada à direita, para onde direciona seu olhar; de cabelos compridos, parcialmente cobertos por um véu curto; tem o braço esquerdo dobrado à frente, mão aberta sustentando uma dobra do manto, onde se encontra um pino metálico, para a fixação do Menino Jesus (inexistente); não tem o braço direito; perna direita levemente flexionada, e a esquerda reta; pés ocultados pela túnica. Vestida com túnica de cor escura, mantelete curto, abotoado á frente, e manto avermelhado, cobrindo a parte inferior do corpo e dobrado junto á mão esquerda, de onde cai lateralmente. Base atributiva em forma de forma de tufos de nuvens, onde aparecem três cabeças de anjos, com asas inferiores, sendo vermelhas as asas dos anjos dos extremos, e escura (provavelmente azul) a do anjo central. Peanha de forma de escócia, de laterais em moldura meia-cana invertida, de quinas chanfradas, faltando praticamente a metade esquerda.",Douramento | Entalhe | Policromia,,,,,“Nossa Senhora”,,,,,
"73,5 (geral)",Não identificado,"Belo conjunto escultórico, com imagens de fatura erudita e delicada, com esmero na policromia e douramento. Figuras de tratamento anatômico correto, com o Cristo esbelto, de membros bem torneados, com o panejamento do perizônio bem movimentado, com concheado que se abre ao meio. Madalena e S. João com panejamento movimentado e bem solucionado, imprimindo ao conjunto uma composição elegante. Estas duas imagens, a julgar pelo colorido da policromia e sua padronagem, devem tratar-se de esculturas de origem baiana, datáveis da segunda metade do século XVIII. Já a imagem de Cristo, com o panejamento do perizônio em forma de concheado, já é uma peça de origem certamente mineira.","Iconografia: A crucificação de Jesus é relatada pelos quatro evangelistas, mas somente João (19, 25-27) indica as pessoas que estavam próximas a cruz: “sua mãe, a irmã dela, Maria, mulher de Clopas, e Maria Madalena. Jesus, então, vendo sua mãe e, perto dela, o discípulo a quem amava, disse à sua mãe: ´Mulher, eis o seu filho!`Depois disse ao discípulo: ´Eis a tua mãe`”. Passagem que serviu de inspiração para os artistas comporem a cena da crucificação, que só veio a ocorrer, no Ocidente, somente a partir dos séculos XI e XII, quando o Cristo crucificado aparece rodeado de sua mãe e de João. A arte italiana amplia a cena, multiplicando os personagens e dando-lhes vida. Alem de N. Sra., ás vezes consolada por mulheres e por S. João, entra em cena a figura de Madalena arrependida ao pé da cruz, às vezes, segurando os pés do crucificado. (1)","Escultura em várias partes de madeira (cedro), encaixadas: Crucificado em três partes, com encaixe nos ombros; cruz em duas partes, com encaixe na junção das traves; encaixada na base; Madalena e S. João esculpidos à parte, e encaixados na base; base em um só bloco de madeira; policromia em azul, vermelho, bege (nas carnações), verde, marrom, amarelo, branco, preto. Douramento com esgrafito e punções. Madalena e S. João com olhos de vidro e furo na cabeça para resplendor. Cravos em madeira.",02 Artes Visuais/Cinematográfica > 02.3 Escultura,Século XVIII > [entre 1751 e 1800],Grupo Escultórico Religioso,29764,33 (geral),http://museuregionaldesaojoaodelrei.acervos.museus.gov.br/acervo_museologico/grupo-escultorico-religioso/,Brasil > Minas Gerais,Folha de Ouro | Madeira | Tinta,23,"15,5","Conjunto escultórico composto por três imagens: do Senhor Crucificado, pregado a cruz por três cravos, em posição frontal, com a cabeça tombada à esquerda; de cabelos compridos, com uma mecha caída pela frente; de olhos fechados, de bigode fino e barba comprida, com a ponta bipartida; tem os braços estendidos em ""Y"", com as mãos semi-fechadas; toráx com as costelas bem demarcadas, e com a chaga do lado direito do peito; pernas dobradas, com o pé direito sobreposto ao esquerdo. Vestido com perizônio branco seguro por duplo cordão, de dobra ao meio e laço comprido pendido pela esquerda. Cruz em árvore da vida com os nós ressaltados, pintada de verde. Maria Madalena, a esquerda, jovem, ajoelhada, em posição de perfil, com a cabeça erguida e olhos direcionados para o alto; cabelos compridos, em tom morrom, terminados em pontas, duas delas pela frente; tem o braço esquerdo erguido e a mão (inexistente) deveria segurar a cruz; braço direito abaixado, flexionado, sem a mão. Perna esquerda alta, dobrada; perna direita dobrada, com joelho apoiado ao chão. Veste uma túnica azul, cingida na cintura, de decote largo, com gola, punhos e barra em faixa dourada, com confetes; padronagem em motivos fitomorfos dourados grandes; a túnica deixa entrever a ponta do pé esquerdo, calçado por sandália marrom; manto dourado, com motivos florais brancos e punções de estrelas, e forro azul com mesma padronagem da túnica, cobrindo a perna direita, subindo pelas costas e enrolando-se no braço esquerdo.  São João Evangelista, a direita, também jovem, de pé, em posição de perfil, com a cabeça erguida, olhos direcionados ao alto; cabelos compridos, marrons, terminados em pontas menores; tem o braço direito erguido e flexionado, com a mão junto à cruz; braço esquerdo estendido lateralmente, com a mão segurando um livro fechado, de capa vermelha e meia-cana dourada. Perna direita dobrada e a esquerda reta, com pés descalços, em angulo. Veste uma túnica azul cingida na cintura, de gola ampla, com padronagem idêntica à de Madalena; manto vermelho, com padronagem em motivos florais dourados grandes, envolvendo a parte inferior do corpo e enrolando-se no braço esquerdo. Base em forma de calvário, com saliências e reentrâncias imitando rochas, com uma gruta na parte inferior frontal. Pintura em verde, com tos vermelhos e amarelos.",Douramento | Entalhe | Policromia,,"DUCHET-SUCHAUX, Gaston e PASTOREAU, Michel. La Bíblia y los Santos. Madrid, Alianza Editorial, 1996.",Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,,“Calvário”,,,,,
29,Não identificado,"Trata-se de uma escultura de fatura comum, de composição inexpressiva, naturalismo no tratamento anatômico, datável da 1a metade do século XVIII, de origem certamente brasileira.","Iconografia: As representações em separado do Menino Jesus (não no colo da Virgem Maria, como é usual) são apreciadas a partir da Idade Média. Nelas, ele brinca com um pássaro ou segura um cacho de uvas. As representações do Menino acompanhado do globo terrestre (o Menino Deus, como são denominadas), já antes usual, só ganha grande popularidade no século XVI, difundidas especialmente na Itália e na Espanha. Nelas, o Menino aparece geralmente nú, de pé, tendo a mão direita de abençoar e a outra levando o globo terrestre. (1)","Peça esculpida em madeira (cedro), composta de três partes, com encaixe no ombro direito do menino e na base; policromia em bege (carnação), marrom, branco, azul, verde e vermelho (base); douramento na cruz e nas estrelas do globo.",02 Artes Visuais/Cinematográfica > 02.3 Escultura,Século XVIII > [entre 1701 e 1750],Escultura Religiosa,29756,11,http://museuregionaldesaojoaodelrei.acervos.museus.gov.br/acervo_museologico/escultura-religiosa-14/,Brasil > Minas Gerais,Folha de Ouro | Madeira | Tinta,22,9,"Figura de um menino nu, de pé sobre um globo, em posição frontal, com a cabeça erguida, olhos direcionados a frente; cabelos curtos em várias mechas onduladas; sobrancelhas levemente demarcadas, boca fechada e faces cheias; tem os braços flexionados a frente, mão esquerda segurando uma esfera azulada, arrematada por cruz latina dourada; mão direita de abençoar; pernas retas, com os pés paralelos; O menino encontra-se de pé sobre um globo terrestre azulado, com relevo de estrelas douradas, este sobre uma base em peanha de molduras arredondadas, pintada de vermelho.",Douramento | Entalhe | Policromia,,"HENZ-MOHR, Gerd. Dicionário dos símbolos. São Paulo, Paulus, 1994.",Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,,“Menino Jesus”,,,,,
40,Não identificado,"Objeto de manufatura erudita, com características do estilo barroco.","Ornatos: querubins, “puttis”, nuvem estilizada","Objeto confeccionado em madeira entalhada, pintada e dourada, composto por anjo central inserido em nuvem e cercado por querubins e “puttis”.",02 Artes Visuais/Cinematográfica > 02.3 Escultura,Século XVIII,Relevo Religioso,29744,10,http://museuregionaldesaojoaodelrei.acervos.museus.gov.br/acervo_museologico/relevo-religioso/,[Portugal?],Folha de Ouro | Madeira | Tinta,21,,"Relevo religioso confeccionado em madeira entalhada, pintada e dourada, de manufatura erudita, com representação de Anjo Glorioso. Objeto com representação de anjo, ao centro, feita através de figura masculina, jovem, de pé, com corpo em posição frontal (movimentada), tendo a cabeça voltada à direita, cabelos semi-longos e estriados, em tom castanho escuro, com mechas em “SS” esvoaçantes e voltadas para trás. Apresenta rosto redondo, tez em tom bege escuro, testa curta, olhos castanhos, nariz pequeno, boca entreaberta com lábios em tom vermelho, queixo duplo e pescoço comprido. Tem o seu ombro direito à mostra e traja túnica com mangas 3/4, nos tons verde e vermelho, ornada por motivos florais em dourado. Túnica sobreposta por manto esvoaçante. Panejamento movimentado. Tem seu braço esquerdo elevado, com a mão segurando a extremidade de faixa dourada atravessada à sua frente, na altura da barriga, e seu braço direito estendido para baixo e posicionado ligeiramente mais atrás, segurando com a mão a outra extremidade da faixa. Apresenta pernas flexionadas, estando a sua perna esquerda apoiada sobre a sua perna direita. Pés calçados com botas douradas com os dedos à mostra. Figura composta por asas douradas dispostas nas costas, mais à esquerda, com entalhe estriado. Anjo em glória inserido em nuvem estilizada, em tom azul e dourado, encimado por par de querubins, arrematado na parte inferior por outros três querubins e ladeado por quatro anjos (“puttis”), dispostos dois de cada lado. Os querubins e “puttis” que cercam o Anjo Glorioso, totalizando nove representações, encontram-se dispostos da seguinte forma: na parte superior, par de querubins com rostos redondos, de perfil, com as cabeças voltadas ao centro, se entreolhando, tendo cabelos curtos e cacheados, olhos amendoados, narizes arrebitados, bocas pequenas em tom vermelho, bochechas salientes e asas em tom azul escuro e dourado; na parte inferior, três querubins com as mesmas características dos querubins superiores, estando o querubim central com o rosto inclinado à esquerda, o querubim à esquerda com a cabeça direcionada ao centro (ambos se entreolham), e o terceiro querubim com a cabeça voltada à direita; na lateral direita, “putti” representado de corpo inteiro, com a parte superior do corpo retorcida e com a cabeça voltada à esquerda, tendo corpo roliço, envolto na cintura por tecido dourado, com panejamento movimentado, e mãos em posição de oração. Logo abaixo, figura de anjo inserido em nuvem, representado em meio corpo, com cabelos curtos e ondulados e a cabeça ligeiramente direcionada à esquerda, tendo o peito desnudo e as mãos cruzadas sobre o mesmo. Na lateral superior esquerda do objeto, representação de anjo em meio corpo, com o peito desnudo, envolto em tecido, com a cabeça voltada à direita, tendo as suas mãos entrelaçadas e cruzadas à frente. Logo abaixo, “putti” representado de corpo inteiro, desnudo, com a cabeça inclinada à direita e olhar direcionado à frente, tendo os braços flexionados e as mãos entrelaçadas e cruzadas sobre o peito. Os “puttis” e os querubins apresentam asas com vestígios de tinta azul. Parte posterior do objeto em madeira lisa e reta.",Douramento | Entalhe | Policromia,:,,Europa | Portugal | Religião | Século XIX | Século XVIII,,Anjo Glorioso,31,,,,
,Não identificado,"Peça de origem indo-portuguêsa, de execução erudita, com naturalismo no tratamento anatômico do corpo, imprimindo uma estética europeizante à imagem; esmero na execução do rosto, mãos, pés, de forma delicada; membros bem torneados, com as nervuras demarcadas; panejamento em movimento com dobra central; os cabelos ondulados e o serrilhado do perizônio são características típicas dessas esculturas em marfim; datável do século XVIII.","Iconografia: Representação tradicional do Senhor morto na Cruz, com coroa de espinhos, pregado por três cravos, com os braços estendidos em “Y”, as dobradas, com pé direito sobreposto ao esquerdo.","Peça esculpida em marfim, em quatro partes, com encaixe nos ombros e laço esquerdo do perizônio (perdido); cravos em prata fundida, presos por trás da cruz com rosca e tarrachas. Cruz recente em jacarandá, em duas partes com encaixe ao meio.",02 Artes Visuais/Cinematográfica > 02.3 Escultura,Século XVIII,Escultura Religiosa,29736,,http://museuregionaldesaojoaodelrei.acervos.museus.gov.br/acervo_museologico/escultura-religiosa-13/,Europa (Luso-Oriental),Madeira | Marfim | Metal,20,,"Representação do Senhor Morto na cruz, pregado por três cravos metálicos, em posição frontal, com a cabeça levemente tombada a esquerda, de cabelos longos, em estrias onduladas, com duas pontas caídas sobre os ombros, e uma mecha ressaltada sobre o alto; com coroa de espinhos, em dois ramos entrelaçados; olhos fechados; bigode fino, barba em volutas, bipartida abaixo do queixo. Braços estendidos em ""Y"", com as mãos abertas; toráx com costelas em ogiva e mamilos demarcados, com pequena chaga do lado direito; ventre retraído; pernas dobradas, com o pé direito sobre o esquerdo. Vestido com perizônio curto, dobrado ao centro, com as bordas serrilhadas, e seguro por duplo cordão com nó à esquerda. Cruz em traves retangulares, lisas, de borda bisotada, em madeira escura.",Entalhe | Fundição | Recorte,,,,,Crucificado,,,,,
36,Não identificado,"Peça de origem certamente mineira, datável do século XVIII ou XIX, de cunho popular, com rosto comum, de olhos e sobrancelhas pintadas, cabelos pouco detalhados; panejamento em pregas de caimento horizontal, de pouco movimento; apresenta pintura delicada de flores na túnica. Obs. Apresenta características escultóricas com o São José (no 27), principalmente no arranjo do panejamento do manto e no rosto.","Iconografia: representação provável de uma Nossa Senhora, mas sem os atributos, mas, provavelmente, levava um Menino Jesus na dobra do manto sobre a mão esquerda.","Peça esculpida em madeira (cedro), em cinco partes encaixadas: mão direita (inexistente), a peanha, as três cabeças de anjo (falta uma); policromia em azul, vermelho, bege, preto, marrom, branco; alto da cabeça com furo;",02 Artes Visuais/Cinematográfica > 02.3 Escultura,Século XIX | Século XVIII,Escultura Religiosa,29728,12,http://museuregionaldesaojoaodelrei.acervos.museus.gov.br/acervo_museologico/escultura-religiosa-12/,Brasil > Minas Gerais,Folha de Ouro | Madeira | Tinta,19,11,"Figura feminina, meia-idade, de pé, em posição frontal, cabeça erguida, com olhar abaixado; cabelos compridos e negros, parcialmente cobertos por véu; tem braços flexionados á frente, estando o direito mais alto, sem a mão; na mão esquerda sustenta uma almofada; perna direita dobrada, e a esquerda reta, com os pés ocultados. Vestida com uma túnica branca, com padronagem em motivos florais, cingida na cintura; mantelete vermelho, delimitado por friso dourado, preso à frente por firmal losangular dourado; manto azul, com confetes, dourados, contorno em friso dourado, de forro em estrias vermelhas, transpassado diagonalmente na parte inferior do corpo, e enrolado no braço esquerdo, de onde caí lateralmente. A imagem encontra-se de pé sobre uma base atributiva, em tufos de nuvens acinzentadas, com duas cabeças de anjos de asas azul (da direita) e vermelha (da esquerda); peanha de forma retangular vermelha, de quinas chanfradas e borda superior frisada.",Douramento | Entalhe | Policromia,,,,,Nossa Senhora,,,,,
"27,6",Joaquim Francisco de Assis Pereira,,"Iconografia de São Joaquim: ""Representado ancião com longas barbas, veste manto, túnica e leva às mãos, um cajado. Freqüentemente figura ao lado de Santana e da Virgem Maria Menina. Em outras representações leva à mãos um cesto com dois pombos."" (2)","Escultura confeccionada em madeira entalhada e pintada. Policromia: vinho, castanho, marrom, preto e doourado.",02 Artes Visuais/Cinematográfica > 02.3 Escultura,Século XIX,Santo,29716,"7,7",http://museuregionaldesaojoaodelrei.acervos.museus.gov.br/acervo_museologico/santo-3/,Brasil > Minas Gerais,Folha de Ouro | Madeira | Tinta,18,,"Escultura religiosa, de médio porte e manufatura erudita, confeccionada em madeira entalhada e pintada, representando São Joaquim. Figura masculina, idosa, de pé, em posição frontal, semi-calvo, com cabelos castanhos curtos e levemente ondulados, rosto comprido, testa larga, orelhas parcialmente aparentes, olhos amendoados pretos, de vidro, com sobrancelhas, cílios, barba e bigode pintados em tom castanho. Apresenta barba bipartida com terminações em caracóis e boca pequena pintada na parte interna em tinta marrom (simulando boca entreaberta). Carnação em tom bege. Traja túnica longa, cintada, de mangas compridas, em tom vinho, com gola em ""V"" ornada por friso dourado e motivos florais, em vermelho, branco e dourado. São Joaquim apresenta os braços flexionados, tendo seu braço direito voltado à frente com a mão em posição de quem segura um cajado (este inexistente). Com seu braço esquerdo carrega cesto estofado imitando palha trançada. Pés calçados com sapatos pretos aparentes. Tem sua perna direita levemente flexionada, com o pé posicionado lateralmente. Escultura apoiada sobre base octogonal escalonada pintada em marmorizado nos tons cinza e preto.",Douramento | Entalhe | Policromia,"Sobre o escultor: ""Joaquim Francisco de Assis Pereira (1813-1893)/ Assis Pereira nasceu na Vila de São João del-Rei a 24 de fevereiro de 1813, filho de Manoel Joaquim de Assis e Manoela Maria do Nascimento. Desde muito moço, dedicou-se a servir nas irmandades do Carmo e São Gonçalo Garcia, trabalhando em vários misteres do culto religioso. Homem muito religioso, sempre estava lidando nas igrejas, na ornamentação ou armação para as festas e solenidades das irmandades. Projetou a empena da capela-mor da igreja carmelita, em 1853, e a capela-mor da Igreja de São Gonçalo Garcia, no último quartel do século XIX. Foi também ourives da prata, ofício herdado do pai, tendo cinzelado resplendor para Nossa Senhora do Amparo, turíbulo e naveta para São Gonçalo, em 1857, e resplendor para a imagem de São Gonçalo em 1886. Para a Irmandade da Boa Morte fez, em 1852, os resplendores para as imagens de Deus Pai e Deus Filho, assim como a crescente que fica sob os pés da Virgem Assunta ao céu. Como entalhador, trabalhou nos acréscimos da talha oitocentista nas ilhargas da capela-mor do Carmo sanjoanense, nas talhas do forro; fez o medalhão do forro da nave, onde a Virgem do Carmo aparece ao Papa João XXII, em alto-relevo policromado. São também de sua lavra os altares laterais da mesma igreja, executados entre 1872 e 1885. Esses retábulos são de uma talha rasa, de gosto um tanto popular, estrutura pesada, verticalizados, com colunas mal desenhadas e figuras de anjos um tanto toscas./ No campo da imaginária sacra, Assis Pereira esculpiu uma imagem de São Felipe Neri (Fig. 196), que foi doada à Igreja de Nossa Senhora do Carmo, em 28 de junho de 1881. Na conta de pagamento da peça, constam os olhos de vidro, a pintura da imagem e o resplendor. Trata-se de pequena peça exposta em nicho de altar lateral da igreja, com um anjinho ao lado, rosto largo, muito personificado, com cabelos colados ao crânio e veste um pouco dura, caída verticalmente. Ainda se atribui a Assis Pereira a imagem de roca de Santo Antônio (Fig. 50), que figura no trono do altar de sua capela, na Rua Santo Antônio, tida como sua primeira peça de maior porte; as imagens de São Roque, São José, Santo André e Santa Ifigênia, pertencentes à Capela do Senhor dos Montes, no alto de uma colina da cidade; a imagem de São Loureço, da Igreja de Nossa Senhora do Rosário, e a imagem de Cristo Crucificado, no retábulo principal da capela de São Gonçalo Garcia. Aliás, esta última é documentada por um recibo, datado de 21 de agosto de 1887, no valor de 200$00 réis, tendo sido também por ele policromada. Segundo Djalma Assis, existem na família do escultor várias imagens pequenas de sua autoria. Além dessas imagens, creio que se pode atribuir a Pereira as imagens de Nosso Senhor do Triunfo (Fig. 197), da Matriz do Pilar, de São João del-Rei, e da Matriz de Nossa Senhora da Conceição, de Prados."" (1)","FILHO, Olinto Rodrigues dos Santos. ""Características Específicas e Escultores Identificados"". In COELHO, Beatriz (org.). Devoção e Arte: Imaginária Religiosa em Minas Gerais. Editora da Universidade de São Paulo. São Paulo, 2005. Pág. 148. – CUNHA, Maria José Assunção da. Iconografia Cristã. Ed. UFOP/ IPAC, Ouro Preto, 1993. Pág. 18.",Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,,São Joaquim,"11,5",,,,
"48,7",Não identificado,Objeto de manufatura erudita,Ornatos: motivos fitomorfos,"Escultura confeccionada em madeira entalhada, pintada e dourada. Policromia: verde, vermelho, castanho, cinza, bege, branco, preto.",02 Artes Visuais/Cinematográfica > 02.3 Escultura,Século XIX,Santo,29708,16,http://museuregionaldesaojoaodelrei.acervos.museus.gov.br/acervo_museologico/santo-2/,[Portugal?],Folha de Ouro | Madeira | Metal | Tinta,17,,"Escultura religiosa, de médio porte, confeccionada em madeira (cedro) entalhada, pintada e dourada, de manufatura erudita, representando São Vicente de Paula. Figura masculina, idosa, semicalva, de pé, em posição frontal, com orifício no alto da cabeça para encaixe do resplendor em metal (prata). Apresenta rosto largo, tez com carnação em tom bege escuro, cabelos curtos grisalhos e levemente ondulados, orelhas aparentes, testa larga, sobrancelhas finas e arqueadas, em tom castanho, olhos castanho, de vidro, com olhar direcionado à frente, nariz aquilino com narinas ligeiramente abertas e sulcos bem marcados, bochechas proeminentes, barba curta grisalha com leve ondulamento e boca cerrada, com lábios em tom vermelho. Traja túnica preta, de mangas compridas, ornada com motivos florais em dourado (esgrafito), tendo pregas bem marcadas na parte inferior e ornatos em dourado. Túnica sobreposta por manto semi-longo dourado, com estriados verticais bem delineados, mangas largas e compridas, arrematadas por extremidade em ponta, tendo barra ondulada na parte inferior e gola. Panejamento movimentado. Tem os pés calçados com sapatos pretos ornados com fivela. Apresenta seu braço direito flexionado, tendo a mão de dedos longilíneos em posição para segurar atributo (este inexistente). Tem seu braço esquerdo flexionado, segurando Menino Jesus, representado através de figura de criança com o corpo ligeiramente de perfil, tendo a cabeça voltada à esquerda, coberta por touca verde e vermelha, sobre cabelos lisos em tom castanho claro. Apresenta rosto redondo, tez com carnação em tom bege escuro, sobrancelhas em tom castanho claro, olhos de vidro, nariz arrebitado, maçãs do rosto avermelhadas, boca cerrada em tom vermelho e queixo duplo. Traja túnica bege com mangas ¾, deixando o peito parcialmente desnudo, tendo o corpo envolto por manta vermelha com pregas bem marcadas. Panejamento movimentado. Tem seu braço direito elevado (com a mão quebrada) e o seu braço esquerdo junto ao corpo (com dedo polegar quebrado). Escultura apoiada sobre base octogonal, pintada em tom verde. Nas costas do santo, destaca-se argola em metal.",Douramento | Entalhe | Fundição | Policromia,,,Portugal | Religião | Século XIX | Século XVIII,,São Vicente de Paula,21,,,,
"39,5",Não identificado,"Peca com características da escultura religiosa mineira, datável do século XVIII, de fatura erudita, em composição elegante, de corpo esbelto, com os rostos cheios, em N. Senhora e nos anjinhos, de cabelos em estrias finas e onduladas; panejamento em dobras em movimento muito ondulado, indicando ser uma peça já da segunda metade do século.",Representação de uma N. Senhora sem os atributos...,"Peça esculpida em madeira (cedro), em quatro partes, com encaixe nas mãos e na peanha; resquícios de policromia em azul (parte posterior do manto) e vermelha (na peanha); cabeça com furo para receber adereço (coroa); peanha com remendo posterior feito em madeira escura, parafusado.",02 Artes Visuais/Cinematográfica > 02.3 Escultura,Século XVIII,Escultura Religiosa,29696,19,http://museuregionaldesaojoaodelrei.acervos.museus.gov.br/acervo_museologico/escultura-religiosa-11/,Brasil > Minas Gerais,Madeira | Tinta,16,16,"Figura feminina, de meia-idade, em posição frontal, de pé sobre base atributiva, com a cabeça erguida, e o olhar direcionado à frente; cabelos compridos, em mechas sinuosas, com pontas caídas sobre os ombros, parcialmente cobertos por véu esvoaçante; tem os braços flexionados á frente, mas sem as mãos; perna esquerda dobrada e a direita reta, com os pés encobertos pela veste; vestida de túnica roçagante, cingida á cintura; com mantelete junto ao peito; manto jogado por trás, onde aparece em tem azulado, e enrolado nos dois braços, onde caí em dobras sinuosas,pelo lado esquerdo,e retas, pelo lado direito, com uma dobra ao centro. Base atributiva, em tufos de nuvens, tendo à frente cinco cabeças de anjos, sendo duas superiores, inclinadas para dentro, e três inferiores, com a do centro reta e as duas inclinadas para fora; os anjos tem os cabelos curtos, em estrias finas, partidos ao meio, com recortes laterais; as asas em recortes sinuosos, voltadas para baixo. Peanha oitavada, com as faces em seqüência de molduras meia-cana e frisos.",Entalhe | Policromia,,,,,“Nossa Senhora”,,,,,
"62,5",Não identificado,"Trata-se de uma boa escultura em terracota, datável da primeira metade do século XVIII, originária do litoral do Rio de Janeiro ou de São Paulo, grandes centros produtores de imagens em terracota.","Iconografia: SÃO DOMINGOS DE GUSMÃO (1170-1221): Nobre espanhol, contemporâneo de São Francisco de Assis, fundou a Ordem dos Pregadores ou Dominicanos, dedicando-se, como devoto à Virgem, à divulgação do Santo Rosário. São Domingos é considerado o maior promotor da reforma eclesiástica do século XIII. Conta-se que a mãe de São Domingos, certa vez, teve a visão de um cão levando uma tocha acesa entre os dentes. O cão significava a vigilância, e a tocha, a palavra de São Domingos que acenderia o amor de Cristo nas almas. São Domingos foi canonizado em 1234. Representado vestindo hábito dominicano – túnica e escapulário brancos, capa e capuz pretos, cores que simbolizam a pureza e a penitência. Seus atributos são um livro, um rio, a igreja em miniatura, uma estrela vermelha, um cão – Domini Canis ou Cão do Senhor, com tocha acesa na boca, um globo e o rosário. Noutras representações, traz às mãos o estandarte com o escudo da Ordem que fundou, e a Cruz de Lorena. (1)",Peça em barro modelado e cozido (terracota); parece que tinha policromia. Com furo ao alto da cabeça para encaixe de resplendor.,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Século XVIII > [entre 1701 e 1750],Escultura Religiosa,29688,26,http://museuregionaldesaojoaodelrei.acervos.museus.gov.br/acervo_museologico/escultura-religiosa-10/,Brasil,Barro,15,"22, 0","Figura masculina, jovem, imberbe, de pé, em posição frontal, com a cabeça erguida, olhos direcionados para baixo; com ampla tonsura, rodeada por mechas sinuosas de cabelo; boca entreaberta; orelhas pouco destacadas do crânio. Tem o braço direito flexionado à frente, mão de segurar; braço esquerdo estendido lateralmente, mão sustentando um livro fechado; perna direita levemente flexionada, e a esquerda reta, com os pés em ângulo suave, calçados em sapatos arredondados. Vestido em hábito cingido por cinto de fivela com ponta caída; mangas com cogulas e abaixo delas punhos com botões (três na direita e dois na esquerda); escapulário comprido e largo; murça e capuz caído por trás. Base de forma retangular, arredondada nas quinas, com a borda superior chanfrada; possuí sobre a superfície direita os restos de três patas do cachorro que acompanha o santo.",Cozimento | Modelagem,,"CUNHA, Maria José Assunção da Cunha. Iconografia Cristã., Ed. UFOP/ IPAC, Ouro Preto, 1993. Pág. 75",,,“São Domingo de Gusmão”,,,,,
